SERFF Tr Num,Filing Type,Date Submitted,Effective Date Requested (New),Effective Date Requested (Renewal),SERFF Status,Filing Description,Filing Method,TOI,Group_Code,Company_Codes,week_date,gpt_3_5_summary,o1_mini_summary,xai_summary
SFMA-134377596,Form,01/14/2025,04/15/2025,04/15/2025,Closed-Approved,"We respectfully submit this Application Filing.  The details of the changes are outlined in the attached Filing Memorandum.
We submit this filing to be effective March 15, 2025 or as soon thereafter as the necessary procedural changes have been
implemented.
Sincerely,
Samantha Fahrner
(770) 379-5657
Samantha.fahrner.jgdk@statefarm.com
Carl Rice
(765) 463-8252
Carl.rice.phs4@statefarm.com",,04.0 Homeowners,176,[25143],2025-02-24,,,
TRVD-G134419374,Rule,02/14/2025,03/14/2025,05/13/2025,Closed-Approved,"With this filing we are submitting revisions to our Quantum Homeowners 2.0, Quantum Home, and Legacy Home programs as
detailed in the accompanying Explanatory Memorandum.",,04.0 Homeowners,3548,"[19062, 19070, 27998, 25666, 36137, 38130]",2025-02-24,"The rate filing submitted by The Automobile Insurance Company of Hartford, Connecticut, along with other affiliated companies under The Travelers umbrella, pertains to revisions in their Quantum Homeowners insurance programs in Iowa. The filing includes updates to various rules and coverage packages such as Rule 106 (Coverage Packages), Rule 905 (Loss Assessment), Rule 511 (Loss Assessment Coverage), Rule 535 (Enhanced Home Package), Rule 305 (High Value Home Coverage), and Rule 530 (Additional Coverage Endorsement). These revisions include changes to eligibility requirements, additional coverages and endorsements, and premium adjustments. The filing was submitted on 02/14/2025 and approved with an effective date of 03/14/2025 for new business and 05/13/2025 for renewals. The rate impact indicated in the filing is 0.000%, with no written premium change or impact on policyholders mentioned.",,
AMSI-134173339,Rate/Rule,12/23/2024,05/21/2025,07/21/2025,Pending State Action,"American Strategic Insurance Corp. (ASIC) respectfully submits for your review, under the file and use provision, a revision to
our HOH program. Please refer to the Explanatory Memorandum and attached exhibits for further details. Our filings for the
previous three years are:
AMSI-134075004 effective 7/31/2024, +30.09%
AMSI-133619461 effective 11/1/2023, +14.91% (Current GLM model in use)
AMSI-133382566 effective 12/14/2022, 0.0%
AMSI-132776699 effective 5/20/2021, -3.6%
If you have any questions or comments, please do not hesitate to contact me via email at laert_fejzullari@progressive.com.
Sincerely,
Laert Fejzullari",,04.0 Homeowners,155,[10872],2025-02-24,,,
HART-134424457,Rule,02/19/2025,05/01/2025,,Closed-FILED,"RE: ISO Filing Designation Number HO-2024-BPR1
The Insurance Services Office reported your Department’s approval of their Broadened Home-Sharing Host Activities
Coverage HO-2024-BPR1, effective on all policies written on or after May 1, 2025. The Hartford is respectively notifying of
non-adoption of the rules at this time until further notice. Should we decide to introduce these rules at a later date, The Hartford
will re-file at that time.",,04.0 Homeowners,91,[39608],2025-02-24,"The rate filing in question is for the Nutmeg Insurance Company's ""ID Non-Adopt - Broadened Home-Sharing Host Activities Coverage Rule HO-2024-BPR1 Filing."" This filing is effective from May 1, 2025, in the state of Idaho. The filing falls under the Homeowners insurance line of business and involves the revision of Rule 519 - Broadened Home-sharing Host Activities Coverage - All Forms Except HO 00 14. The filing aims to implement revised rules that address the factors related to home-sharing accommodations and premium determination for different types of properties and lengths of stay. The effective date for this rule change is 5/1/2025.

The primary purpose of this rate filing is to update and enhance the coverage and premium calculations associated with home-sharing host activities for homeowners insurance policies under the Nutmeg Insurance Company. The filing includes detailed tables specifying factors for premium adjustments based on various criteria such as type of accommodations, number of nights, and property structure.

Overall, the filing demonstrates a proactive approach by Nutmeg Insurance Company to adjust its coverage and premium structures in line with evolving market trends and regulatory requirements, ensuring compliance with state regulations and offering enhanced protection for policyholders engaging in home-sharing activities.",,
SFMA-134424081,Form,02/19/2025,08/01/2025,10/01/2025,Closed-FILED,"SERFF Tracking #: SFMA-134424081
State Tracking #:
Company Tracking #: ML-48104
State:
Idaho
Filing Company:
State Farm Fire and Casualty Company
TOI/Sub-TOI:
04.0 Homeowners/04.0000 Homeowners Sub-TOI Combinations
Product Name:
ML-48104
Project Name/Number: ML-48104/ML-48104
PDF Pipeline for SERFF Tracking Number SFMA-134424081 Generated 02/21/2025 01:11 AM

We respectfully submit the following forms as provided in the Form Schedule.
Revised Mandatory Endorsements:
HO-2240.2 Homeowners Amendatory Endorsement (Idaho) replaces HO-2240.1
HO-2241.2 Condominium Unitowners Amendatory Endorsement (Idaho) replaces HO-2241.1
HO-2242.2 Renters Amendatory Endorsement (Idaho) replaces HO-2242.1
HO-4212.1 Manufactured Home Endorsement (Idaho) replaces HO-4212
We have made the following revisions to these mandatory endorsements:
•Updated the definition of “building structure” to emphasize that a building structure includes attached structures.
•Updated the definition of “insured” to emphasize that a person or organization using or having custody of animals or watercraft
owned by an insured, is only an insured with respect to loss for which they are legally responsible, caused by or resulting from
the animals or watercraft.
•Under Coverage C – Loss of Use, Prohibited Use, removed the reference to an order of evacuation.
•Under Section I – Additional coverages, added language to specify how the Building Ordinance or Law Endorsement would
apply to a loss covered by Volcanic Action, Collapse, or Fuel Oil Release. (Applies to Condominium Unitowners only)
•Under Section I – Additional Coverages, added “Bed Bugs” coverage which provides up to $1,000 to clean, treat, or replace
property described in Coverage A and Coverage B due to damage caused by bed bugs. (Applies to Homeowners,
Condominium Unitowners, and Renters. Manufactured Home already has this coverage)
•Under Section II – Additional Coverages, added a $500 limit to First Aid Expenses.
•Under Section I and Section II – Conditions, revised Subrogation and Reimbursement language regarding our right to recover
payment.
•Under Section I and Section II – Conditions, added a new condition called “Dwelling Under Construction.” This condition
extends personal property and liability coverages to a residence where the insured is temporarily residing when the dwelling
described in the Declarations is a new dwelling under construction. (Applies to Homeowners and Condominium Unitowners
only)
This new provision replaces language previously found in HO-2413 Dwelling Under Construction Endorsement which was
automatically attached to new policies insuring a dwelling under construction. Endorsement HO-2413 is being discontinued.
•Under Optional Policy Provisions, Option ID – Increased Dwelling Limit, made editorial revisions to the last paragraph.
(Applies to Homeowners only)
Revised Optional Endorsement:
HO-2609.1 Cyber Event, Identity Restoration, and Fraud Loss Coverage replaces HO-2609 for optional use with Homeowners,
Condominium Unitowners, Renters, and Manufactured Home policies. We have made the following revisions to this
endorsement:
-Data Breach Coverage – We have added Data Breach Coverage which is triggered by a data breach event as defined in the
endorsement. Data Breach Coverage covers legal and forensic information technology review of the breach, notification to the
affected individuals if applicable, and services to the affected individuals including a toll-free help line, credit monitoring service
and, for those who become identity theft victims, identity restoration case management services.  The new Data Breach
Coverage, along with Cyber Attack and Cyber Extortion coverages, are jointly subject to a $15,000 annual aggregate limit,
SERFF Tracking #: SFMA-134424081
State Tracking #:
Company Tracking #: ML-48104
State:
Idaho
Filing Company:
State Farm Fire and Casualty Company
TOI/Sub-TOI:
04.0 Homeowners/04.0000 Homeowners Sub-TOI Combinations
Product Name:
ML-48104
Project Name/Number: ML-48104/ML-48104
PDF Pipeline for SERFF Tracking Number SFMA-134424081 Generated 02/21/2025 01:11 AM

Company and Contact
 
which is in addition to the $50,000 of coverage provided by this endorsement for Identity Restoration Expense Reimbursement
Coverage and Fraud Loss Coverage.
-Cyber Attack Coverage – In addition to computing devices, Cyber Attack Coverage has been enhanced to now also cover
connected home devices as defined in the endorsement.  Some examples of connected home devices could be things like
smart phones, thermostats, appliances, and home security systems.
-Exclusions – We have revised the current “war” exclusion to emphasize that we do not cover loss or expense arising from
cyber warfare.  We have also added additional explanatory language regarding the application of this exclusion.
The enclosed side-by-side comparisons detail the differences between the previously approved endorsements and the new
endorsements.
There is no rate change associated with these endorsement revisions.
Prior filing submissions:  SFMA-132899582, SFMA-131139008, SFMA-1338711811
Sincerely,
Kevin Nicklas,   CPCU, CLU
309-766-8703
kevin.nicklas.cbnv@statefarm.com
John Poppe,   CPCU, CLU
309-994-9734
john.poppe.pkxx@statefarm.com",,04.0 Homeowners,176,[25143],2025-02-24,,,
FARM-134411373,Form,02/14/2025,07/10/2025,07/10/2025,Closed-Filed,Please see our filing memo attached under the Supporting Documentation tab.,,04.0 Homeowners,69,"[21652, 21709, 21679]",2025-02-24,"The rate filing submitted by Farmers Insurance Exchange, Illinois Farmers Insurance Company, and Truck Insurance Exchange in Indiana includes amendatory endorsements for Legacy Homeowners, Smart Plan Renter, and Smart Plan Condo products. The revisions involve modifications to the coverage provided in the policy related to assignment and death, intentional acts, criminal acts, fraud, and suits against the company. The filing requests an effective date of 07/10/2025 for new and renewal business. The total fee for the filing amounts to $315.00, with each company paying $105.00. The filing includes modifications to existing forms and the withdrawal of specific endorsements.",,
HART-134419899,Rate,02/14/2025,02/06/2025,03/29/2025,Closed-Filed,"With this filing, we are proposing revisions to The Hartford’s Home product in the writing company referenced above. This
change will be effective for new business policies written on or after February 6, 2025, and will affect renewal policies effective
on or after March 29, 2025.
This filing is to submit clerical adjustments to our capping rate page that was sent and approved in HART-134297756.
We apologize for the late submission of this filing, as the new business effective date is February 6, 2025.  However please
note this clerical update will only impact renewal policies effective March 29, 2025.",,04.0 Homeowners,91,[38261],2025-02-24,"Summary of the Rate Filing:

- **Insurer**: Hartford Insurance Company of the Southeast
- **State**: Indiana
- **Product**: IN Home Prevail HICSE - Homeowners Insurance
- **Filing Type**: Rate
- **Effective Date**:
    - New Business: 02/06/2025
    - Renewal: 03/29/2025
- **Filing Description**: The filing proposes revisions to The Hartford's Home product affecting new business policies from February 6, 2025, and renewal policies from March 29, 2025.
- **Rate Change Type**: Neutral
- **Overall Percentage of Last Rate Revision**: 4.000%
- **Annual Statement Loss Ratio**: 71.4%
- **Filing Contact**: Josh Henderson, Pricing Analyst
- **Corresponding Document Name**: IN Prevail Home Explanatory Memo.pdf
- **SERFF Tracking Number**: HART-134419899

The filing involves clerical adjustments to the capping rate page previously approved and indicates no change in written premium or the number of policyholders affected. The filing aims to enhance the company's Home product and ensure compliance with regulatory requirements in Indiana.",,
ALSE-134335664,Rate/Rule,11/27/2024,02/24/2025,04/10/2025,Closed-Approved and Filed,"With this filing, Allstate is proposing an overall 19.4% rate level change to the Allstate Indemnity Company (AI) Homeowners -
Manufactured Home (MFH) program in the state of Kansas.
This rate will be accomplished by introducing the Rate Adjustment Factor, which is equivalent to increasing the base rates by a
uniform amount.
Further information regarding these changes can be found in the enclosed attachments. This change will apply to new
business written on or after 2/24/2025 and for renewals effective on or after 4/10/2025.",,04.0 Homeowners,8,[19240],2025-02-24,,,
HART-134403020,Rule,02/06/2025,07/01/2025,07/01/2025,Pending Industry Response,"We are filing for your information the introduction of a credit card surcharge to The Hartford’s Home products in the writing
companies referenced above. Policyholders who choose to pay their premium by credit card will incur a credit card surcharge
charged and collected by a third-party payment vendor, which will not exceed 3% of the total payment amount.  The surcharge
amount will be shown at the time of the transaction and is effective for all transactions processed on or after July 01, 2025.",,04.0 Homeowners,91,"[38261, 34690, 27120, 29459, 22357, 19682]",2025-02-24,"Based on the provided information from the filing with a DOI, the rate filing involves the introduction of a credit card surcharge for The Hartford's Home products in various writing companies. Policyholders who opt to pay their premium by credit card will incur a surcharge not exceeding 3% of the total payment amount, collected by a third-party payment vendor. The surcharge will be visible at the transaction time and will be effective for transactions processed on or after July 1, 2025. The filing includes objections raised by the state regulator regarding the treatment of these charges in loss ratio calculations and premium tax calculations, as well as responses from the insurance company addressing these objections and outlining their plans for evaluating the impact of the credit card surcharge on their expense provisions.",,
LBPM-134379791,Rate,01/16/2025,,04/26/2025,Closed-Filed,"Safeco Insurance Company of America is requesting approval to revise its rates and rules for Homeowners effective April 26,
2025, for renewal business.  Proposed changes are as follows:
-Base Unities for Home
-Base Unities for Condo
-Roof Age Factors for Home
-Rate Stabilization Factors for Condo
This filing has a 0.0% overall uncapped impact.
We appreciate your review of this filing and look forward to your acknowledgement.  Please feel free to contact us with any
questions or concerns.",,04.0 Homeowners,111,[24740],2025-02-24,,,
LBPM-134418505,Rate,02/14/2025,01/01/2025,01/01/2025,Closed-Acknowledged,"In accordance with Kentucky’s filing provision, American Economy Insurance Company (*AEIC) is respectfully requesting to
revise our Safeco homeowners’ product effective January 1st, 2025, for new business and in-force business.
Mine subsidence rates will be updated per KY House Bill 371 & Bulletin 2024-07.
A histogram has not been included because there is no renewal business impact.
This filing does not have a rate impact and therefore no Shopper’s Guide will be submitted as the example rates have not
changed.
Summary of Changes
Mine Subsidence Factors
We appreciate your review of this filing. Please feel free to contact us with any questions or concerns.",,04.0 Homeowners,111,[19690],2025-02-24,"In summary, the rate filing from American Economy Insurance Company for their homeowners product in Kentucky involved updating mine subsidence rates per KY House Bill 371 & Bulletin 2024-07, with an effective date of 01/01/2025. The filing was a neutral rate change type with no overall percentage rate revision. The filing fees amounted to $35. The company requested to revise their Safeco homeowners' product for both new and in-force business. Despite filing rates outside the required statutory timeframe, the changes were mandated by the General Assembly to be effective as of 01/01/2025. The rate filing included detailed coverage A limit rates for various upper bounds and indicated no overall rate impact or written premium change for the program.",,
LBPM-134419964,Rate,02/18/2025,,01/01/2025,Closed-Acknowledged,"In accordance with Kentucky’s filing provision, we respectfully request to revise our Safeco homeowners products effective
January 1, 2025 for renewal business.
Mine subsidence rates will be updated per KY House Bill 371 & Bulletin 2024-07.
A histogram has not been included because there is no renewal business impact.
We will be adjusting the following rating variables:
•Mine Subsidence Factors
Safeco Insurance Company of America is closed to new business and therefore a Shoppers Guide has been omitted from the
filing.
We appreciate your review of this filing. Please feel free to contact us with any questions or concerns.",,04.0 Homeowners,111,[24740],2025-02-24,"Based on the information provided in the filing, here is a summary of the rate filing by Safeco Insurance Company of America for their homeowners insurance product in Kentucky:

1. **Filing Information:**
   - **Company:** Safeco Insurance Company of America
   - **Product Name:** Homeowners
   - **State:** Kentucky
   - **TOI/Sub-TOI:** 04.0 Homeowners/04.0000 Homeowners Sub-TOI Combinations
   - **Filing Type:** Rate
   - **SERFF Tracking #:** LBPM-134419964
   - **Date Submitted:** 02/18/2025
   - **Disposition Status:** Acknowledged

2. **Rate Adjustment Information:**
   - Effective Date: 01/01/2025
   - Mine subsidence rates updated per KY House Bill 371 & Bulletin 2024-07
   - Adjustment of rating variables related to Mine Subsidence Factors

3. **Fee Information:**
   - **State Fees:** $5.00
   - **Retaliatory Fee:** Not applicable
   - Total fee owed: $5.00

4. **Contact Information:**
   - Filing Contact: Matthew Rowland, State Filings Specialist
   - Email: matthew.rowland@libertymutual.com
   - Phone: 614-917-5025
   - Filing Company Address: 175",,
SFMA-134415672,Form,02/17/2025,06/01/2025,08/01/2025,Closed-Approved,"We respectfully request your approval of the following form(s) as provided in the forms schedule.  The details of the change(s)
are outlined in the attached Filing Memorandum.
We certify that the policy forms in this filing comply with 806 KAR 14:121 (minimum standards for the readability and
intelligibility of insurance contracts).
Sincerely,
Kevin Nicklas,   CPCU, CLU
309-766-8703
kevin.nicklas.cbnv@statefarm.com
John Poppe,   CPCU, CLU
309-994-9734
john.poppe.pkxx@statefarm.com",,04.0 Homeowners,176,[25143],2025-02-24,,,
TRVD-G134354974,Rate/Rule,12/20/2024,02/16/2025,05/09/2025,Closed-Acknowledged,"With this change, we are making revisions to our Quantum Home 2.0 product as detailed in the attached Explanatory
Memorandum.
Please reference SERFF tracking #TRVD-G134354905 for the public portion of this change.",,04.0 Homeowners,3548,[38130],2025-02-24,"The rate filing submitted by Travelers Personal Insurance Company for their Quantum Home 2.0 homeowners insurance product in Kentucky involves making revisions to the insurance model. This includes updates to factors such as Roof Square Footage, Tree Overhang, Insurance Score, Auto Bodily Injury Limit, and the introduction of new variables like Roof Condition Score and Presence of Zinc Staining. The overall indicated rate change is 12.8%, while the proposed rate change is 11.6%. The Company seeks an overall rate increase of 11.6% compared to the indicated rate change of 12.8%. The filing also includes detailed information on the data sources, variable selection process, model validation, and justification for the proposed rate changes. The actuarial review recommends approval of the filing after assessing the model assumptions, data sources, variable selection, and model validation.",,
TRVD-G134417165,Rule,02/13/2025,03/14/2025,06/04/2025,Closed-Acknowledged,"With this filing we are amending our Quantum Home 2.0, Quantum Home, and Legacy Home prodcuts as detailed in the
attached Explanatory Memorandum.",,04.0 Homeowners,3548,"[19062, 19070, 27998, 25666, 36137, 38130]",2025-02-24,"This rate filing involves multiple companies under The Travelers group, and it affects their Quantum Home 2.0, Quantum Home, and Legacy Home products for homeowners insurance in Kentucky. The filing includes revisions to various rules and coverage packages such as Rule 106 Coverage Packages, Rule 905 Loss Assessment, Rule 511 Loss Assessment Coverage, Rule 535 Enhanced Home Package, Rule 530 Additional Coverage Endorsement - ACE, and Rule 305 High Value Home Coverage.

The changes mainly focus on adding, deleting, and amending specific sections within each rule to ensure compliance and update coverage options for policyholders. These adjustments are intended to enhance the offerings and eligibility requirements for the different coverage packages provided by the insurers. Additionally, the filing indicates that there is no rate impact associated with these changes.",,
LBPM-134415785,Form,02/13/2025,,06/23/2025,Closed-Approved,"In accordance with Louisiana filing provision, we respectfully submit the following revisions for our Homeowners program.
The information below provides a list of forms submitted with this filing.  In addition, it also provides a summary of the major
coverage or policies differences from our currently approved homeowner policy.
Our company would like to have the option of reformatting text or moving boxes, where applicable, to accommodate marketing
requirements and printing of forms. The format of the forms may vary depending on the needs of our clients (e.g. paper size,
electronic distribution, etc.). The language will remain the same as approved by your Division and any font requirements will be
maintained.
We appreciate your review of this filing. Should you have any questions or concerns, please do not hesitate to contact me
directly.
This form will be used for renewal business only as we no longer write new business in these companies.
The following provides a summary for each form submitted with this filing.
•New Form: FMHO 1182 01 25/Replaced Form: FMHO 2886
•New Form: FMHO 547 01 25/Replaced Form: FMHO 2885
•New Form: FMHO 1183 01 25/Replaced Form: FMHO 2887
      oAdditions:  Matching of siding, “roof surfacing” or windows excluded
      oModifications:  We also took this opportunity to update the old forms to follow our standards of placing defined terms in
quotation marks and bolding section titles.",,04.0 Homeowners,111,"[42404, 23035, 33600, 11746]",2025-02-24,"The rate filing for the Louisiana Optional Loss Settlement Endorsement, Expanded Replacement Cost Endorsement, and Homeprotector Plus Endorsement by Liberty Mutual Insurance in the homeowners insurance product category was submitted on 02/13/2025. The filing was approved and closed on 02/19/2025. The effective date requested for the new endorsements was set for 06/23/2025 for renewal business only. The filing included revisions to the Homeowners program, specifically introducing new forms to replace existing ones (FMHO 1182, FMHO 547, FMHO 1183), with modifications to coverage and policies such as loss settlement conditions and additional coverage provisions. 

The rate change proposed in the filing indicated an overall percentage rate impact of 0.000%, with no change in written premium or the number of policyholders affected. Additionally, the filing included a detailed breakdown of the forms submitted with the changes, explanations of each endorsement, and compliance with Louisiana Department of Insurance regulations and requirements for homeowners insurance policies.",,
ALSE-134276603,Rate,10/25/2024,01/14/2025,01/14/2025,Pending Industry Response,"With this filing, Allstate is proposing an overall 2.6% rate level change to the Allstate Vehicle and Property Insurance Company
(AVPIC) Homeowners - Owner Occupied Homeowners (HO) program in the state of Maryland. Information is also provided to
support the revision of the distinct charge to cover the hurricane and fire following earthquake portion of the net cost of
reinsurance in Allstate Vehicle and Property Insurance Company for the Owners program in the state of Maryland. The net
cost of reinsurance is equal to the expected reinsurance premium less expected reinsurance recoveries under the contract.
Allstate’s revised reinsurance cost will be reflected by revising the Net Cost of Reinsurance Rate Adjustment Factor in the rate
calculation for the Owners program. The revised Net Cost of Reinsurance Rate Adjustment Factor will apply to the calculation
of the reinsurance charge for all policies and will therefore have the same effect as a reinsurance base rate change. Because
the same Net Cost of Reinsurance Rate Adjustment Factor will apply to the calculation of all reinsurance charges, this filing will
not change the relative level of the charges by zone, construction type, or deductible.
The overall impact of changes set forth in this filing is 2.6% and was achieved through revision to the Rate Adjustment Factors,
Rate Level Factors, Base Fixed Expense Premium, Additive Fixed Expense Amount, Deductible Factors, Momentum Factors
and Net Cost of Reinsurance Rate Adjustment Factor. The proposed change to the Net Cost of Reinsurance Rate Adjustment
Factor is 39.5%, which represents the impact to the distinct charge to cover the hurricane and fire following earthquake portion
of the net cost of reinsurance in Allstate Vehicle and Property Insurance Company for the Owners program in the state of
Maryland.
Further information regarding these changes can be found in the enclosed attachments.",,04.0 Homeowners,8,[37907],2025-02-24,,,
ALSE-134280641,Rate,10/25/2024,01/14/2025,01/14/2025,Pending Industry Response,"With this filing, Allstate is proposing an overall 7.9% rate level change to the Allstate Insurance Company (AIC) Homeowners -
Owner Occupied Homeowners (HO) program in the state of Maryland. Information is also provided to support the revision of
the distinct charge to cover the hurricane and fire following earthquake portion of the net cost of reinsurance in Allstate
Insurance Company for the Owners program in the state of Maryland. The net cost of reinsurance is equal to the expected
reinsurance premium less expected reinsurance recoveries under the contract.
Allstate’s revised reinsurance cost will be reflected by revising the Reinsurance Rate Adjustment Factor in the rate calculation
for the Owners program. The revised Reinsurance Rate Adjustment Factor will apply to the calculation of the reinsurance
charge for all policies and will therefore have the same effect as a reinsurance base rate change. Because the same
Reinsurance Rate Adjustment Factor will apply to the calculation of all reinsurance charges, this filing will not change the
relative level of the charges by zone, construction type, or deductible.
The overall impact of changes set forth in this filing is 7.9% and was achieved through revision to the Rate Adjustment Factors
and Reinsurance Rate Adjustment Factor. Allstate is also revising Maximum Deductible Credits. The proposed change to the
Reinsurance Rate Adjustment Factor is 39.5%, which represents the impact to the distinct charge to cover the hurricane and
fire following earthquake portion of the net cost of reinsurance in Allstate Insurance Company for the Owners program in the
state of Maryland.
This change will apply to all business effective on or after 1/14/2025.
This filing company is closed to new business. Allstate has, however, supplied a new business effective date for special
business cases. For example, to accommodate a new business policy in the same company to a policyholder that has been
reinstated, or if a cancel/re-write is necessary.",,04.0 Homeowners,8,[19232],2025-02-24,,,
ALSE-134284768,Rate,10/25/2024,01/14/2025,01/14/2025,Pending Industry Response,"With this filing, Allstate is proposing an overall 5.4% rate level change to the Allstate Property and Casualty Insurance
Company (APC) Owners program in the state of Maryland. The overall rate level change was achieved through revisions to the
Rate Adjustment Factor. Information is also provided to support the revision of the distinct charge to cover the hurricane and
fire following earthquake portion of the net cost of  reinsurance in Allstate Property and Casualty Insurance Company for the
Owners program in the state of Maryland. The net cost of reinsurance is equal to the expected reinsurance premium less
expected reinsurance recoveries under the contract.
Allstate’s revised reinsurance cost will be reflected by revising the Reinsurance Rate Adjustment Factor in the rate calculation
for the Owners program. The revised Reinsurance Rate Adjustment Factor will apply to the calculation of the reinsurance
charge for all policies and will therefore have the same effect as a reinsurance base rate change. Because the same
Reinsurance Rate Adjustment Factor will apply to the calculation of all reinsurance charges, this filing will not change the
relative level of the charges by zone, construction type, or deductible.
The overall impact of changes set forth in this filing is 5.4%. The proposed change to the Reinsurance Rate adjustment Factor
is 39.5%, which represents the impact to the distinct charge to cover the hurricane and fire following earthquake portion of the
net cost of reinsurance in Allstate Property and Casualty Insurance Company for the Owners program in the state of Maryland.
This change will apply to all business effective on or after January 14, 2025.
This filing company is closed to new business. Allstate has, however, supplied a new business effective date for special
business cases. For example, to accommodate a new business policy in the same company to a policyholder that has been
reinstated, or if a cancel/re-write is necessary.",,04.0 Homeowners,8,[17230],2025-02-24,,,
ALSE-134426297,Rate,02/19/2025,06/24/2025,06/24/2025,Submitted to State,"With this filing, Allstate is proposing an overall 3.2% rate level change to the Allstate Vehicle and Property Insurance Company
(AVPIC) Homeowners - Condominium (CON) program in the state of Maryland.
The overall rate level change has been achieved through revision of the Rate Adjustment Factor and Coverage A – Building
Property Protection Buy-Up/Buy-Down Premium. Further information regarding these changes can be found in the enclosed
attachments.
Additionally, Allstate is adding the 200% Insured Value column for Coverage D – Additional Living Expenses as it was
unintentionally removed from the manual with filing ALSE-133968618.
This change will apply to all business effective on or after June 24, 2025.",,04.0 Homeowners,8,[37907],2025-02-24,,,
AMSI-134131102,Rate/Rule,08/28/2024,01/22/2025,03/22/2025,Pending State Action,"American Strategic Insurance Corp. (ASIC) respectfully submits for your review, under the file and use provision, a revision to
our Homeowners program. Please refer to Explanatory Memorandum and attached exhibit for further details.
If you have any questions or comments, please do not hesitate to contact me at chloe_k_arens@progressive.com or
(440)932-6794.
Sincerely,
Chloe Arens
Product Manager, State of Maryland",,04.0 Homeowners,155,[10872],2025-02-24,,,
AMSI-134415777,Rate/Rule,02/20/2025,02/21/2025,02/21/2025,Assigned,"American Strategic Insurance Corp. (ASIC) respectfully submits for your review, under the file and use provision, a revision to
our Homeowners program. Please refer to Explanatory Memorandum and attached exhibit for further details.
If you have any questions or comments, please do not hesitate to contact me at chloe_k_arens@progressive.com or
(440)932-6794.
Sincerely,
Chloe Arens
Product Manager, State of Maryland",,04.0 Homeowners,155,[10872],2025-02-24,,,
FARM-134406950,Rate/Rule,02/14/2025,03/17/2025,04/19/2025,Assigned,Please see our filing memo attached under the Supporting Documentation tab.,,04.0 Homeowners,69,[21652],2025-02-24,,,
LEMO-134414879,Form,02/14/2025,03/18/2025,05/17/2025,Pending State Action,"Lemonade submits this form filing available for all forms in Maryland effective March 18, 2025 for new business and May 17,
2025 for renewal.
For more information, please see the explanatory memorandum.
We look forward to your review.",,04.0 Homeowners,5032,[16023],2025-02-24,,,
ALSE-134371700,Form,01/08/2025,07/01/2025,,Closed-APPROVED,"This filing details the introduction of the Allstate North American Insurance Company (ANAIC) Homeowners Underwriting
Cancelation and or Non-Renewal Letters in the state of Michigan.
Further information regarding these changes can be found in the enclosed attachments.
This change will apply to new business effective on or after 07/1/2025.",,04.0 Homeowners,8,[11110],2025-02-24,,,
ALSE-134422885,Rate,02/18/2025,03/31/2025,05/15/2025,Submitted to State,"With this filing, Allstate is proposing an overall 2.2% rate level change to the Allstate Indemnity Company (AI) Homeowners -
Manufactured Home (MFH) program in the state of Michigan.
The overall rate level change has been achieved through revision of the Rate Adjustment Factor. Further information regarding
these changes can be found in the enclosed attachments.
This change will apply to new business written on or after March 31, 2025 and for renewals effective on or after May 15, 2025.",,04.0 Homeowners,8,[19240],2025-02-24,,,
FAIG-134421996,Form,02/18/2025,07/01/2025,07/01/2025,Submitted to State,Please see the Explanatory Memorandum in the Supporting Documents tab for complete filing details.,,04.0 Homeowners,69,"[26298, 34339]",2025-02-24,"Summary of Rate Filing:

- **Insurance Company:** Farmers Property and Casualty Insurance Company
- **Product:** Homeowners insurance
- **State:** Michigan
- **Filing Type:** Form
- **Effective Date Requested:** 07/01/2025
- **Filing Description:** The rate filing involves a revised endorsement for the homeowners product, specifically endorsement HA05MI 0125 Actual Cash Value Definition Amendatory. The revision aligns with the requirements of the State of Michigan Department of Insurance and Finance Services bulletin 2024-18-INS, issued on July 3, 2024.
- **Changes Made:** The revised endorsement updates the definition of ""Actual cash value"" to include labor expenses as subject to depreciation in the cost to repair or replace covered property. The depreciation factors for determining the amount of depreciation of the property include age, extent of use, condition, physical deterioration, and obsolescence.
- **Form Schedule Status:** The actual cash value definition amendatory form (8287-021) has been replaced with the new edition (0125) and includes a readability score of 50.0.
",,
TRVD-G134420573,Form,02/17/2025,05/18/2025,07/07/2025,Closed-APPROVED,With this filing we are making revisions to our Quantum Homeowners 2.0 Program per the accompanying documentation.,,04.0 Homeowners,3548,[28188],2025-02-24,"Based on the information provided in the filing, the rate filing was related to the Quantum Home 2.0 homeowners insurance program by TravCo Insurance Company in the state of Michigan. The filing was for a form revision specifically for the Policy Declarations form PL-50355 MI. The revision included adding a paragraph under the ""Information About Your Property"" section to inform policyholders about the use of aerial imagery to determine home characteristics impacting premiums.

The effective dates for the new business and renewals were requested to be on or after May 18, 2025, and on or after July 7, 2025, respectively. The filing was submitted on February 17, 2025, and was approved with a disposition status of ""APPROVED"" on February 20, 2025. The primary author for the filing was Jaime Jewett, and the primary reviewer was Sydney Fenska. The filing was for a homeowners insurance product falling under the category TOI 04.0 Homeowners in Michigan.",,
