SERFF#,State,Group_Code,Company_Code,Company_Code_all,Objection_letter_date,Objectionletter#,Objection#,Objection,download_week
ME_SFMA-134246231,ME,176,25143,[25143],10/29/2024,Objection_letter5,objection4,"Objection 4           - Explanatory Memorandum (Supporting Document)           Comments: primarily on a generalized linear model fit: ADDITIONAL INFORMATION REQUIRED FOR REVIEW OF GLMs 1)Data used in the creation and testing of the model a)Document the sources of data, both internal and external. b)Document the scope of the data (years, companies, geographies, etc.). c)If countrywide data was used, provide the percentage distribution of states in the dataset. d)Document the process for reviewing the appropriateness and accuracy of the data. e)Identify any material limitations or defects found or believed to exist in the data. f)What, if any, data was excluded and how does that impact the results? g)Describe any limitations of the analysis resulting from the issues or concerns with the data. h)Describe any adjustments made to the raw data (trend, development, exclusion of cats, etc.). i)What percent of the data was used for training versus testing (hold-out)? j)If this is an update of a model previously approved, describe material changes in data. 2)Variables used and Adjustments Made a)List all variables used in the model with a common language description of each as well as their sources. b)Document whether the variables are continuous, discrete, or categorical. c)Explain any transformations that were made to the variables (natural log, binning, etc.). d)Describe any offsets, weights, or other variables used in the model. e)Does the model target pure premium or frequency and severity separately?  Why? SERFF Tracking #: SFMA-134246231 State Tracking #: Company Tracking #: HO-47216 State: Maine Filing Company: State Farm Fire and Casualty Company TOI/Sub-TOI: 04.0 Homeowners/04.0000 Homeowners Sub-TOI Combinations Product Name: HO-47216 Project Name/Number: HO-47216/HO-47216 PDF Pipeline for SERFF Tracking Number SFMA-134246231 Generated 02/05/2025 01:59 AM  f)If this is an update of a model previously approved, describe material changes in above. 3)Assumptions and Model Validation a)Document the distributions, parameters, and link functions chosen in the model. b)Describe tests for and adjustments made for correlation, multicollinearity, or aliasing. c)Provide the model coefficients, p-values, and confidence intervals. d)Document any credibility procedures used in connection with the model. e)Describe the methods used to validate the assumptions and assess the goodness of fit. f)Describe actions taken to assess model stability such as bootstrapping or cross-validation. g)Provide lift charts, Gini-index scores, loss ratio charts, and other statistics analyzed by the company during the modeling process. h)If this is an update of a model previously approved, provide a double-lift chart. 4)Model Output a)Document the relativities indicated by the model. b)Document any deviation of the rating plan from the indicated relativities and justify the deviation. 5)Regulatory Compliance a)Is this model being implemented countrywide?  If so, in what states has it been filed and/or approved?  Separate the lists into prior approval states versus all other.",2025-02-10
ME_SFMA-134246231,ME,176,25143,[25143],10/29/2024,Objection_letter5,objection5,Objection 5           - Explanatory Memorandum (Supporting Document)           Comments: K. Year Built Adjustment and Wind Mitigation Discount Plan Please provide details on the revised adjustments based on model result for each of these models.,2025-02-10
NJ_TRVD-134175714,NJ,3548,19224,[19224],01/31/2025,Objection_letter1,objection1,"For the review of the referenced filing we will require answers to the following questions/concerns:      Objection 1           - Exhibit C (Supporting Document)           Comments: Similar to the versions of Exhibit C previously submitted under this filing, the Grand Total proposed dollar effect on Exhibit C should equal the sum of the Total Owners, Total Tenant/Condo, and Total Landlord proposed dollar effects, which is $34,611,800 based on the 1/27/2025 Exhibit C. Please note this represents a 19.7% overall impact based on the $175, 401,093 current written premium as shown on the same Exhibit C. Please confirm if the overall impact is 19.7% or 19.8% and submit an updated Exhibit C that reflects a Grand Total proposed dollar effect that equals the sum of the Total Owners, Total Tenant/Condo, and Total Landlord proposed dollar effects. Also, please submit a Post Submission Update to revise the SERFF Rate/Rule schedule if any information changes.",2025-02-10
NJ_TRVD-134175714,NJ,3548,19224,[19224],01/15/2025,Objection_letter2,objection1,"Objection 1           Comments: As referenced in objection #5 of the 10/11/2024 objection letter, the information on Exhibit B (Exhibit 1 page 1) should be consistent with the information shown on the SERFF Rate/Rule Schedule. Please note the Post Submission Update submitted on 1/6/2025 shows a Written Premium Change of $34,729,416 while the revised Exhibit B shows $34,590,941. Additionally, the overall proposed dollar effect on Exhibit B reflects a +19.7% change when compared to the Current Written Premium on Exhibit B rather than +19.8%. Please either submit a Post Submission Update to amend the Written Premium Change on the SERFF Rate/Rule Schedule or revise the proposed dollar effects on Exhibit B. Also, the proposed dollar effect should be consistent with the overall ""proposed % change"" given the ""current written premium"" shown on Exhibit C.",2025-02-10
NJ_TRVD-134175714,NJ,3548,19224,[19224],01/15/2025,Objection_letter2,objection2,"Objection 2           Comments: Exhibit B (Exhibit 1 page 1) shows a -0.1% change for Tenants with a dollar impact of -$4,291. Additionally, while there are 17,812 Tenant policies on Exhibit B, Exhibit 1 page 2 shows 17,644 policies with a 0.0% change, which would indicate at least 168 Tenant policies are receiving a change. However, based on the updated Exhibit 18, there doesn't appear to be any changes to the Tenant rates. As such, please explain why Exhibit B shows a percentage change and dollar impact for Tenants and why the 0.0% on the Unstabilized Impact - Histogram doesn't equal the number of Tenant policies on Exhibit B. What rates are changing with regard to Tenants that would lead to the decrease?",2025-02-10
NJ_TRVD-134175714,NJ,3548,19224,[19224],01/15/2025,Objection_letter2,objection3,Objection 3           Comments: Please advise as to when you expect the final printed manual pages to be completed.,2025-02-10
NJ_TRVD-134175714,NJ,3548,19224,[19224],12/16/2024,Objection_letter3,objection1,"For the review of the referenced filing we will require answers to the following questions/concerns:      Objection 1           Comments: Please revise the proposal as discussed with the Department. The response should include updates to all impacted exhibits and manual pages, including Exhibits 1 (Histogram) & Exhibit C, as well as a related post submission update to revise the Company Rate Information and to update effective dates.",2025-02-10
NJ_TRVD-134175714,NJ,3548,19224,[19224],12/05/2024,Objection_letter4,objection1,"For the review of the referenced filing we will require answers to the following questions/concerns:      Objection 1           Comments: As previously stated in objection #3 of the 10/11/2024 objection letter, the Department will permit a cap up to 25% to be applied for four annual policy periods. As such, we would like you to be aware that the Rate Stabilization rule can be revised under this filing to 25% as this can help address the company's rate need. If you decide not to update the cap, then please explain why you are choosing to continue using a lower cap than what the Department will permit.",2025-02-10
NJ_TRVD-134175714,NJ,3548,19224,[19224],10/11/2024,Objection_letter5,objection1,Objection 1           Comments: Please provide the maximum and minimum uncapped combined rate impact for this filing and the previous rate filing approved under SERFF Tracking # TRVD-133948416 (Dept. File #24-0050) as the renewal effective dates for the two filings are within a 12-month period.,2025-02-10
NJ_TRVD-134175714,NJ,3548,19224,[19224],10/11/2024,Objection_letter5,objection2,"Objection 2           Comments: Exhibit 1, pages 2 and 3 are both titled ""Unstabilized Impact - Histogram"". Please explain the difference between the exhibits. Should Exhibit 1, page 3 have been titled ""Stabilized Impact - Histogram""?",2025-02-10
NJ_TRVD-134175714,NJ,3548,19224,[19224],10/11/2024,Objection_letter5,objection3,"Objection 3           Comments: As the maximum rate impact for an individual insured exceeds 25%, a cap not to exceed 25% should be applied per annual policy period in order to limit the sizable rate increases policyholders may see upon renewal as a result of this filing. Please note the cap should apply for four annual policy periods and policyholders must achieve the manually rated premium charge within five years. Please explain how capping will be applied and what, if any, capping rules are currently in effect.",2025-02-10
NJ_TRVD-134175714,NJ,3548,19224,[19224],10/11/2024,Objection_letter5,objection4,"Objection 4           Comments: Related to the previous objection, the Department notes a Rate Stabilization rule was approved under Dept. File #20-2624 and included a Rate Stabilization Table that reflected a 15% cap for 4 years. Is this rule and Rate Stabilization Table still applicable? Were either the rule or table withdrawn under a prior filing? Please note under Dept. File #21-2189, the company responded to our request for capping by stating that ""all policyholders affected by this rate change will not have an increase of more than 20% annually"". Given the reference to the 20% cap for Dept. File #21-2189, was a new Rate Stabilization Table submitted? Please explain.",2025-02-10
NJ_TRVD-134175714,NJ,3548,19224,[19224],10/11/2024,Objection_letter5,objection5,"Objection 5           Comments: While the current written premium as shown on Exhibit C is consistent with the SERFF Rate/Rule Schedule, the Written Premium Change on the SERFF schedule is not consistent with the proposed dollar effect shown on Exhibit C. As these should be the same, please explain why they are different or submit a Post Submission Update to update the Company Rate Information in SERFF so the premium change is consistent with Exhibit C.",2025-02-10
NJ_TRVD-134175714,NJ,3548,19224,[19224],07/26/2024,Objection_letter6,objection1,"Please explain specifically what is driving the indicated rate need (e.g. type/category of losses, geographic locations, large losses, specific agencies or distribution channels, particular years/periods/events, etc.).  Provide cause of loss distributions or other exhibits demonstrating any changes where appropriate.",2025-02-10
NJ_TRVD-134175714,NJ,3548,19224,[19224],07/26/2024,Objection_letter6,objection2,"Please describe the rationale for the proposed rate filing amount as it relates to the indicated need, as well as the strategic objective(s) with the overall filing (the % increase, other revisions, etc.).",2025-02-10
NJ_TRVD-134175714,NJ,3548,19224,[19224],07/26/2024,Objection_letter6,objection3,Please provide a discussion of the general type of risk profiles that will receive the larger and smaller premium changes as a result of this filing focusing particularly on the characteristics that are causing the premium changes.  Please do not provide a description of only the individual policies that will receive the maximum and minimum premium change.  Instead provide a description of the general characteristics of the group of policies that will receive the larger and smaller premium changes as well as the basis for targeting such risk types for the related rate changes.,2025-02-10
NJ_TRVD-134175714,NJ,3548,19224,[19224],07/26/2024,Objection_letter6,objection4,"Please summarize other actions being taken by the company, in addition to rate revision filings, to address overall profitability and growth plans, if/as applicable.",2025-02-10
NJ_TRVD-134175714,NJ,3548,19224,[19224],07/26/2024,Objection_letter6,objection5,"Please identify and explain any material increase/decrease in the inforce policy count/exposures over the past several years, identifying the underlying reason(s) and if the directional shift (growing, retracting) is in line with the company objectives in the New Jersey market.",2025-02-10
NJ_TRVD-134175714,NJ,3548,19224,[19224],07/26/2024,Objection_letter6,objection6,"Please define the overall company strategy with writing business in New Jersey as well as what differentiates your product from other competitors in the marketplace such as niche/specialty markets, geographic focus (urban, coastal, etc.), enhanced coverages, preferred/standard/non-standard-type business, multi-line offerings, etc.",2025-02-10
NJ_TRVD-134175714,NJ,3548,19224,[19224],07/25/2024,Objection_letter7,objection1,Objection 1           Comments: The prior filing increased rates +6.7% based on an indication of +26.0%. This leaves a residual indication of +18.1%. Please reconcile this residual indication with the current indication for this filing of +41.1%.,2025-02-10
NJ_TRVD-134175714,NJ,3548,19224,[19224],07/25/2024,Objection_letter7,objection2,"Objection 2           Comments: Why is Dwelling experience split between non-weather and non-catastrophe-weather, but Landlord Dwelling isn't?",2025-02-10
NJ_TRVD-134175714,NJ,3548,19224,[19224],07/25/2024,Objection_letter7,objection3,Objection 3           Comments: Please update ULAE data to include data through year-end 2023.,2025-02-10
NJ_TRVD-134175714,NJ,3548,19224,[19224],07/25/2024,Objection_letter7,objection4,Objection 4           Comments: Please provide Exhibit 14 page 1 of 6 by form. Please confirm our understanding that this data is state-specific data for St. Paul Protective Insurance Company only (rather than Group data).,2025-02-10
NJ_TRVD-134175714,NJ,3548,19224,[19224],07/25/2024,Objection_letter7,objection5,"Objection 5           Comments: Regarding Profit & Contingencies, (1) Please provide updated information that reflects 2023 data. (2) How did you consider the current increased interest rate environment? Please refer to Actuarial Standard of Practice No. 30 Treatment of Profit and Contingency Provisions and the Cost of Capital in Property/Casualty Insurance Ratemaking. Section 3.3 states ""Since all components of a rate should be estimates of future costs relating to the risk transfer during the prospective period of time to which the rate applies, capital costs, investment income, income taxes, cash flows, and leverage factors used in calculating the profit provision should be based on expected future values.""",2025-02-10
NM_SFMA-134394212,NM,176,25143,[25143],No objections,No objections,No objections,No objections,2025-02-10
NY_TRVD-134134854,NY,3548,27998,"[27998, 36137]",12/16/2024,Objection_letter1,objection212,480-5511 marielle.klempner@dfs.ny.gov,2025-02-10
NY_TRVD-134134854,NY,3548,27998,"[27998, 36137]",10/30/2024,Objection_letter2,objection1,Please amend the RT-2 exhibit so that it includes a step-by-step numerical derivation of the overall rate effect.,2025-02-10
NY_TRVD-134134854,NY,3548,27998,"[27998, 36137]",10/30/2024,Objection_letter2,objection2,"Regarding filing R2017001306 please provide the page or the location in the filing that the two years of Weather and Non-Weather experience combined was submitted for review. In addition, in filing R2021000244 please provide the page or the location in the filing that the five years of Weather and Non-Weather experience combined was submitted for review. Kindly provide notification by e-mail at marielle.klempner@dfs.ny.gov when you have responded to an objection letter or sent a Note to Reviewer via SERFF. This will help expedite review of this filing. This e-mail address should not be used for any correspondence other than for notification that the company has sent correspondence through SERFF. We await your prompt reply. In the meantime, the captioned filing is not approved in New York. A substantive reply must be provided by the company within 7 days of the date of this letter. If such response is not received, the file will be considered withdrawn and closed accordingly without further communication. Should the company wish this Department to again review the subject matter of this filing, a new submission, in accordance with the provisions of Department Circular Letter No. 5 (2009) and SERFF filing submission guidelines, addressing the issue(s) discussed above and/or included in any previous Objection Letter(s) and/or Note(s) To Filer, must be made. Very truly yours, Marielle Klempner Senior Insurance Examiner Property Bureau",2025-02-10
NY_TRVD-134134854,NY,3548,27998,"[27998, 36137]",10/30/2024,Objection_letter2,objection212,480-5511 marielle.klempner@dfs.ny.gov,2025-02-10
NY_TRVD-134134854,NY,3548,27998,"[27998, 36137]",10/15/2024,Objection_letter3,objection1,"Please explain, in detail, if the allocation methodology for reinsurance has changed since the last rate revision that has been acknowledged for the captioned coverage.",2025-02-10
NY_TRVD-134134854,NY,3548,27998,"[27998, 36137]",10/15/2024,Objection_letter3,objection2,Kindly provide the Department file number under which the methodology was originally acknowledged.,2025-02-10
NY_TRVD-134134854,NY,3548,27998,"[27998, 36137]",10/15/2024,Objection_letter3,objection3,Kindly provide the territory definitions.,2025-02-10
NY_TRVD-134134854,NY,3548,27998,"[27998, 36137]",10/15/2024,Objection_letter3,objection4,"Please provide the overall rate effect for the following territories, if applicable: (a)Albany (b)Bronx (c)Buffalo (d)Kings (e)Nassau (f)New York (g)Queens (h)Richmond (i)Suffolk (j)Syracuse.",2025-02-10
NY_TRVD-134134854,NY,3548,27998,"[27998, 36137]",10/15/2024,Objection_letter3,objection5,"Please inform us if the company writes in the coastal market. If so, please specify the distance to shore. What are your policy writing projections in these areas for at least the next two years?",2025-02-10
NY_TRVD-134134854,NY,3548,27998,"[27998, 36137]",10/15/2024,Objection_letter3,objection6,"In exhibit RT-1, please include the current rate in the side-by-side comparison.",2025-02-10
NY_TRVD-134134854,NY,3548,27998,"[27998, 36137]",10/15/2024,Objection_letter3,objection7,"It has been noted that you are now using seven years of Weather and two years of non-weather loss experience for Dwelling. Previously you used five years of Weather and Non-Weather combined. Kindly provide the Department File number in which the five years of Weather and Non-Weather combined was introduced. Kindly provide notification by e-mail at marielle.klempner@dfs.ny.gov when you have responded to an objection letter or sent a Note to Reviewer via SERFF. This will help expedite review of this filing. This e-mail address should not be used for any correspondence other than for notification that the company has sent correspondence through SERFF. We await your prompt reply. In the meantime, the captioned filing is not approved in New York. A substantive reply must be provided by the company within 15 days of the date of this letter. If such response is not received, the file will be considered withdrawn and closed accordingly without further communication. Should the company wish this Department to again review the subject matter of this filing, a new submission, in accordance with the provisions of Department Circular Letter No. 5 (2009) and SERFF filing submission guidelines, addressing the issue(s) discussed above and/or included in any previous Objection Letter(s) and/or Note(s) To Filer, must be made. SERFF Tracking #: TRVD-134134854 State Tracking #: R2024001756 Company Tracking #: 2024-05-0152 State: New York First Filing Company: The Travelers Home and Marine Insurance Company , ... TOI/Sub-TOI:",2025-02-10
NY_TRVD-134134854,NY,3548,27998,"[27998, 36137]",10/15/2024,Objection_letter3,objection04,"0 Homeowners/04.0000 Homeowners Sub-TOI Combinations Product Name: Enhanced Homeowners & High Value Homeowners Project Name/Number: 69875/2024-05-0152 PDF Pipeline for SERFF Tracking Number TRVD-134134854 Generated 02/06/2025 12:18 AM  Very truly yours, Marielle Klempner Senior Insurance Examiner Property Bureau",2025-02-10
NY_TRVD-134134854,NY,3548,27998,"[27998, 36137]",10/15/2024,Objection_letter3,objection212,480-5511 marielle.klempner@dfs.ny.gov,2025-02-10
NY_TRVD-G134200859,NY,3548,38130,[38130],11/01/2024,Objection_letter1,objection1,"We have the following comments:      Objection 1           Comments: (a) Exhibit RT-4: Notwithstanding the submission of information for the referenced exhibit, it does not appear that all information as required by the Rate Filing Sequence Checklist Detailed Instructions was provided.  Please refer to such instructions for guidance. (b) Please explain, in detail, if the allocation methodology for reinsurance has changed since the last rate revision that has been acknowledged for the captioned coverage. In addition, please provide the Department file number under which the methodology was originally acknowledged. (c) Please submit the overall rate change by territory for the following: NYC, Kings, Bronx, Queens, Richmond, Nassau, Suffolk, Albany, Buffalo, and Syracuse.",2025-02-10
NY_TRVD-G134285102,NY,3548,28188,"[28188, 19062, 25615, 41483, 19038, 25666, 36161, 19070]",01/22/2025,Objection_letter1,objection1,"We have the following comments:      Objection 1           - Rates and/or Rating Plans (Supporting Document)           Comments: (a) Notwithstanding the change made to the Rate Filing Sequence Checklist, please note it should be revised to reflect the CMP exhibits submitted in support of the proposed rating factor.",2025-02-10
NY_TRVD-G134285102,NY,3548,28188,"[28188, 19062, 25615, 41483, 19038, 25666, 36161, 19070]",12/10/2024,Objection_letter2,objection1,"We have the following comments:      Objection 1           - Rates and/or Rating Plans (Supporting Document)           Comments: (a) Regarding the proposed credit of 3%, detailed, comprehensive support must be submitted and reflected on the appropriate exhibits pursuant to the instructions for the Rate Filing Sequence Checklist. Nothing has been provided except the brief reference to it. Please be advised that in accordance with the requirements of Article 23 of the New York Insurance Law (NYIL), adequate statistical and/or judgmental support must be submitted for all rate filings. Kindly provide the supporting documents and/or applicable exhibits of Rate Filing Sequence Checklist (RFSC).Please refer to our website for complete filing information at http://www.ins.state.ny.us/ipchklst.htm. (b) Please amend the Rate Filing Sequence Checklist to reflect the exhibits provided in support of the proposed credit.",2025-02-10
SC_ALSE-134216247,SC,8,19240,[19240],11/27/2024,Objection_letter1,objection1,"The Company states that ""The purpose of the Claim Adjustment Fee is to cover Allstate’s loss adjustment expense associated with covered events."" Please explain how this does not overlap to the lae adjustment applied for modeled losses.",2025-02-10
SC_ALSE-134216247,SC,8,19240,[19240],11/27/2024,Objection_letter1,objection2,"Please provide 20-30 years of CAT losses for the Company. If the Company has not written for that length of time, please provide the group data instead.",2025-02-10
SC_ALSE-134216247,SC,8,19240,[19240],10/18/2024,Objection_letter2,objection1,"While the Department understands the increase in weather losses over the past ten yeah and that it is reasonable to historically trend weather losses, there is concerns over applying prospective weather trending, Additionally the Company applies a 7% non weather loss trend  historically and prospectively which the Department sees as excessive since the ten year loss ratio for non- weather in the TRD exhibit is 1.4%. Please provide the Department with an alternate indication exhibit that does not trend weather losses prospectively, and uses a 1.4% historical loss trend for non-weather so that the Department may see how sensitive the indication is to changes in these factors. Since this is merely another frame of reference from which to view the filing, the Company is free to comment on why it does not believe this would be appropriate to use or any other such caveats when providing the requested alternate indication,",2025-02-10
SC_ALSE-134216247,SC,8,19240,[19240],09/24/2024,Objection_letter3,objection1,"The Company's underwriting results have been consistently highly favorable in the state even net of reinsurance, which does not appear to support the the proposed rate increase. Please defend.",2025-02-10
SC_ALSE-134216247,SC,8,19240,[19240],08/29/2024,Objection_letter4,objection1,"While there is an indication for the overall change, the support needs to be as granular as the changes themselves. Thus the Company must demonstrate the 13.4% increase in variable package is supported on its own.",2025-02-10
SC_ALSE-134216247,SC,8,19240,[19240],08/29/2024,Objection_letter4,objection2,Please provide an example calculation to demonstrate how an insured is receiving a 4.7% overall impact.,2025-02-10
SC_ALSE-134216877,SC,8,19240,[19240],11/27/2024,Objection_letter1,objection1,"The Company states that ""The purpose of the Claim Adjustment Fee is to cover Allstate’s loss adjustment expense associated with covered events."" Please explain how this does not overlap to the lae adjustment applied for modeled losses.",2025-02-10
SC_ALSE-134216877,SC,8,19240,[19240],11/27/2024,Objection_letter1,objection2,"Please provide 20-30 years of CAT losses for the Company. If the Company has not written for that length of time, please provide the group data instead.",2025-02-10
SC_ALSE-134216877,SC,8,19240,[19240],10/18/2024,Objection_letter2,objection1,"While the Department understands the increase in weather losses over the past ten yeah and that it is reasonable to historically trend weather losses, there is concerns over applying prospective weather trending, Additionally the Company applies a 11% non weather loss trend  historically and prospectively which the Department sees as excessive since the ten year loss ratio for non- weather in the TRD exhibit is 0.6 %. Please provide the Department with an alternate indication exhibit that does not trend weather losses prospectively, and uses a 0.6% historical loss trend for non-weather so that the Department may see how sensitive the indication is to changes in these factors. Since this is merely another frame of reference from which to view the filing, the Company is free to comment on why it does not believe this would be appropriate to use or any other such caveats when providing the requested alternate indication,",2025-02-10
SC_ALSE-134216877,SC,8,19240,[19240],09/24/2024,Objection_letter3,objection1,"The Company's underwriting results have been consistently highly favorable in the state even net of reinsurance, which does not appear to support the the proposed rate increase. Please defend.",2025-02-10
SC_ALSE-134216877,SC,8,19240,[19240],08/29/2024,Objection_letter4,objection1,"While there is an indication for the overall change, the support needs to be as granular as the changes themselves. Thus the Company must demonstrate the 21.3% increase in variable package and 19.6% increase in additional coverages are supported on their own.",2025-02-10
SC_ALSE-134216877,SC,8,19240,[19240],08/29/2024,Objection_letter4,objection2,Please provide an example calculation to demonstrate how an insured is receiving a 7.8% overall impact.,2025-02-10
SD_AMSI-134200073,SD,155,10872,[10872],No objections,No objections,No objections,No objections,2025-02-10
SD_SFMA-134399451,SD,176,25143,[25143],No objections,No objections,No objections,No objections,2025-02-10
TN_GMMX-134298146,TN,8,10358,[10358],01/23/2025,Objection_letter1,objection1,"The following issues must be addressed before we can proceed:      Objection 1           Comments: TCA §56-5-107(f) requires the reimbursement of the cost of actuarial review for applicable rate filings. Please remit the amount of $3,701.25 via SERFF or by check. If paying by check please include the attached invoice with the check, payment information is located on the invoice. An acknowledgement of the payment will be sufficient for us to close the filing if you wish to by check.",2025-02-10
TN_GMMX-134298146,TN,8,10358,[10358],01/09/2025,Objection_letter2,objection1,"The following issues must be addressed before we can proceed:      Objection 1           - Rate Pages, null (Rate)           Comments: Please provide the intent and basis of support for the Welcome Discount factors shown in the rate manual pages.",2025-02-10
TN_GMMX-134298146,TN,8,10358,[10358],12/05/2024,Objection_letter3,objection1,"The following issues must be addressed before we can proceed:      Objection 1           - Response to objection dated 11-13-2024 (Supporting Document)           Comments: Within the ""Implied Indication Analysis"" document step (6), a. Please clarify the reason for referencing the ALSE-133895699 filing for a net trend assumption instead of the otherwise referenced ALSE-134149814. b. Describe how net trends compare between filing ALSE-134149814 and filing ALSE-133895699.",2025-02-10
TN_GMMX-134298146,TN,8,10358,[10358],11/13/2024,Objection_letter4,objection1,"Objection 1           - Rate Pages, null (Rate)           - Filing Description and Cover Letter (Supporting Document)           - Third Party Authorization (Supporting Document)           - Rate Justification for Personal Lines (Supporting Document)           - Filing Fees For Property and Casualty (Supporting Document)           - Expedited Filing Method for Personal Lines (Supporting Document)           - Investment Income (Supporting Document)           - Rate Requests (Supporting Document)           - Rate/Rule Filing Checklist (Supporting Document)           Comments: Please identify what the components 1-12 represent in the manual.",2025-02-10
TN_GMMX-134298146,TN,8,10358,[10358],11/13/2024,Objection_letter4,objection2,Objection 2           Comments: Please provide the Companys own experience since the program has been rolled out. Discuss the reason for not using a credibility weighting type of procedure.,2025-02-10
TN_GMMX-134298146,TN,8,10358,[10358],11/13/2024,Objection_letter4,objection3,"Objection 3           - Filing Description and Cover Letter (Supporting Document)           Comments: Discuss the reason for considering Liberty Mutual, Auto-Owners Insurance, Progressive etc as appropriate competitors to Encompass. Our understanding is only Allstate was considered historically for this purpose.",2025-02-10
TN_GMMX-134298146,TN,8,10358,[10358],11/13/2024,Objection_letter4,objection4,"Objection 4           - Rate Pages, null (Rate)           - Filing Description and Cover Letter (Supporting Document)           Comments: Referring to Home Rate Pages, Page 19, please provide the calculations for fixed expense premium of $237, $182 and $78 for form HNP5, HO3 and HO6 respectively.",2025-02-10
UT_SFMA-134384912,UT,176,25143,[25143],No objections,No objections,No objections,No objections,2025-02-10
WI_LBPM-134395049,WI,111,39012,[39012],No objections,No objections,No objections,No objections,2025-02-10
WV_GMMX-134399061,WV,8,10358,[10358],No objections,No objections,No objections,No objections,2025-02-10
WV_LBPM-134392132,WV,111,24740,[24740],No objections,No objections,No objections,No objections,2025-02-10
WV_LBPM-134392135,WV,111,19690,[19690],No objections,No objections,No objections,No objections,2025-02-10
