SERFF#,Filing Type,Date Submitted,SERFF Status,State,Group_Code,Company_Code,Company_Code_all,Objection_letter_date,Objectionletter#,Objection#,Objection,download_week
CT_LBPM-134126235,Rate/Rule,06/07/2024,Closed-Recorded Effective as Amended,CT,111,23043,"[23043, 18333]",12/16/2024,Objection_letter4,objection1,Is the territory definition a new one based on census block group?,2025-02-17
CT_LBPM-134126235,Rate/Rule,06/07/2024,Closed-Recorded Effective as Amended,CT,111,23043,"[23043, 18333]",12/16/2024,Objection_letter4,objection2,"If the answer is positive, when was the territory last definition approved in the State of Connecticut?",2025-02-17
CT_LBPM-134126235,Rate/Rule,06/07/2024,Closed-Recorded Effective as Amended,CT,111,23043,"[23043, 18333]",11/07/2024,Objection_letter5,objection1,"Please review the following comments and respond accordingly.      Objection 1           - CT Homeowners Rule Manual, Complete (Rate)           Comments: Rule K.3. Thank you for confirming any claim filed on the covered property while such property was owned by anyone other than the current applicant or insured will not be impacted. The department does require (referenced in the Rules checklist - pg.6) that this exception (38a-316d (b) in the rules.  Please adjust accordingly.",2025-02-17
CT_LBPM-134126235,Rate/Rule,06/07/2024,Closed-Recorded Effective as Amended,CT,111,23043,"[23043, 18333]",10/21/2024,Objection_letter6,objection1,"Objection 1           - CT Homeowners Rule Manual, Complete (Rate)           Comments: G14 - Tiering Program: While comparing the Tier Variables to the HO Tiering manuals, it was noticed that ""Prior Carrier Status"" was not in the tiering manual.  Please advise.",2025-02-17
CT_LBPM-134126235,Rate/Rule,06/07/2024,Closed-Recorded Effective as Amended,CT,111,23043,"[23043, 18333]",10/21/2024,Objection_letter6,objection2,"Objection 2           - CT Homeowners Rule Manual, Complete (Rate)           Comments: Rule K.3. Count Customer Losses Factor: The proposed rule does not comply with CGS 38a-316d (b) as there needs to be an exception for any claim filed on the covered property while such property was owned by anyone other than the current applicant or insured unless the risk from which such claim originated has not been mitigated. Please adjust accordingly",2025-02-17
CT_LBPM-134126235,Rate/Rule,06/07/2024,Closed-Recorded Effective as Amended,CT,111,23043,"[23043, 18333]",10/21/2024,Objection_letter6,objection3,"Objection 3           - CT Homeowners Rule Manual, Complete (Rate)           Comments: While comparing the Rate Order of Calculation (ROC) to the rule manual, the Mold rating variable does not have a rule to support it. The Department requires all rating variables to include a supporting rule in the manual. Please adjust accordingly.",2025-02-17
CT_LBPM-134126235,Rate/Rule,06/07/2024,Closed-Recorded Effective as Amended,CT,111,23043,"[23043, 18333]",10/21/2024,Objection_letter6,objection4,"Objection 4           - CT Homeowners Rule Manual, Complete (Rate)           Comments: The following variables listed on the ROC do not have a supporting rule.  The Department requires all rating variables to include a supporting rule in the manual. Please adjust accordingly. Rule OC37 - Valuable Articles Coverage - Unscheduled: Rule OC38 - Water Back-up and Overflow Coverage:",2025-02-17
CT_LBPM-134126235,Rate/Rule,06/07/2024,Closed-Recorded Effective as Amended,CT,111,23043,"[23043, 18333]",10/01/2024,Objection_letter7,objection1,In reference to GLM Questionnaire 1c: Please justify why using data from 2011-2019 is appropriate for a new rating plan with an effective date in October 2024.,2025-02-17
CT_LBPM-134126235,Rate/Rule,06/07/2024,Closed-Recorded Effective as Amended,CT,111,23043,"[23043, 18333]",10/01/2024,Objection_letter7,objection2,"Given that data was used through 2019, has any consideration been given to how the model generalizes to the post-pandemic world?",2025-02-17
CT_LBPM-134126235,Rate/Rule,06/07/2024,Closed-Recorded Effective as Amended,CT,111,23043,"[23043, 18333]",10/01/2024,Objection_letter7,objection3,"The GLM Questionnaire 1f response states that “Data was excluded from states with unique business considerations.” The included table lists CA, MA, ND, SD, and WY as excluded states. Please discuss in more detail the unique business considerations specific to each state that warrants exclusion from the analysis.",2025-02-17
CT_LBPM-134126235,Rate/Rule,06/07/2024,Closed-Recorded Effective as Amended,CT,111,23043,"[23043, 18333]",10/01/2024,Objection_letter7,objection4,The GLM Questionnaire 1f response states that data with unknown roof ages were excluded. Given that approximately 30% of the data is removed please discuss rationale for removing data versus using an “unknown roof age” categorical variable level.,2025-02-17
CT_LBPM-134126235,Rate/Rule,06/07/2024,Closed-Recorded Effective as Amended,CT,111,23043,"[23043, 18333]",10/01/2024,Objection_letter7,objection5,"In reference to GLM Questionnaire 1j, please clarify if this a new program or just brand-new models for an existing program?",2025-02-17
CT_LBPM-134126235,Rate/Rule,06/07/2024,Closed-Recorded Effective as Amended,CT,111,23043,"[23043, 18333]",10/01/2024,Objection_letter7,objection6,In reference to GLM Questionnaire 3g: Please provide a Predicted vs Actual graphic for CT only data. Please also provide a Predicted vs Actual graphic using 2021-2023 loss experience for both countrywide and CT only.,2025-02-17
CT_LBPM-134126235,Rate/Rule,06/07/2024,Closed-Recorded Effective as Amended,CT,111,23043,"[23043, 18333]",10/01/2024,Objection_letter7,objection7,"For the Freeze Frequency exhibit on page 150, please clarify the shown values for the variable “Age of Home (OPoly(1))”. This variable level is listed twice with differing values.",2025-02-17
CT_LBPM-134126235,Rate/Rule,06/07/2024,Closed-Recorded Effective as Amended,CT,111,23043,"[23043, 18333]",10/01/2024,Objection_letter7,objection8,"Please clarify the variable name “Interaction_State (ID/MT/WY/AK/UT/OR/ND/SD/WA/NV)_Accident Year (2011)” used in the Freeze Frequency model. Earlier it was stated that ND, SD, and WY were excluded from the analysis, please clarify why these states are included within this variable name.",2025-02-17
CT_LBPM-134126235,Rate/Rule,06/07/2024,Closed-Recorded Effective as Amended,CT,111,23043,"[23043, 18333]",10/01/2024,Objection_letter7,objection9,"Similarly, please clarify the variable name “Interaction_State (MA/VT/RI/NH/ME)_Accident Year (2017 (15))”. Earlier it was stated that MA was excluded from the analysis, please clarify why MA is included within this variable name.",2025-02-17
CT_LBPM-134126235,Rate/Rule,06/07/2024,Closed-Recorded Effective as Amended,CT,111,23043,"[23043, 18333]",10/01/2024,Objection_letter7,objection10,"For the Freeze Frequency exhibit shown on page 153, please clarify the “Interaction_State (1)_Age of Home (OPoly(1))” variable. SERFF Tracking #: LBPM-134126235 State Tracking #: 202403104 Company Tracking #: 24-CT-LM-HO-DF-RR-OAS2- INTRO State: Connecticut First Filing Company: Liberty Mutual Insurance Company, ... TOI/Sub-TOI:",2025-02-17
CT_LBPM-134126235,Rate/Rule,06/07/2024,Closed-Recorded Effective as Amended,CT,111,23043,"[23043, 18333]",10/01/2024,Objection_letter7,objection04,0 Homeowners/04.0000 Homeowners Sub-TOI Combinations Product Name: Homeowners Project Name/Number: 24-CT-LM-HO-DF-RR-OAS2-INTRO/24-CT-LM-HO-DF-RR-OAS2-INTRO PDF Pipeline for SERFF Tracking Number LBPM-134126235 Generated 02/14/2025 12:41 AM  Please describe what the Interaction State (1) would signify.,2025-02-17
CT_LBPM-134126235,Rate/Rule,06/07/2024,Closed-Recorded Effective as Amended,CT,111,23043,"[23043, 18333]",10/01/2024,Objection_letter7,objection11,Please clarify how the relativities were selected for all rating elements. Please include the following in your clarification: a.Predicted vs Selected graphics for each rating variable. b.How Selected relativities were set for variables not included in the GLMs. c.Rationale surrounding relativities that are consistent across perils.,2025-02-17
CT_LBPM-134126235,Rate/Rule,06/07/2024,Closed-Recorded Effective as Amended,CT,111,23043,"[23043, 18333]",10/01/2024,Objection_letter7,objection12,Based on values within page 151 of the Freeze Frequency exhibit there looks like there may be instances of near aliasing. Please discuss how near aliasing was investigated and/or addressed within the models.,2025-02-17
CT_LBPM-134126235,Rate/Rule,06/07/2024,Closed-Recorded Effective as Amended,CT,111,23043,"[23043, 18333]",10/01/2024,Objection_letter7,objection13,"Please provide supporting documentations for your Territory definitions and selected relativities, as the number of geo variables seems to vary across the different peril models. For example, it appears that only PopDensity is included in the Fire model, while Average Annual Snow, PopDensity and Straddle Days are all included in the Freeze model.",2025-02-17
CT_LBPM-134126235,Rate/Rule,06/07/2024,Closed-Recorded Effective as Amended,CT,111,23043,"[23043, 18333]",08/13/2024,Objection_letter8,objection1,Please review the following comments and respond accordingly. Please submit a copy of the Rate Order of Calculations.  The Department is unable to locate within the filing.,2025-02-17
CT_LBPM-134126235,Rate/Rule,06/07/2024,Closed-Recorded Effective as Amended,CT,111,23043,"[23043, 18333]",08/07/2024,Objection_letter9,objection202402635,Please remove.,2025-02-17
CT_LBPM-134126235,Rate/Rule,06/07/2024,Closed-Recorded Effective as Amended,CT,111,23043,"[23043, 18333]",08/01/2024,Objection_letter10,objection1,"Please review the following comments and respond accordingly. Please provide qualifications for the actuaries involved in developing the model, and the peer review and sign-off from your Chief Actuary and/or Chief Data Analytics Officer regarding the data governance and modeling per ASOP 23, ASOP 25, ASOP 38 and ASOP 56. Specifically, the rating variables in the models with potential unintentional bias and unfair discriminatory consequences. Please provide more detailed information on the GLM model in this filing regarding data utilized, model building methodology, and model testing and validation.",2025-02-17
CT_LBPM-134126235,Rate/Rule,06/07/2024,Closed-Recorded Effective as Amended,CT,111,23043,"[23043, 18333]",07/31/2024,Objection_letter11,objection202402635,,2025-02-17
CT_LBPM-134126235,Rate/Rule,06/07/2024,Closed-Recorded Effective as Amended,CT,111,23043,"[23043, 18333]",07/02/2024,Objection_letter12,objection04,0 Homeowners/04.0000 Homeowners Sub-TOI Combinations Product Name: Homeowners Project Name/Number: 24-CT-LM-HO-DF-RR-OAS2-INTRO/24-CT-LM-HO-DF-RR-OAS2-INTRO PDF Pipeline for SERFF Tracking Number LBPM-134126235 Generated 02/14/2025 12:41 AM,2025-02-17
CT_LBPM-134333325,Rate/Rule,12/02/2024,Pending State Action,CT,111,19690,[19690],01/22/2025,Objection_letter1,objection1,"Please review the following comments and respond accordingly. For question 1) j) and 2) g) in the GLM Questionnaire, please clarify the following: Please provide the SERFF reference for the approved the model filed that this filing’s model updated from. Please confirm if there are any changes in variable used and any model structure changes in this filing from the previous model.  Or, please clarify that this filing is only a run with different data set to update factors value from the previous filing. Please provide a red-line or side=by-side version of variable list and data dictionary from last filing to this filing to show all the changes, if any. For the 5 vendor data sources listed in 1) a), please confirm they are all the same as used in the previous filled model.  Please specify the time each data start to be used in the model.",2025-02-17
CT_LBPM-134333325,Rate/Rule,12/02/2024,Pending State Action,CT,111,19690,[19690],01/22/2025,Objection_letter2,objection1,Please review the following comments and respond accordingly.      Objection 1           Comments: Exhibit A - Property Modeling Data Fields: Please provide a side-by side showing the changes made to the Property Modeling Data Fields.  Any changes made to the GLM must be re-reviewed.,2025-02-17
CT_LBPM-134333325,Rate/Rule,12/02/2024,Pending State Action,CT,111,19690,[19690],01/14/2025,Objection_letter3,objection1,"Please review the following comments and respond accordingly.      Objection 1           - Connecticut Homeowners Product Guide, 1 - 34 (Rate)           - CT Homeowner Rate Order Calculation, ROC - 1 - ROC - 4 (Rate)           Comments:  Thank you for explanation and how the Rate Stabilization Factor applies either to the Book Transfer Rate Stabilization & Renewal Rate Stabilization variables. For audit purposes, the Department requests a note (similar explanation) in the rule manual that ties the Rate Stabilization Factor to both Book Transfer & Renewal Rate Stabilization variables.  Policy Origination Factor: Thank you for the explanation in the objection response. Similar to the follow-up objection aforementioned above, the Department does require a rule in the manual supporting the Policy Origination Factor in the ROC.",2025-02-17
CT_LBPM-134333325,Rate/Rule,12/02/2024,Pending State Action,CT,111,19690,[19690],01/02/2025,Objection_letter4,objection1,"Please review the following comments and respond accordingly.      Objection 1           - CT Homeowner Rate Order Calculation, ROC - 1 - ROC - 4 (Rate)           Comments:  Rate Stabilization Factor:  The proposed naming convention ""Rate Stabilization Factor"" in the Rate Order of Calculation (ROC) is not supported in the rule manual, but there are two rules in the manual: Book Transfer Rate Stabilization and Renewal Rate Stabilization.  Do either one of these rules apply to ""Rate Stabilization Factor""?  Book Transfer Rate Stabilization: The Department needs clarification on this rule. Does the policy ever move to the actual premium after the transition? if so, how many years does it take? The Department expects that the policy will reach the full transition to the actual premium within 5 years of the transition.  Renewal Rate Stabilization: What is the maximum number of renewals that this rule will apply to? The Department will allow rate stabilization for up to 5 years.   Fixed Expense: Please explain the basis for a fixed expense. Why isn't this included in the company's expenses when the rates are being determined? Does it apply to renewals? There is no rule in the manual to support this variable.  Policy Origination Factor: Please include a rule in the manual to support this variable.   There are multiple new variables in the ROC with an asterisk (*).  There is reference to those variables on the bottom of the ROC, but the Department requests documentation in the rule manual explaining the purpose for these additional variables.",2025-02-17
CT_LBPM-134333325,Rate/Rule,12/02/2024,Pending State Action,CT,111,19690,[19690],12/17/2024,Objection_letter5,objection04,0 Homeowners/04.0000 Homeowners Sub-TOI Combinations Product Name: Homeowners Project Name/Number: 24-CT-S-HO-RR-HMR 2.5-RFSH/24-CT-S-HO-RR-HMR 2.5-RFSH PDF Pipeline for SERFF Tracking Number LBPM-134333325 Generated 02/13/2025 01:27 AM  CT Insurance Department,2025-02-17
CT_LBPM-134347841,Rate,12/12/2024,Closed-Recorded Effective as Amended,CT,111,42404,"[42404, 33600]",01/23/2025,Objection_letter1,objection1,From the previous filing (LBPM-133922380) the Selected Projected Loss Trend Factor increased from 10% to 15%. Based on the provided exhibits that level of increase feels aggressive. Please reduce the selection closer to its previous level and adjust the indication and rate action accordingly.,2025-02-17
CT_LBPM-134349046,Rate,12/12/2024,Closed-Recorded Effective as Amended,CT,111,23035,[23035],02/04/2025,Objection_letter1,objection1,Please review the following comments and respond accordingly. In your prior response you did not include the updated indication exhibits. Please provide them to the department so we can continue our review.,2025-02-17
CT_LBPM-134349046,Rate,12/12/2024,Closed-Recorded Effective as Amended,CT,111,23035,[23035],01/23/2025,Objection_letter2,objection1,From the previous filing (LBPM-133922380) the Selected Projected Loss Trend Factor increased from 10% to 15%. Based on the provided exhibits that level of increase feels aggressive. Please reduce the selection closer to its previous level and adjust the indication and rate action accordingly.,2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],11/21/2024,Objection_letter1,objection1,"Please review the following comments and respond accordingly.      Objection 1           - 11-14-2024 Objection Response (Supporting Document)           Comments: Thank you for the objection response submitted 11/20.  In response to Objection item 1.  Wind Mitigation Discount Plan - wind / hail exclusion.  The company confirmed wind / hail exclusion is not offered and no polices having the endorsement in Conn. The rate/rule manual must be tailored to the program in Conn. and not a countrywide version. Having the statement ""The adjustments do not apply if Windstorm or Hail exclusion applies."" in the rule implies the endorsement is available.  The Department recommends removing the exclusion reference.",2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],11/14/2024,Objection_letter2,objection1,"Please review the following comments and respond accordingly.      Objection 1           - Manual Pages, See Attached (Rate)           - Side-by-Side Comparison (Supporting Document)           Comments:   Wind Mitigation Discount Plan: - The Department does not permit wind/hail exclusions. Please remove from all aspects of the rating structure / models. - How is the wind / hail exclusion applied onto policies? - How many policies currently have this exclusion?   Fixed Expense Constant: - The rule supporting this new variable is too generic. Please explain the basis for a separate fixed expense. - Why was it removed from the Base Rate variable? - Does it apply to renewals?  Rate Order of Calculation: Please include a copy of the Rate Order of Calculation.  Actuary had asked for the ROC in the 6/10 objection and State Farm responded The Rate Order of Calculation is available in the attached Rate Manual under Rating  Homeowners"".  The Department cannot locate the ROC within the filing.  Please advise or provide a separate ROC document.",2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],10/28/2024,Objection_letter3,objection1,Q8 (first question in list) - it does not appear you have provided information on how you have developed your WoE encoding. Please provide sufficient detail of the process and ensure to include a discussion of both numeric/continuous variables and categorical variables.,2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],10/28/2024,Objection_letter3,objection2,"Q11 – Based on your answer, it sounds like you have calculated correlations between the indicator variables corresponding to the variable levels rather than directly “between levels of the same rating variables.”  Please provide an example with one variable whose levels were analyzed using the correlations between the respective indicator variables and demonstrate how you have grouped the levels based on “high correlation.”  Also, please add detail to the comment “However, model performance could have been valued more than correlation of levels.”",2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],10/28/2024,Objection_letter3,objection3,"Q14 - Please provide a double lift chart for the model results aggregated over all perils.  You can exclude the fixed expense constant from the proposed policy premium as well as adjust the current premiums by removing the effect of any fixed expenses from the current base rates in developing the double lift chart.  At a minimum, we would like to see a double lift chart without making adjustments for the fixed expenses, to illustrate how proposed and current premiums compare with the loss experience.",2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],08/15/2024,Objection_letter4,objection1,Regarding the response to Objection 8: Please provide additional documentation on how you did your WoE coding and the actuarial judgment that went into it. The response indicates that WoE can help with improving the interpretability of the model though in this case it seems harder to interpret. Please clarify the difference of usage for State in the fire model compared to the crime model with discussion on how the usage in the Crime model aids in interpretability.,2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],08/15/2024,Objection_letter4,objection2,"Q11 – What is meant by “Some correlation also exists between levels of the same rating variables.”? Given that correlations are usually calculated between variables rather than the levels of the same variable, please clarify the meaning of correlated levels within the same variable. Include a discussion of what the consequences of this are for any of the decisions made during model building.",2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],08/15/2024,Objection_letter4,objection3,"Q14 – Please provide a double lift chart comparing the new model results to the current rating plan. Given this is the first time building by-peril models, please combine all perils into one aggregate model and compare the results of the aggregate model to the current model.",2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],08/15/2024,Objection_letter4,objection4,"The x-axis labels of some of the lift charts indicate missing bins. Please clarify. Also, as discussed, perhaps we can ask that they redo the charts by using lines for the values and bars for the exposure. Finally, given that some charts are quite volatile (e.g., Exhibit 2H), perhaps we can ask how they have determined the number of bins to be used – did they consider the volume of the data or some other criteria?",2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],08/15/2024,Objection_letter4,objection5,"The Connecticut lift charts do not perform well. Please provide additional lift charts using data from the Northeastern states combined (Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, Delaware, Maryland, New Jersey, New York, Pennsylvania, and the District of Columbia).",2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],07/19/2024,Objection_letter5,objection04,0 Homeowners/04.0000 Homeowners Sub-TOI Combinations Product Name: HO-46763 Project Name/Number: HO-46763/HO-46763 PDF Pipeline for SERFF Tracking Number SFMA-134057170 Generated 02/11/2025 12:28 AM  Andrew.Kolodziejczyk@ct.gov CT Insurance Department,2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],06/21/2024,Objection_letter6,objection1,"In reference to Exhibit 2, Non-Tenant Homeowners By-Peril Allocations found on page 212 of the filing, please describe the methodology used for selecting the allocation percentage when the selection differs from the indicated allocation percentage.",2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],06/21/2024,Objection_letter6,objection2,"Please discuss your considerations in implementing by-peril rating. Within your discussion, please include your methodology for factor selections regarding implementing the by-peril approach. Please also discuss any policyholder impact considerations made.",2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],06/21/2024,Objection_letter6,objection3,The table on Page 7 of the PDF summarizing changes to the Homeowners policy notes that the filing introduces by-peril rating for Homeowners but the addition of by-peril rating is not included in Section III of the Filing Memorandum on page 204 which discusses changes in the filing. Please clarify and or correct.,2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],06/21/2024,Objection_letter6,objection4,Within the by peril discussion on page 204 there is a Peril named Section II. Please clarify what is covered under the peril Sec&#1048991;on II.,2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],06/21/2024,Objection_letter6,objection5,"In regard to “Gross Underwriting Profit or Loss on a Statutory Basis”, Exhibit 1 found on page 211, there are negative catastrophe loss ratios calculated in 2022 and 2023.    a. Please explain these negative catastrophe loss ratios.    b. Additionally, please explain the decrease in expense ratio found in in 2023. Within this explanation, please include commentary regarding whether this change is believed to be anomalous or is anticipated it to continue.",2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],06/21/2024,Objection_letter6,objection6,"In reference to question 1) part h) of the GLM checklist; Description of any adjustments made to the raw data (trend, development, exclusion of cats, etc.), please provide the rationale behind the selected loss caps.",2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],06/21/2024,Objection_letter6,objection7,"In reference to question 1) part i) of the GLM checklist; What percent of the data was used for training versus testing:    a. Please clarify the methodology for determining the training and validation set. The response states that all perils relied on a 70%/30% split however, the methodology also discusses out of time testing.    b. Please clarify the years included in the analysis to confirm consistency with the data outlined in question 1) part b) discussing the scope.",2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],06/21/2024,Objection_letter6,objection8,"In reference to question 2) of the GLM checklist; Variables used and adjustments made: please provide additional information about your use of weight of evidence (WoE) in binning variables for the models. Please discuss why the methodology is applied for some perils/variables but not for others. For example, state was implemented as a categorical variable in the Fire model but is binned using WoE in the Crime model.    a. How was the decision made to use it for some perils/variables but not others?    b. What impact does this decision have on the model results?",2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],06/21/2024,Objection_letter6,objection9,"In reference to question 2) part e) of the GLM checklist; Variables used and adjustments made: please discuss the use of weight in the GLM models. In this discussion, please include commentary on why earned house years is not used as the weight in the pure premium model. SERFF Tracking #: SFMA-134057170 State Tracking #: 202401863 Company Tracking #: HO-46763 State: Connecticut Filing Company: State Farm Fire and Casualty Company TOI/Sub-TOI:",2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],06/21/2024,Objection_letter6,objection04,0 Homeowners/04.0000 Homeowners Sub-TOI Combinations Product Name: HO-46763 Project Name/Number: HO-46763/HO-46763 PDF Pipeline for SERFF Tracking Number SFMA-134057170 Generated 02/11/2025 12:28 AM,2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],06/21/2024,Objection_letter6,objection10,"In reference to the Model Variable Summary exhibit found on page 419, please discuss the methodology/reasoning for some variables like Customer Rating Index, Insurance to Value, Location Rating Factor, and Prior Claim Indicator being fixed in some perils while not being fixed in other perils.",2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],06/21/2024,Objection_letter6,objection11,"In reference to question 3) part b) of the GLM checklist; Describe tests for and adjustments made for correlation, multicollinearity, or aliasing: the response indicates that special attention was paid to variables with a correlation greater than 0.40. There were variables that exceeded the 0.40 threshold, but no adjustments were made. Please discuss what considerations were given to instances of high correlation.",2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],06/21/2024,Objection_letter6,objection12,"In reference to question 3) part e) of the GLM checklist on page 288; The Gini index is traditionally used as a measure of lift, please discuss its application of a measure of goodness of fit: please discuss any other goodness of fit metrics considered.",2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],06/21/2024,Objection_letter6,objection13,In reference to question 3) part g) of the GLM checklist; Regarding lift charts and statistics:    a. Please provide exhibits and statistics showing lift charts and statistics selected values on Connecticut data as well as overall.    b. Please provide a comparison between predicted and actual losses as an indicator of model goodness of fit for Connecticut as well as overall.,2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],06/21/2024,Objection_letter6,objection14,"In reference to ques&#1048991;on 3) part g) of the GLM checklist; Regarding lift charts and statistics: since there is existing rating plan on file and the new by-peril model is an update to previous models, please provide a double lift chart comparing the new model results to the current rating plan.",2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],06/21/2024,Objection_letter6,objection15,"Please discuss how the Guidelines tables were promulgated in Exhibits 4 – 9, 11, 13, 14, starting on page 215? The filing memo suggests that they were based upon the results of the GLM, please discuss any judgmental selections and the general methodology moving from the model results and the guidelines.    a. Please include in your discussion how Guidelines were developed when differing from GLM results. For example, in Exhibit 6B, page 223, the guidelines for the number of qualified paid claims do not match the GLM results.    b. Please also include in the discussion the rational for having the same guideline for the fire, water non-weather, crime, other non- weather, and Section II perils.",2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],06/21/2024,Objection_letter6,objection16,"In Exhibit 7, page 229 the descriptions for each level changed from current.    a. Please provide the rationale for the change.    b. Please include in the discussion why the selected discount has a greater magnitude than the current discounts given that the definitions have tended to be broader.",2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],06/21/2024,Objection_letter6,objection17,"In regard to Exhibit 11, page 244, please clarify whether the guidelines in Exhibit 11B are directly from the loss elimination ratio study or if there was additional consideration applied to the guideline.",2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],06/21/2024,Objection_letter6,objection18,"Please discuss how credibility thresholds were determined in Section IV.C of the Actuarial Memorandum, page 206.",2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],06/21/2024,Objection_letter6,objection19,"Please discuss reasoning for the new fixed expense and include discussion on how the fixed expense was derived, referenced on pages 208 and 250. Please discuss what the forecasted policyholder impact is for this new fixed expense. Please include in this discussion how the expense constant will be applied in the rating algorithm and rate order calculation.",2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],06/21/2024,Objection_letter6,objection20,"Please discuss the data and process used to reach the statewide average 0% change, page 204. Please include in this discussion if the calculation contemplated the new fixed expense.",2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],06/21/2024,Objection_letter6,objection21,"In reference to Zone definitions found on page 79, please detail how the zone/subzone were determined.",2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],06/21/2024,Objection_letter6,objection22,"In reference to Exhibit 3 on page 213, Location Rating Stabilization, please discuss how the 40% towards indicated was derived. SERFF Tracking #: SFMA-134057170 State Tracking #: 202401863 Company Tracking #: HO-46763 State: Connecticut Filing Company: State Farm Fire and Casualty Company TOI/Sub-TOI:",2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],06/21/2024,Objection_letter6,objection23,"In reference to Exhibit 8D on page 232, Loyal Customer Discount, please discuss how the Loyal Customer Discount was developed by peril.",2025-02-17
CT_SFMA-134057170,Rate/Rule,04/10/2024,Closed-Recorded Effective as Amended,CT,176,25143,[25143],06/21/2024,Objection_letter6,objection24,"For the Basic Premium Adjustments found on page 29, please provide support the changes in premium adjustments and the methodology of applying separate adjustments to separate perils.",2025-02-17
