SERFF#,State,Group_Code,Company_Code,Company_Code_all,Objection_letter_date,Objectionletter#,Objection#,Objection,download_week
GA_FORE-134361553,GA,69,11185,[11185],No objections,No objections,No objections,No objections,2025-02-24
GA_HART-134406305,GA,91,39608,[39608],No objections,No objections,No objections,No objections,2025-02-24
GA_HART-134406348,GA,91,39608,[39608],No objections,No objections,No objections,No objections,2025-02-24
GA_HART-134414600,GA,91,29424,"[29424, 37478, 38261, 34690, 27120, 39608]",No objections,No objections,No objections,No objections,2025-02-24
GA_LBPM-134383820,GA,111,23035,"[23035, 23043, 36447, 33600, 33588, 18333]",No objections,No objections,No objections,No objections,2025-02-24
GA_LBPM-134414714,GA,111,23035,"[23035, 36447, 33600, 33588]",No objections,No objections,No objections,No objections,2025-02-24
GA_LEMO-134183570,GA,5032,16187,[16187],No objections,No objections,No objections,No objections,2025-02-24
GA_LEMO-134374428,GA,5032,16023,[16023],No objections,No objections,No objections,No objections,2025-02-24
GA_LEMO-134376013,GA,5032,16023,[16023],No objections,No objections,No objections,No objections,2025-02-24
GA_LEMO-134376046,GA,5032,16187,[16187],02/19/2025,Objection_letter1,objection1,Please respond to the following: Was there a corresponding form filing?,2025-02-24
GA_LEMO-134384633,GA,5032,16187,[16187],02/06/2025,Objection_letter1,objection1,Please respond to the following: Please amend the roof storm mitigation discount to at least 5%.,2025-02-24
GA_LEMO-134384633,GA,5032,16187,[16187],02/06/2025,Objection_letter2,objection1,"Please respond to the following: Please amend the effective date to 03/01/2025 per OCGA (33-32-11) (a) Not later than March 1, 2025, insurers shall provide a premium discount or insurance rate reduction for new or retrofitted residential insurable property in an amount and manner as established in subsection (e) of this Code section and in accordance with Code Section 33-32-10. In addition, insurers may offer additional adjustments in deductible or other credit rate differentials or a combination thereof. Such adjustments shall be available under the terms specified in this Code section to any owner who builds or locates a new residential insurable property or who retrofits an existing residential insurable property to resist loss due to tornado, hurricane, or other catastrophic windstorm events.",2025-02-24
GA_SFMA-134413084,GA,176,25143,[25143],No objections,No objections,No objections,No objections,2025-02-24
GA_TRVD-G134400682,GA,3548,19062,"[19062, 25623, 25666]",02/10/2025,Objection_letter1,objection1,Please respond to the following: Please amend the discount to 5% for Bronze 10% for Gold,2025-02-24
HI_ALSE-134338646,HI,8,19232,[19232],02/13/2025,Objection_letter1,objection8,"71%.  We are unable to locate this exhibit, please provide this exhibit.  Ensure that it includes the same points fit and time periods as Exhibit 7.  If the company believes it has already provided this information, please identity where it is attached in the file, the document name, and exhibit number/title.",2025-02-24
HI_ALSE-134338646,HI,8,19232,[19232],01/10/2025,Objection_letter2,objection1,"Objection 1           Comments: Regarding Attachment III, Exhibit 1, what is the rationale for capping the state-specific credibility at 50.0%? Is it capped from above at 50% or from below? Please provide the number of claim counts and standard of full credibility.",2025-02-24
HI_ALSE-134338646,HI,8,19232,[19232],01/10/2025,Objection_letter2,objection2,"Objection 2           Comments: Regarding Attachment IV, please provide support and calculation for: a. The selected change of 8.1% determined for Variable Package Premium in Exhibit 1.0. b. The Current Fixed Expense Ratio of 8.9% in Exhibit 1.1 c. The three-year average earned premium in row (3) of Exhibit 1.1. d. The state non-weather credibility of 50% in Exhibit 2 e. The Indicated Provision for Frequency of 2.36% in Exhibit 3. f. The State Weather Credibility of 100% in Exhibit 3. g. Development applied to paid frequency in Column (5) of Exhibit 8.1 and Exhibit 8.2. h. How the wind frequency provision was selected in Exhibit 8.2. i. The Provision for Loss and LAE shown in Row (4) of Exhibit 12. j. The Selected Annual Impact of 4.20% in Exhibit 16. k. The Factor to Adjust to Projected Premium Level of 1.161 in Exhibit 18.",2025-02-24
HI_ALSE-134338646,HI,8,19232,[19232],01/10/2025,Objection_letter2,objection3,"Objection 3           Comments: Attachment IV, Exhibit 4.1, why is the first LDF evaluated at 15 months not 12 months?",2025-02-24
HI_ALSE-134338646,HI,8,19232,[19232],01/10/2025,Objection_letter2,objection4,"Objection 4           Comments: In Attachment IV, Exhibit 6 and 7, what is the rationale for selecting historical and prospective trends of +8.0% when none of the exponential best fit trends are as high as 8% and there have been large magnitude decreases in recent quarters? SERFF Tracking #: ALSE-134338646 State Tracking #: 283160 Company Tracking #: R57616: RATE CHANGE (16.9%) State: Hawaii Filing Company: Allstate Insurance Company TOI/Sub-TOI: 04.0 Homeowners/04.0001 Condominium Homeowners Product Name: AIC CON Project Name/Number: Rate Change (16.9%)/RITM06303417 PDF Pipeline for SERFF Tracking Number ALSE-134338646 Generated 02/20/2025 03:24 AM",2025-02-24
HI_ALSE-134338646,HI,8,19232,[19232],01/10/2025,Objection_letter2,objection5,"Objection 5           Comments: Please provide 3 years of historical data up to 2023 for Commissions, Taxes, Licenses and Fees in Exbibit 13.",2025-02-24
HI_ALSE-134338646,HI,8,19232,[19232],01/10/2025,Objection_letter2,objection6,"Objection 6           Comments: In Attachment VIII, Exhibit 1, what is the loss elimination ratio for the individual accident years of 2018, 2019, 2020, 2021, and the first half of 2022 (before implementation of the cap)?",2025-02-24
HI_ALSE-134338646,HI,8,19232,[19232],12/11/2024,Objection_letter3,objection1,Objection 1           - Filing Memo (Supporting Document)           Comments: Please revise all of your expense development exhibits to use 5 years of empirical data. An example of the exhibits is Attachment IV Exhibit 14.,2025-02-24
HI_ALSE-134338646,HI,8,19232,[19232],12/11/2024,Objection_letter3,objection2,Objection 2           Comments: 1) Please provide a histogram of the percent rate increase by policyholders counts. Please select bin sizes for the percentages that provide a clear picture of the rate increase distribution. 2) Please provide a histogram of the premium (in dollars) increase by policyholders counts. Please select bin sizes for the premium that provide a clear picture of the premium increase distribution.,2025-02-24
HI_HART-134349469,HI,91,30104,[30104],02/12/2025,Objection_letter1,objection1,"Objection 1           Comments: Regarding Response 1.1, (dated 2.3.25): a. Please explain how the all-peril indication of 8.9% in the Explanatory Memorandum is higher than both the all peril excluding hurricane indication of 8.0% and the hurricane-only indication of 8.5%. We would expect the all-peril indication to be somewhere between the two. b. In RF-51, please confirm whether the direct premiums in 3.1.B represent the hurricane component of the overall premiums. How is this amount calculated?",2025-02-24
HI_HART-134349469,HI,91,30104,[30104],02/12/2025,Objection_letter1,objection2,"Objection 2           Comments: Regarding Response 1.3.b (dated 2.3.25) and Exhibit 11, please explain how the credibility of 0.546 is calculated.",2025-02-24
HI_HART-134349469,HI,91,30104,[30104],02/12/2025,Objection_letter1,objection3,"Objection 3           Comments: Regarding Response 1.5.a (dated 2.3.25) and Exhibit 6: a. Please explain how the Adjusted Trended Smoothed Ultimate Losses (x-Cat/Hail) column was adjusted for differences in AOI. b. Despite Washington and Oregon being geographically closer to Hawaii than most other states, they are still over 2,500 miles apart. Such a distance is nearly sufficient to span the continental United States. Furthermore, the state of California would be geographically closer than both Washington and Oregon. Why is California not included as a complement? Also, why not simply use the adjusted countrywide loss cost as the complement?",2025-02-24
HI_HART-134349469,HI,91,30104,[30104],02/12/2025,Objection_letter1,objection4,"Objection 4           Comments: Regarding Response 1.7 (dated 2.3.25), please justify the Taxes, Licenses, and Fees selection of 4.3% when the states experience has been much lower over the historical period provided in Exhibit 13.",2025-02-24
HI_HART-134349469,HI,91,30104,[30104],01/16/2025,Objection_letter2,objection1,"Objection 1           Comments: The Explanatory Memorandum shows an indicated rate level change for Building 2, 3, 5 of 9.3% and 8.9% overall (including Tenant/Condo 4, 6) whereas the Exhibit  Filing Summary in the Actuarial Memorandum shows an indicated rate level change of 8.7% for Building and 8.0% overall, and the RF-51 form shows an indication of 8.5%. Please explain.",2025-02-24
HI_HART-134349469,HI,91,30104,[30104],01/16/2025,Objection_letter2,objection2,Objection 2           Comments: In Exhibit 1 of the actuarial memorandum: a. Please provide the calculations underlying the credibility of 45% in Row (2). b. Please provide support and calculations for the Non-CAT Hail Loss Ratio of 5.7% in Row (5). c. Please provide support for the projected loss adjustment expense of 22.5% in Row (7). d. Please explain why the Commissions provision is 0.0% in Row (12).,2025-02-24
HI_HART-134349469,HI,91,30104,[30104],01/16/2025,Objection_letter2,objection3,"Objection 3           Comments: In Exhibit 2 of the actuarial memorandum: a. Please provide support and calculations for the on-leveled earned premiums in Column (3), including any rate change history. b. Please provide numerical support for the excess ratio in Column (10).",2025-02-24
HI_HART-134349469,HI,91,30104,[30104],01/16/2025,Objection_letter2,objection4,"Objection 4           Comments: In Exhibit 3 of the actuarial memorandum, what is the rationale for selecting historical and prospective pure premium trends of +9.0% and +13.0% respectively given that (a) state data shows considerably smaller (and in many cases negative) trends at all trend lengths, and (b) no indicated trend in state or countrywide is higher than 10.8%.",2025-02-24
HI_HART-134349469,HI,91,30104,[30104],01/16/2025,Objection_letter2,objection5,"Objection 5           Comments: In Exhibit 6 of the actuarial memorandum: a. What is the rationale for using the Washington & Oregon loss costs as a complement of credibility rather than net trend ? Please provide evidence that Washington & Oregon are reasonable, unbiased complements of credibility for Hawaii experience. b. Please provide the calculations for the AOI Adjusted CW Loss Cost. c. How is the Credibility-Weighted Complementary Loss Cost adjusted to a loss ratio for use in Exhibit 1?",2025-02-24
HI_HART-134349469,HI,91,30104,[30104],01/16/2025,Objection_letter2,objection6,"Objection 6 SERFF Tracking #: HART-134349469 State Tracking #: 283505 Company Tracking #: FN.14.799/RWG.2024.01 State: Hawaii Filing Company: Hartford Underwriters Insurance Company TOI/Sub-TOI: 04.0 Homeowners/04.0000 Homeowners Sub-TOI Combinations Product Name: HI Home PLIC 84 - HUIC Project Name/Number: HI Home PLIC 84 - HUIC/FN.14.799/RWG.2024.01 PDF Pipeline for SERFF Tracking Number HART-134349469 Generated 02/21/2025 04:06 AM            Comments: In Exhibit 7 of the actuarial memorandum, please provide the statewide OUE ratio for the preceding three years.",2025-02-24
HI_HART-134349469,HI,91,30104,[30104],01/16/2025,Objection_letter2,objection7,"Objection 7           Comments: Please provide support for the selected provision for taxes, licenses, and fees in the form of an exhibit including the preceding three years of expenses and the expense ratio for those years.",2025-02-24
IA_SFMA-134377596,IA,176,25143,[25143],No objections,No objections,No objections,No objections,2025-02-24
IA_TRVD-G134419374,IA,3548,19062,"[19062, 19070, 27998, 25666, 36137, 38130]",No objections,No objections,No objections,No objections,2025-02-24
ID_AMSI-134173339,ID,155,10872,[10872],No objections,No objections,No objections,No objections,2025-02-24
ID_HART-134424457,ID,91,39608,[39608],No objections,No objections,No objections,No objections,2025-02-24
ID_SFMA-134424081,ID,176,25143,[25143],No objections,No objections,No objections,No objections,2025-02-24
IN_FARM-134411373,IN,69,21652,"[21652, 21709, 21679]",No objections,No objections,No objections,No objections,2025-02-24
IN_HART-134419899,IN,91,38261,[38261],No objections,No objections,No objections,No objections,2025-02-24
KS_ALSE-134335664,KS,8,19240,[19240],01/15/2025,Objection_letter1,objection1,"This will acknowledge your letter whereby you submitted the captioned filing.      Objection 1           - Actuarial Justification (Supporting Document)           Comments: As previously stated, our consulting actuary recommends an industry standard for profit and contingencies margin at or under 9%.  Pursuant to KSA 40-955(e), please further clarify and justify the proposed profit and contingencies provision or amend the filing to comply. While we do allow for contingencies in ratemaking, the combined contingencies plus profit must either be at or less than 9%, or provide justification for why it needs to be more than 9%.",2025-02-24
KS_ALSE-134335664,KS,8,19240,[19240],12/02/2024,Objection_letter2,objection1,"Objection 1           - Actuarial Justification (Supporting Document)           Comments: Please discuss reliances on external data providers, data quality, and reliances on external data analysis (e.g., data vendor analysis, insurance company filings). This is noted in the Filing Memo but I am unable to locate it.",2025-02-24
KS_ALSE-134335664,KS,8,19240,[19240],12/02/2024,Objection_letter2,objection2,Objection 2           - Actuarial Justification (Supporting Document)           Comments: Please include an explanation of how the investment earnings or losses are considered in the rate indications. This is noted in the Filing Memo but I'm unable to locate it.,2025-02-24
KS_ALSE-134335664,KS,8,19240,[19240],12/02/2024,Objection_letter2,objection3,"Objection 3           - Actuarial Justification (Supporting Document)           Comments: Our consulting actuary recommends an industry standard for profit and contingencies margin at or under 9%. Pursuant to KSA 40-955(e), please further clarify and justify the proposed profit and contingencies provision or amend the filing to comply.  This includes contingencies.",2025-02-24
KS_ALSE-134335664,KS,8,19240,[19240],12/02/2024,Objection_letter2,objection4,Objection 4           - Actuarial Justification (Supporting Document)           Comments: Please provide the method for on leveling historical premiums. This is noted in the Filing Memo but I am unable to locate it.,2025-02-24
KS_ALSE-134335664,KS,8,19240,[19240],12/02/2024,Objection_letter2,objection5,"Objection 5           - Actuarial Justification (Supporting Document)           Comments: Please discuss and provide support for any provisions for Catastrophe losses in rates and to the identification of catastrophic perils or events and the identification of catastrophe losses, the use of data in determining a provision for catastrophe losses, and the use of non-insurance data and models. This is noted in the Filing Memo but I am unable to locate it.",2025-02-24
KS_ALSE-134335664,KS,8,19240,[19240],12/02/2024,Objection_letter2,objection6,Objection 6           - Actuarial Justification (Supporting Document)           Comments: Please include an explanation of how  earnings or losses resulting from the investment of assets equal to the unearned premiums and loss reserves of the company or companies making the filing. This is noted in the Filing Memo but I am unable to locate it.,2025-02-24
KS_HART-134403020,KS,91,38261,"[38261, 34690, 27120, 29459, 22357, 19682]",02/17/2025,Objection_letter1,objection1,"Objection 1 Response (Supporting Document)           Comments: The surcharge was likely in effect by the third-party vendor before the proposed change, where customers will begin paying the surcharge. As these fees are considered premium pursuant to K.A.R. 40-1-9 and K.A.R. 40-1-10, please verify that such charges will be considered in loss ratio calculations, premium tax calculations, etc.",2025-02-24
KS_HART-134403020,KS,91,38261,"[38261, 34690, 27120, 29459, 22357, 19682]",02/11/2025,Objection_letter2,objection1,"This will acknowledge your letter whereby you submitted the captioned filing.      Objection 1           - Explanatory Memo - Rules (Supporting Document)           Comments: Service charges and fees are considered premium pursuant to K.A.R. 40-1-9 and K.A.R. 40-1-10.  Please verify that such charges will be considered in loss ratio calculations, premium tax calculations, etc.",2025-02-24
KS_LBPM-134379791,KS,111,24740,[24740],01/28/2025,Objection_letter1,objection1,"Objection 1           - Rate/Rule Filing Checklist (Supporting Document)           Comments: It appears the document ""Histogram and Max Rate Increase"" was not included. Please attach the document for review.",2025-02-24
KS_LBPM-134379791,KS,111,24740,[24740],01/28/2025,Objection_letter1,objection2,"Objection 2           - Actuarial Justification (Supporting Document)           Comments: ""Provide a signed attestation by responsible personnel that the filing is compliant with the  following from Kansas Statutes Chapter 40. Insurance : """"In determining whether rates are not excessive or inadequate or not unfairly discriminatory: (a) Due consideration shall be given to: (1) Past and prospective loss and expense experience within and outside the state; (2) catastrophe hazards and contingencies; (3) trends within and outside this state; (4) loadings for leveling premium rates over time; (5) dividends, savings or unabsorbed premium deposits allowed or returned by insurers to their policyholders, members, or subscribers and the investment income of the insurer; and (6) all other relevant factors within and outside the state, including the judgment of technical personnel. (b) The expense provisions included in the rates to be used by an insurer may reflect the operating methods of the insurer, or group of insurers, and, so far as it is credible, its own expense experience. (c) Risks may be classified in any reasonable way for the establishment of rates and minimum premiums, except that no classification may be based on race, color, creed or national origin and classifications in automobile insurance may not be based on physical disability of an insured. &#8194;Rates thus produced may be modified for individual risks in accordance with rating plans, schedules, individual risk premium modification plans and expense reduction plans that establish reasonable standards for measuring probable variations in experience, hazards, expenses or any combination of those factors. Such standards shall permit recognition of expected differences in loss or expense characteristics, and shall be designed so that such plans are reasonable and equitable in their application, and are not unfairly discriminatory, violative of public policy or otherwise contrary to the best interests of the people of this state. This section shall not prevent the development of new or innovative rating methods which otherwise comply with this act. (d) Rates may be modified for individual risks, upon written application of the insured, stating the insured's reasons therefore, filed with and not disapproved by the commissioner within 10 days after filings. (e) The rates may contain provisions for contingencies and an allowance permitting a reasonable profit. &#8194;In determining the reasonableness of the profit, consideration shall be given to the investment income attributable to the line of insurance.""",2025-02-24
KS_LBPM-134379791,KS,111,24740,[24740],01/28/2025,Objection_letter1,objection3,"Objection 3           - Actuarial Justification (Supporting Document)           Comments: The profit provision is stated as 9%, but in the actuarial memo, appendix A, exhibit D, which is referred to as the ""profit provision"", it's shown as 14.3%. Please clarify which is correct.",2025-02-24
KS_LBPM-134379791,KS,111,24740,[24740],01/28/2025,Objection_letter1,objection4,"Objection 4 SERFF Tracking #: LBPM-134379791 State Tracking #: Company Tracking #: 24-KS-S-HO-R-NHC-ASR State: Kansas Filing Company: Safeco Insurance Company of America TOI/Sub-TOI: 04.0 Homeowners/04.0000 Homeowners Sub-TOI Combinations Product Name: Homeowners Project Name/Number: 24-KS-S-HO-R-NHC-ASR/24-KS-S-HO-R-NHC-ASR PDF Pipeline for SERFF Tracking Number LBPM-134379791 Generated 02/04/2025 02:45 AM            - Actuarial Justification (Supporting Document)           Comments: Show developed prospective loss costs for all lines of business specified in K.S.A 40-1102 and K.S.A. § 40-901, and amendments, except rates, and rules, and forms filed by midwest rating and service bureau. In the checklist, the source reference shows ""1853"".",2025-02-24
KS_LBPM-134379791,KS,111,24740,[24740],01/21/2025,Objection_letter2,objection1,"This will acknowledge your letter whereby you submitted the captioned filing.      Objection 1           Comments: Kansas has developed a new rate filing checklist (file ""KS P&C Checklist Final"" attached in the KansasFC General Instructions page). The checklist includes tabs that apply to different types of filings. Not all tabs and cells will apply to every filing. Each tab includes a column that requires the carrier to include source reference in the filing for each requirement. It is expected that the carrier will indicate the exhibit and page number where that requirement is in the filing. If a cell does not apply to the submitted filing please mark that cell N/A in the source reference column. Please attach the checklist as an excel document.",2025-02-24
KS_LBPM-134379791,KS,111,24740,[24740],01/16/2025,Objection_letter3,objection1,This will acknowledge your letter whereby you submitted the captioned filing.      Objection 1           Comments: Pursuant to K.S.A. 40-955(i) and K.S.A. 40-216 personal lines filings must be on file for 30 days before becoming effective. Please provide an effective date requested for new business.,2025-02-24
KY_LBPM-134418505,KY,111,19690,[19690],No objections,No objections,No objections,No objections,2025-02-24
KY_LBPM-134419964,KY,111,24740,[24740],No objections,No objections,No objections,No objections,2025-02-24
KY_SFMA-134415672,KY,176,25143,[25143],No objections,No objections,No objections,No objections,2025-02-24
KY_TRVD-G134354974,KY,3548,38130,[38130],01/16/2025,Objection_letter1,objection1,Please find attached the objection letter.,2025-02-24
KY_TRVD-G134354974,KY,3548,38130,[38130],01/08/2025,Objection_letter2,objection1,"With regard to the above referenced filing, some areas require additional clarification. Please see attached.",2025-02-24
KY_TRVD-G134417165,KY,3548,19062,"[19062, 19070, 27998, 25666, 36137, 38130]",02/14/2025,Objection_letter1,objection1,"With regard to the above referenced filing, some areas require additional clarification. These areas include, but are not limited to, the following:      Objection 1           - Rule 106 Coverage Packages, Quantum Home 2.0 Rule Manual Pages (Rate)           Comments: In Rule 106 item F. Roof and Siding Matching Package.   We refer your attention to 806 KAR 12:095 Section 9. (b) which states if a loss requires replacement of items and the replacement of items do not reasonably match in quality, color, or size, the insurer shall replace all items in the area so as to conform to a reasonably uniform appearance. The insured is entitled by law to a reasonable match of all items in area with no limit other than the entire limit of Coverage A.   Also, see AO 2023-08 MATCHING DETERMINATIONS. The insurer must replace the undamaged area, not reimburse for the cost the insured incurs to replace. This applies to interior and exterior losses. The insured shall not bear any cost over the applicable deductible. Please confirm your company's compliance.",2025-02-24
LA_LBPM-134415785,LA,111,42404,"[42404, 23035, 33600, 11746]",No objections,No objections,No objections,No objections,2025-02-24
MD_ALSE-134276603,MD,8,37907,[37907],02/14/2025,Objection_letter1,objection1,"Please provide the AIYs Adjustment Factor and support for it in Attachment V, Exhibit 1.7, line (2).",2025-02-24
MD_ALSE-134276603,MD,8,37907,[37907],02/14/2025,Objection_letter1,objection2,"Provide support for the Contingency Provision factor of 2.5% in Attachment VI, Exhibit 16.",2025-02-24
MD_ALSE-134276603,MD,8,37907,[37907],02/14/2025,Objection_letter1,objection3,"Provide an exhibit showing ranges of premium impacts and the number of policies within each range based on the overall rate change of 2.6%. Thank you, Walter Dabrowski, FCAS, MAAA 410-468-2388",2025-02-24
MD_ALSE-134280641,MD,8,19232,[19232],02/12/2025,Objection_letter1,objection1,"Please provide the AIYs Adjustment Factor and support for it in Attachment V, Exhibit 1.7, line (2).",2025-02-24
MD_ALSE-134280641,MD,8,19232,[19232],02/12/2025,Objection_letter1,objection2,"The largest pure premium trend factor for Liability based on the data in Attachment VI, Exhibit 7.3 is 6.47% at 8 points. Explain why the selected historical and projected pure premium factors for Liability are 12.0% and 14.0% respectively Attachment VI, Exhibit 6.",2025-02-24
MD_ALSE-134280641,MD,8,19232,[19232],02/12/2025,Objection_letter1,objection3,"Provide support for the Contingency Provision factor of 2.5% in Attachment VI, Exhibit 15.",2025-02-24
MD_ALSE-134280641,MD,8,19232,[19232],02/12/2025,Objection_letter1,objection4,"Provide an exhibit showing ranges of premium impacts and the number of policies within each range based on the overall rate change of 7.9%. Thank you, Walter Dabrowski, FCAS, MAAA 410-468-2388",2025-02-24
MD_ALSE-134284768,MD,8,17230,[17230],02/12/2025,Objection_letter1,objection1,"Please provide the AIYs Adjustment Factor and support for it in Attachment V, Exhibit 1.7, line (2).",2025-02-24
MD_ALSE-134284768,MD,8,17230,[17230],02/12/2025,Objection_letter1,objection2,"The largest severity trend factor for Lightning based on the data in Attachment VI, Exhibit 11.3 is 6.82% at 24 points. Explain why the selected historical and projected severity trend factors for Lightning are both 9.0% in Attachment VI, Exhibit 10.1.",2025-02-24
MD_ALSE-134284768,MD,8,17230,[17230],02/12/2025,Objection_letter1,objection3,"Provide support for the Contingency Provision factor of 2.5% in Attachment VI, Exhibit 15.",2025-02-24
MD_ALSE-134284768,MD,8,17230,[17230],02/12/2025,Objection_letter1,objection4,"Provide an exhibit showing ranges of premium impacts and the number of policies within each range based on the overall rate change of 5.4%. Thank you, Walter Dabrowski, FCAS, MAAA 410-468-2388",2025-02-24
MD_ALSE-134426297,MD,8,37907,[37907],No objections,No objections,No objections,No objections,2025-02-24
MD_AMSI-134131102,MD,155,10872,[10872],02/06/2025,Objection_letter1,objection1,"Please provide support for the Profit Load of 13.0% in Exhibit I-1, line 20. Provide an exhibit that shows the details of the calculation of the profit load. Include the target return on surplus, investment income on surplus, investment income on loss and LAE reserves and investment income on unearned premium reserves if applicable.",2025-02-24
MD_AMSI-134131102,MD,155,10872,[10872],02/06/2025,Objection_letter1,objection2,"Provide the data in support of the frequency, severity and pure premium trends in Exhibit I-3.",2025-02-24
MD_AMSI-134131102,MD,155,10872,[10872],02/06/2025,Objection_letter1,objection3,Provide the data in support of the premium trends in Exhibit I-4.,2025-02-24
MD_AMSI-134131102,MD,155,10872,[10872],02/06/2025,Objection_letter1,objection4,"Provide the most recent ten years (or most recent available) of combined ratio information by year. Thank you, Walter Dabrowski, FCAS, MAAA 410-468-2388",2025-02-24
MD_AMSI-134131102,MD,155,10872,[10872],01/08/2025,Objection_letter2,objection1,Please provide your answers to the questions asked by the PICD actuary.,2025-02-24
MD_AMSI-134415777,MD,155,10872,[10872],No objections,No objections,No objections,No objections,2025-02-24
MD_FARM-134406950,MD,69,21652,[21652],No objections,No objections,No objections,No objections,2025-02-24
MD_LEMO-134414879,MD,5032,16023,[16023],02/14/2025,Objection_letter1,objection1,"Your submission, as filed, is incomplete and not filed with the Maryland Insurance Administration. When the filing does not meet our filing requirements, it slows the process of the filing review and can result in delays. Ensuring the filing is in compliance with the General Instructions will allow the filing to be processed in a timelier manner. Please provide and/or amend the following: Line 1 thru 3.  Under the FORM SCHEDULE tab: Mark ups are required, as a second attachment, within the same line item as it's ""Replaced"" page(s).",2025-02-24
MI_ALSE-134371700,MI,8,11110,[11110],02/18/2025,Objection_letter1,objection1,The filing has been reviewed and the following objection(s) require response:      Objection 1           Comments: A form cannot be effective prior to the date the filing was submitted. Please update the effective date of this filing to be no sooner than 30 days after the date the filing was submitted. Since this filing was submitted in January 2025 the effective date cannot be before then in 2024.,2025-02-24
MI_ALSE-134371700,MI,8,11110,[11110],02/14/2025,Objection_letter2,objection1,The filing has been reviewed and the following objection(s) require response:      Objection 1           Comments: A form cannot be effective prior to the date the filing was submitted. Please update the effective date of this filing to be no sooner than 30 days after the date the filing was submitted.,2025-02-24
MI_ALSE-134371700,MI,8,11110,[11110],02/05/2025,Objection_letter3,objection1,"The filing has been reviewed and the following objection(s) require response:      Objection 1           - FCRA CURP/NR - LIS/MVR only, UW2188, 12/20 (Form)           - MI Property Cancellation Mandatory Notice, UW2253, 09/23 (Form)           - MI Property Nonrenewal Mandatory Notice, UW2254, 09/23 (Form)           Comments: In accordance with MCL 500.454(2), you must place the incorporated name of the insurer who submitted this material on the policy forms and declarations page. The company name MUST APPEAR ON AT LEAST THE FIRST PAGE OF EACH policy, FORM and endorsement in the header or footer. The company may also include the logo but the form must also include the full incorporated name of the insurer. If the form is used for multiple companies, the form may indicate where the company name will be displayed by showing <INSERT INCORPORATED COMPANY NAME HERE>. This requirement applies to rating organization forms as well. If the company adopts rating organization forms and if the only change being made is to add the company name, the approved rating organization form does not need to be filed with the modification. Any other changes made to rating organization forms must be filed as a deviation from the rating organization. Please correct and resubmit in the Form Schedule tab.",2025-02-24
MI_ALSE-134371700,MI,8,11110,[11110],01/23/2025,Objection_letter4,objection1,"The filing has been reviewed and the following objection(s) require response:      Objection 1           - FCRA CURP/NR - LIS/MVR only, UW2188, 12/20 (Form)           - MI Property Cancellation Mandatory Notice, UW2253, 09/23 (Form)           - MI Property Nonrenewal Mandatory Notice, UW2254, 09/23 (Form)           Comments: In accordance with MCL 500.454(2), you must place the incorporated name of the insurer who submitted this material on the policy forms and declarations page. The company name MUST appear on at least the first page of each policy, form and endorsement in the header or footer. The company may also include the logo but the form must also include the full incorporated name of the insurer. If the form is used for multiple companies, the form may indicate where the company name will be displayed by showing <INSERT INCORPORATED COMPANY NAME HERE>. This requirement applies to rating organization forms as well. If the company adopts rating organization forms and if the only change being made is to add the company name, the approved rating organization form does not need to be filed with the modification. Any other changes made to rating organization forms must be filed as a deviation from the rating organization. Please correct and resubmit in the Form Schedule tab.",2025-02-24
MI_ALSE-134371700,MI,8,11110,[11110],01/14/2025,Objection_letter5,objection1,"Objection 1           Comments: Please provide an Actuarial or Explanatory memorandum that provides an explanation of the changes being made in this filing. For rate filings, support for the rate revisions, including a description of all supporting exhibits must be provided.",2025-02-24
MI_ALSE-134371700,MI,8,11110,[11110],01/14/2025,Objection_letter5,objection2,"Objection 2           - FCRA CURP/NR - LIS/MVR only, UW2188, 12/20 (Form)           - MI Property Cancellation Mandatory Notice, UW2253, 09/23 (Form)           - MI Property Nonrenewal Mandatory Notice, UW2254, 09/23 (Form)           Comments: In accordance with MCL 500.454(2), you must place the incorporated name of the insurer who submitted this material on the policy forms and declarations page. The company name must appear on at least the first page of each policy, form and endorsement in the header or footer. The company may also include the logo but the form must also include the full incorporated name of the insurer. If the form is used for multiple companies, the form may indicate where the company name will be displayed by showing <INSERT INCORPORATED COMPANY NAME HERE>. This requirement applies to rating organization forms as well. If the company adopts rating organization forms and if the only change being made is to add the company name, the approved rating organization form does not need to be filed with the modification. Any other changes made to rating organization forms must be filed as a deviation from the rating organization. Please correct and resubmit in the Form Schedule tab.",2025-02-24
MI_ALSE-134422885,MI,8,19240,[19240],No objections,No objections,No objections,No objections,2025-02-24
MI_FAIG-134421996,MI,69,26298,"[26298, 34339]",No objections,No objections,No objections,No objections,2025-02-24
MI_TRVD-G134420573,MI,3548,28188,[28188],No objections,No objections,No objections,No objections,2025-02-24
MN_ALSE-134082968,MN,8,19232,[19232],05/23/2024,Objection_letter1,objection1,"Objection 1           Comments: Premium Impact? Under the Family Protection Act (Minn. Stat. 60A.0812), companies must reduce the premium of a policyholder who declines watercraft liability coverage for family and household members. Please provide the SERFF tracking number of your rate/rule filing that addresses this reduction. If you have not submitted the filing, please do so as quickly as possible.",2025-02-24
