SERFF Tr Num,Filing Type,Date Submitted,Effective Date Requested (New),Effective Date Requested (Renewal),SERFF Status,Filing Description,Filing Method,TOI,Sub-TOI,State,Group_Code,Company_Codes,week_date,gpt_3_5_summary,o1_mini_summary,xai_summary,claude_3_haiku_summary,claude_3_5_sonnet_summary,MyNotes
HART-134429816,Rate/Rule,2/21/2025,7/1/2025,7/1/2025,Closed-CL-Closed; No additional info required at this time,"We are filing for your information the introduction of a credit card surcharge to The Hartford’s Home products in the writing
companies referenced above.
Our proposal, which is a common practice across various industries, involves the transfer of credit card payment processing to
a third-party payment vendor. Policyholders who choose to pay their premium by credit card will incur a credit card surcharge
charged, collected and retained by a third-party payment vendor, which will not exceed 3% of the total payment amount.
Therefore, we are not submitting any rate or rule pages at this time in connection with this proposal.  The surcharge
percentage will not differ from policyholder to policyholder, regardless of payment amount, payment plan, channel or product.
The Hartford will continue to offer payment options that will not be subject to a surcharge.  The surcharge amount will be
shown at the time of the transaction and is effective for all transactions processed on or after July 01, 2025.
This is not a rate filing.  Due to constraints in the SERFF system for the state of Texas, we had to input this as a rate/rule filing
for the filing to be successfully submitted.",,04.0 Homeowners,04.0000 Homeowners Sub-TOI Combinations,TX,91,"[38261, 38253, 34690, 11000, 27120, 29459, 22357, 19682]",3/10/2025,"The rate filing is regarding the introduction of a credit card surcharge to The Hartford's Home products across multiple writing companies. The proposal involves transferring credit card payment processing to a third-party vendor and imposing a credit card surcharge, not exceeding 3% of the total payment amount, for policyholders choosing to pay by credit card. The surcharge will not vary based on the payment amount, plan, channel, or product. The surcharge will be effective for all transactions processed on or after July 01, 2025. The filing specifies that it is not a rate filing but had to be input as a rate/rule filing due to system constraints in Texas SERFF. The filing includes supporting documents such as Exhibit C for the rate change information over a six-year history and Exhibit A for the rate filing checklist. The filing has been prepared by Lesdy Richard, Sr Pricing Analyst, and any inquiries should be directed to her attention.",,,"Based on the information provided in the filing, the key points are:

1. The Hartford is filing to introduce a credit card surcharge for homeowners policies in Texas across several of its writing companies (Hartford Insurance Company of the Southeast, Hartford Lloyd's Insurance Company, Property and Casualty Insurance Company of Hartford, Sentinel Insurance Company, Ltd., Trumbull Insurance Company, Twin City Fire Insurance Company, Hartford Accident and Indemnity Company, and Hartford Fire Insurance Company).

2. The credit card surcharge will be charged, collected, and retained by a third-party payment vendor and will not exceed 3% of the total payment amount. 

3. The surcharge percentage will be the same for all policyholders regardless of payment amount, payment plan, channel, or product. 

4. The Hartford will continue to offer payment options that are not subject to the surcharge.

5. The surcharge will be effective for all transactions processed on or after July 1, 2025.

6. This is not a rate filing, but the Hartford had to input it as a rate/rule filing due to constraints in the SERFF system for Texas.

7. There are no rate or rule pages being submitted as part of this filing. The filing is for informational purposes only to introduce the credit card surcharge.

In summary, this is an informational filing by The Hartford to notify the Texas Department of Insurance about the introduction of a credit card surcharge on homeowners policies in the state, which is a common practice across various industries.",,
SFMA-134413084,Form,2/19/2025,7/1/2025,9/1/2025,Closed-Approved,"We respectfully request your approval of the following form(s) as provided in the forms schedule.  The details of the change(s)
are outlined in the attached Filing Memorandum.
Sincerely,
Kevin Nicklas,   CPCU, CLU
309-766-8703
kevin.nicklas.cbnv@statefarm.com
John Poppe,   CPCU, CLU
309-994-9734
john.poppe.pkxx@statefarm.com",,04.0 Homeowners,04.0000 Homeowners Sub-TOI Combinations,GA,176,[25143],3/10/2025,"Based on the information provided in the filing, the rate filing is for a Cyber Event, Identity Restoration, and Fraud Loss Coverage endorsement that modifies insurance provided under Homeowners Policy, Condominium Unitowners Policy, and Renters Policy. The endorsement includes definitions related to cyber events, identity fraud, data breach events, fraud events, and more.

The Cyber Event, Identity Restoration, and Fraud Loss Coverage endorsement aims to provide coverage for various cyber-related events such as data breaches, cyber attacks, identity theft, fraud events, and increased risk events. It includes provisions for identity fraud expenses, data recovery costs, cyber extortion response costs, and more.

The endorsement also covers expenses incurred as a direct result of identity fraud, including costs for re-filing applications, credit monitoring services, lost wages, supervision of dependents, and other reasonable costs. It provides identity restoration case manager services to help counteract the effects of identity fraud.

The filing includes provisions for increased risk events, one cyber occurrence definition, cyber extortion events, and more specific definitions related to cyber events and coverage included in the endorsement.

In summary, the rate filing is an endorsement that provides comprehensive coverage for cyber events, identity restoration, and fraud losses for policyholders of Homeowners, Condominium Unitowners, and Renters insurance policies. It aims to protect policyholders from cyber-related risks and provide assistance in case of identity fraud or fraudulent activities.",,,"Based on the filing, this appears to be an amendatory endorsement from State Farm Fire and Casualty Company in Georgia for their Homeowners, Condominium Unitowners, and Renters policies. The key points are:

1. The filing includes several amended policy forms, including:
   - Homeowners Amendatory Endorsement (HO-2231.3)
   - Condominium Unitowners Amendatory Endorsement (HO-2232.3) 
   - Renters Amendatory Endorsement (HO-2233.3)
   - Cyber Event, Identity Restoration, and Fraud Loss Coverage (HO-2609.1)
   - Several other endorsements related to dwelling under construction.

2. The changes appear to be mostly updates and clarifications to policy definitions, coverages, exclusions, and conditions. Key changes include:
   - Clarifying the definition of ""building structure"" to include attached structures.
   - Modifying the definition of ""business"" to exclude certain electrical power generation activities.
   - Revising the definition of ""occurrence"" for Section II liability coverage.
   - Adding coverage for bed bug infestation losses up to $1,000.
   - Making changes to the Intentional Losses, Concealment or Fraud, and Cancellation conditions.
   - Adding a new Cyber Event, Identity Restoration, and Fraud Loss Coverage endorsement.

3. The filing has an effective date of 7/1/2025 for new business and 9/1/2025 for renewals.

4. The filing does not appear to include any rate changes. It is focused on updating and clarifying the policy forms.

In summary, this is a standard policy form filing with various updates and clarifications to the Homeowners, Condominium Unitowners, and Renters policy forms, including the addition of a new cyber-related coverage endorsement.",,
SFMA-134414598,Rate/Rule,2/19/2025,2/19/2025,2/19/2025,Closed-60A.315 - EXPEDITED,"We are filing revised rates to our independent Minnesota Manufactured Homes Program, which results in a rate level change
of 24.9% for that program in the State Farm Fire and Casualty Company.  The details of and support for the change are
outlined in the attached Filing Memorandum and supporting exhibits.
The rate level changes contained in this filing specifically consider the expected effect that any prior changes in policy
language will have on our future underwriting experience.
The rates are effective on the date of receipt of this filing by your Department so that they can be applied in advance to quotes
for new business policies to be issued with April 15, 2025 effective dates and later and for renewal bills for existing business
with effective dates of June 15, 2025 and later.
Sincerely,
Adam Swope,   F.C.A.S, CPCU, MAAA
309-766-2471
adam.swope.hdbi@statefarm.com
TJ Harrington, F.C.A.S, CPCU, MAAA, FLMI
309-766-5250
tj.harrington.pc35@statefarm.com",,04.0 Homeowners,04.0002 Mobile Homeowners,MN,176,[25143],3/10/2025,"The rate filing submitted by State Farm Fire and Casualty Company for Minnesota Manufactured Homeowners includes a requested rate level change of 24.9% for the program. The revised rates are designed to be effective immediately upon receipt of the filing by the Department, enabling them to be applied to new business policies with a requested effective date of April 15, 2025, and renewal bills for existing business with effective dates on or after June 15, 2025. 

The filing includes revisions to the basic premiums, amount of insurance factors, and Manufactured Home 369 discount. Deductible options are being adjusted, with policyholders with $3,000 and $4,000 deductibles being converted to $5,000 at renewal. 

Optional coverages such as Fire Department Service Charge Increased Limits and Solid Fuel Appliance Charge have had their premiums revised. A new fixed expense constant of $77 is being introduced as a separate component in the rating sequence.

The supporting documents include the P & C Actuarial Memorandum and Data, the P & C Filing Certification Forms, a Price Optimization Attestation, and a Manual Comparison, demonstrating compliance with regulations and transparency in the rate filing process.",,,"Based on the filing, here is a summary of the key changes:

1. Rate Level Change: The filing indicates an overall rate level increase of 24.9% for the Minnesota Manufactured Home program.

2. Basic Premiums: The company is implementing basic premium changes that result in the 24.9% overall rate increase. 

3. Amount of Insurance Factors: The company is revising the amount of insurance factors based on analysis.

4. Manufactured Home 369 Discount: The company is revising the discounts for consecutive years insured with State Farm, with the maximum discount increasing from 20% to 20%.

5. Deductibles: The company is converting policies with $3,000 and $4,000 deductibles to a $5,000 deductible. It is also revising the deductible adjustment structure.

6. Optional Coverages: The company is revising the premiums for the Fire Department Service Charge Increased Limits and the Solid Fuel Appliance Charge.

7. Fixed Expense Constant: The company is introducing a fixed expense constant of $77 per policy.

8. Minimum Premium: The company is removing the minimum premium requirement.

9. Other Manual Changes: The company has made some miscellaneous manual changes for clarification and updates.

In summary, the filing reflects a 24.9% overall rate increase for the Minnesota Manufactured Home program, driven by changes to base rates, rating factors, optional coverages, and the introduction of a fixed expense constant.",,
HART-134398746,Rate/Rule,2/19/2025,,10/31/2025,Closed-CL-Closed; No additional info required at this time,"The purpose of this filing is to consolidate home products into our Home Advantage rate plan via an Affiliate Transfer process.
Agency rate plans written in Sentinel Insurance Company, Ltd. will be consolidated into Hartford Accident and Indemnity
Company.
Policyholders may experience a change because some coverage options and limits offered in the older products are not
available in the Home Advantage product.  Where coverage options and limits have changed, policyholders will be notified in
writing in advance of the policy effective date.  Policyholders can always contact us to discuss their coverage options and
limits.
The transfer will take place at renewal (no interruption in coverage) and will begin with renewals effective October 31, 2025
and last one year.  We will communicate with the policyholders by sending a notice of transfer that complies with Tex. Ins.
Code § 551.1055; 28 TAC § 5.9750 30 days prior to the transfer.  This communication will advise policyholders that they can
contact us to discuss their coverage options and limits.",,04.0 Homeowners,04.0000 Homeowners Sub-TOI Combinations,TX,91,"[11000, 22357]",3/10/2025,"The rate filing submitted by Sentinel Insurance Company, Ltd. and Hartford Accident and Indemnity Company in Texas involves consolidating home insurance products into the Home Advantage rate plan through an Affiliate Transfer process. The purpose is to transition agency rate plans from Sentinel Insurance Company to Hartford Accident and Indemnity Company. Policyholders may experience changes in coverage options and limits due to differences in the products. The transfer will occur at renewal without any interruption in coverage, starting on October 31, 2025, and lasting for one year. Policyholders will receive a notice of transfer allowing them to discuss their coverage options and limits. The overall rate impact indicated for both companies is 0.000%, with no change in written premium or the number of policyholders affected.",,,"Based on the information provided in the filing, the key points are:

1. The purpose of this filing is to consolidate home products into The Hartford's Home Advantage rate plan via an Affiliate Transfer process. Agency rate plans written in Sentinel Insurance Company, Ltd. will be consolidated into Hartford Accident and Indemnity Company.

2. Policyholders may experience changes as some coverage options and limits offered in the older products are not available in the Home Advantage product. Policyholders will be notified in writing in advance of the policy effective date and can contact The Hartford to discuss their coverage options.

3. The transfer will take place at renewal, starting with renewals effective October 31, 2025 and lasting for one year. The Hartford will send policyholders a notice of transfer 30 days prior, as required by Texas regulations.

4. There is no overall rate change indicated - the filing shows 0.000% for the Overall Percentage Indicated Change and Overall Percentage Rate Impact.

5. The number of policyholders affected and the written premium change are both $0, as this is an affiliate transfer with no direct rate impact.

In summary, this is a filing to consolidate homeowners products into a new rate plan, with notification to policyholders about potential coverage changes, but no overall rate impact.",,
HART-134405817,Rate/Rule,2/19/2025,,10/31/2025,Closed-CL-Closed; No additional info required at this time,"The purpose of this filing is to consolidate home products into our Home Advantage rate plan via an Affiliate Transfer process.
Agency rate plans written in Hartford Lloyd's Insurance Company will be consolidated into Hartford Accident and Indemnity
Company.
Policyholders may experience a change because some coverage options and limits offered in the older products are not
available in the Home Advantage product.  Where coverage options and limits have changed, policyholders will be notified in
writing in advance of the policy effective date.  Policyholders can always contact us to discuss their coverage options and
limits.
The transfer will take place at renewal (no interruption in coverage) and will begin with renewals effective October 31, 2025
and last one year.  We will communicate with the policyholders by sending a notice of transfer that complies with Tex. Ins.
Code § 551.1055; 28 TAC § 5.9750 30 days prior to the transfer.  This communication will advise policyholders that they can
contact us to discuss their coverage options and limits.",,04.0 Homeowners,04.0000 Homeowners Sub-TOI Combinations,TX,91,"[38253, 22357]",3/10/2025,"The rate filing involves a consolidation of home insurance products into The Hartford's Home Advantage rate plan through an Affiliate Transfer process. The filing specifically concerns the transition of agency rate plans from Hartford Lloyd's Insurance Company to Hartford Accident and Indemnity Company. The policyholders are informed that some coverage options and limits may change due to this transition, and they will be notified in advance of any modifications. The transfer will occur at renewal without interruption in coverage, starting from renewals effective October 31, 2025, for a duration of one year. Policyholders will receive a notice of transfer in compliance with relevant regulations 30 days prior to the transition, allowing them to discuss their coverage options and limits with the company. The rate change type is listed as neutral, with no indicated change or rate impact provided for both Hartford Lloyd's Insurance Company and Hartford Accident and Indemnity Company. Overall, the rate filing aims to streamline and enhance the home insurance offerings under The Hartford's Home Advantage plan while ensuring policyholder awareness and support during the transition process.",,,"Based on the information provided in the filing, this appears to be a rate/rule filing by Hartford Lloyd's Insurance Company and Hartford Accident and Indemnity Company to consolidate their home products into a new ""Home Advantage"" rate plan through an affiliate transfer process.

The key points are:

1. Hartford Lloyd's Insurance Company policies written through agency channels will be transferred to Hartford Accident and Indemnity Company under the new Home Advantage product. 

2. The transfer will occur at policy renewal, starting with renewals effective October 31, 2025 and continuing for 1 year. Policyholders will be notified 30 days in advance of the transfer.

3. Policyholders may experience coverage changes, as some options and limits in the older products may not be available in the new Home Advantage product. Policyholders will be notified of any coverage changes.

4. The filing indicates there is no overall rate change associated with this transfer and consolidation of products. The companies report a 0% indicated rate change and 0% rate impact.

5. The primary purpose appears to be to streamline the company's home product offerings by moving agency business from the Lloyd's entity to the Accident and Indemnity entity under a consolidated Home Advantage platform.

In summary, this is a neutral rate filing to facilitate an affiliate transfer and product consolidation, with changes in coverage options for some policyholders.",,
HART-134407174,Rate/Rule,2/19/2025,,10/31/2025,Closed-CL-Closed; No additional info required at this time,"The purpose of this filing is to consolidate home products into our Home Advantage rate plan via an Affiliate Transfer process.
Agency rate plans written in Hartford Lloyd's Insurance Company will be consolidated into Trumbull Insurance Company.
Policyholders may experience a change because some coverage options and limits offered in the older products are not
available in the Home Advantage product.  Where coverage options and limits have changed, policyholders will be notified in
writing in advance of the policy effective date.  Policyholders can always contact us to discuss their coverage options and
limits.
The transfer will take place at renewal (no interruption in coverage) and will begin with renewals effective October 31, 2025
and last one year.  We will communicate with the policyholders by sending a notice of transfer that complies with Tex. Ins.
Code § 551.1055; 28 TAC § 5.9750 30 days prior to the transfer.  This communication will advise policyholders that they can
contact us to discuss their coverage options and limits.",,04.0 Homeowners,04.0000 Homeowners Sub-TOI Combinations,TX,91,"[38253, 27120]",3/10/2025,"The rate filing involves a consolidation of home insurance products into a new Home Advantage rate plan through an Affiliate Transfer process. Hartford Lloyd's Insurance Company is transferring agency rate plans to Trumbull Insurance Company in Texas. Policyholders may experience changes as some coverage options and limits available in older products may not be offered in the new Home Advantage plan. The transfer will occur at renewal without coverage interruption, starting on October 31, 2025, and lasting for one year. Policyholders will receive advance notice and can discuss coverage options. The filing indicates a neutral rate change with no impact on written premium or policyholders affected. The effective date requested for both new and renewal policies is October 31, 2025.",,,"Based on the information provided in the insurance company's filing, the key points are:

1. The purpose of this filing is to consolidate home products into the insurance company's Home Advantage rate plan via an Affiliate Transfer process. Agency rate plans written in Hartford Lloyd's Insurance Company will be consolidated into Trumbull Insurance Company.

2. Policyholders may experience changes because some coverage options and limits offered in the older products are not available in the Home Advantage product. Policyholders will be notified in advance of any changes to their coverage options and limits.

3. The transfer will take place at renewal, with no interruption in coverage, starting with renewals effective October 31, 2025 and lasting for one year. 

4. The insurance company will communicate the changes to policyholders by sending a notice of transfer that complies with the relevant Texas insurance code and regulations. This notice will advise policyholders that they can contact the company to discuss their coverage options and limits.

5. Overall, this appears to be a neutral rate filing, with 0% indicated rate change and 0% rate impact for both Hartford Lloyd's Insurance Company and Trumbull Insurance Company.

In summary, this is a filing to consolidate home insurance products into a new Home Advantage plan, with some coverage changes that will be communicated to policyholders ahead of their renewal dates.",,
TRVD-G134422686,Rule,2/18/2025,5/18/2025,7/7/2025,Closed-Approved,"With this filing, we are amending our Personal Homeowners Product as described in the accompanying Explanatory
Memorandum.",,04.0 Homeowners,04.0000 Homeowners Sub-TOI Combinations,ME,3548,[38130],3/10/2025,"Based on the information provided in the filing, the rate filing for the Travelers Personal Insurance Company's Quantum Home 2.0 homeowners insurance product in Maine was submitted on 02/18/2025 and approved on 03/04/2025. The effective date requested for the new policy is 05/18/2025, and for renewals, it is 07/07/2025. The filing involved amending their Personal Homeowners Product and included supporting documents such as an Explanatory Memorandum and revised rules (Rule 106 and Rule 905). The filing also included a fee of $20.00 per company, which was processed on 02/18/2025. The rate data does NOT apply to this filing, and the status of the filing is approved. There were no indications of rate changes in this rate filing.",,,"Based on the information provided in the insurance company's filing, here is a summary:

The filing is from Travelers Personal Insurance Company for their Quantum Home 2.0 homeowners product in the state of Maine. The key details are:

- Filing Type: Rule
- Filing Submitted: February 18, 2025
- Effective Dates Requested: 
  - New Business: May 18, 2025
  - Renewals: July 7, 2025
- This appears to be an amendment/update to their existing homeowners product. 
- The main changes are to:
  - Coverage Packages (Rule 106)
  - Loss Assessment (Rule 905)
- The filing includes an Explanatory Memorandum and revised rule pages as supporting documents, but does not include any rate data or actuarial justification (noted as ""not applicable"").
- The filing was approved by the state on March 4, 2025.

In summary, this is a rule revision filing by Travelers to update their Quantum Home 2.0 homeowners product in Maine, with the key changes being to the coverage packages and loss assessment rules. The filing was reviewed and approved by the state.",,
ALSE-134422885,Rate,2/18/2025,3/31/2025,5/15/2025,Closed-Filed,"With this filing, Allstate is proposing an overall 2.2% rate level change to the Allstate Indemnity Company (AI) Homeowners -
Manufactured Home (MFH) program in the state of Michigan.
The overall rate level change has been achieved through revision of the Rate Adjustment Factor. Further information regarding
these changes can be found in the enclosed attachments.
This change will apply to new business written on or after March 31, 2025 and for renewals effective on or after May 15, 2025.",,04.0 Homeowners,04.0002 Mobile Homeowners,MI,8,[19240],3/10/2025,"From the information provided in the filing, Allstate Indemnity Company is making a rate change to its AI MFH (Allstate Indemnity Mobile Homeowners) program for manufactured homes in Michigan. The proposed rate change is a 2.2% increase to the overall rate level. The revision will affect new business written on or after March 31, 2025, and renewals effective on or after May 15, 2025.

Key points from the filing:
- Company Name: Allstate Indemnity Company
- Product Name: AI MFH
- State: Michigan
- Type of Insurance: Manufactured homeowners insurance
- Filing Type: Rate Change (+2.2%)
- Effective Date: New Business from 03/31/2025, Renewals from 05/15/2025
- Filing Status: Filed
- Author(s): Jennifer Olson, Lizett Mendez
- Disposition Date: 03/03/2025
- Primary Reviewer: Mandi Whinnie

Attachments in the filing include actuarial memorandums, rate/rule attachments, policyholder impact summaries, supporting documents, and a comprehensive manual outlining rules, regulations, and rating information for manufactured homes in Michigan under the AI MFH program.

The filing also mentions details about the user usage agreement, company and contact information, filing fees, and a user agreement for accessing the filing documents.

Overall, the rate change proposes",,,"Based on the filing, Allstate Indemnity Company is proposing an overall 2.2% rate level change to the Allstate Indemnity Company (AI) Homeowners - Manufactured Home (MFH) program in the state of Michigan. The overall rate level change has been achieved through revision of the Rate Adjustment Factor.

The key details are:

- The filing will apply to new business written on or after March 31, 2025 and for renewals effective on or after May 15, 2025.

- The overall indicated and selected rate change is +2.2%.

- The written premium change for this program is $151,640.

- The number of policyholders affected for this program is 5,209. 

- The total written premium for this program is $6,818,400.

- The maximum rate change is +2.7% and the minimum rate change is +1.3%.

The filing includes updated manual pages, actuarial support/exhibits, and other supporting documents to justify and explain the proposed rate changes.",,
LBPM-134412448,Rate,2/14/2025,4/14/2025,5/31/2025,Closed-Filed,"With this filing effective April 14, 2025, for New Business and May 31, 2025, for Renewal Business; Safeco Insurance
Company of America and American Economy Insurance Company are proposing updates to our Dwelling and Condominium
products currently on file with your department. The updates are as follows.
Safeco insurance Company of America:
-Home: Base Rates
-Home: Package Unities
-Home: Roof Age
-Condo: Base Rates
-Condo: Loss Assessment
American Economy Insurance Company
-Condo: Base Rates
-Condo: Coverage A Base
-Condo: Loss Assessment
Safeco Insurance Company of America home will have an impact of 13% and condo will have an impact of 35.9%. American
Economy Insurance Company will have a total impact of 36.0%.
This filing does not contain any confidential information. Should the need arise in the future to submit confidential information
under this filing, we will submit a confidentiality index.
For our GLM documentation in Safeco Insurance Company of America, please see SERFF filing # LBPM-131128190. There
are no changes to our GLM with this filing and we are providing this information to satisfy the state specific question regarding
GLMs.
For our GLM documentation in American Economy Insurance Company, please see SERFF filing LBPM-132085715. There
are no changes to our GLM with this filing and we are providing this information to satisfy the state specific question regarding
GLMs.
Thank you for reviewing our filing. If you have any questions or need any additional information, please feel free to contact us.",,04.0 Homeowners,04.0000 Homeowners Sub-TOI Combinations,CO,111,"[19690, 24740]",3/10/2025,"The rate filing involves two insurance companies, Safeco Insurance Company of America and American Economy Insurance Company, proposing updates for their Dwelling and Condominium products in Colorado. Here is a summary of the rate filing:

1. **Companies Involved:** Safeco Insurance Company of America and American Economy Insurance Company
2. **Product Name:** Homeowners
3. **State:** Colorado
4. **Type of Filing:** Rate
5. **Date Submitted:** 02/14/2025
6. **Effective Date Requested:** 04/14/2025 for New Business and 05/31/2025 for Renewal Business
7. **Impact of Update:**
    - Safeco Insurance Company of America: Home - 13%, Condo - 35.9%
    - American Economy Insurance Company: Condo - 36.0%
8. **Overall Rate Impact for Multiple Company Filings:** 19.6%
9. **Reviewers:** Allen Ames, Amanda Scott, Ken Neider
10. **Disposition Date:** 03/03/2025
11. **Disposition Status:** Filed

Both companies have proposed changes to their base rates, package relativities, roof age factors, loss assessment coverages, and other components of their Dwelling and Condominium products in the state of Colorado. The filings contain detailed rate tables, loss assessment coverage levels, and rate adjustment calculations.

For additional detailed information or specific exhibit data,",,,"Based on the filing, the key points are:

1. Safeco Insurance Company of America and American Economy Insurance Company are proposing updates to their Dwelling and Condominium products in Colorado, effective April 14, 2025 for new business and May 31, 2025 for renewal business.

2. The overall rate impact is 15.2%, with Safeco having a 13.5% rate impact and American Economy having a 36.0% rate impact. 

3. Safeco is updating the following for their home product: base rates, package unities, and roof age. For their condo product, they are updating base rates and loss assessment.

4. American Economy is updating base rates, coverage A base, and loss assessment for their condo product.

5. The filing includes supporting documentation such as rate/rule forms, actuarial justification memos, and historical rate change information. 

6. The companies are using generalized linear models (GLMs) in their rating, and have provided references to prior SERFF filings containing the GLM details.

7. The filing was reviewed and approved by the Colorado Department of Insurance on March 3, 2025.

In summary, this is a comprehensive rate filing by two insurance companies to update their homeowners and condominium rates in the Colorado market, with detailed supporting information provided.",,
USAA-134418343,Deviations,2/14/2025,6/1/2025,6/1/2025,Closed-Approved,"United Services Automobile Association (USAA), USAA-Casualty Insurance Company (USAA-CIC), USAA-General Indemnity
Company (USAA-GIC), and Garrison Property and Casualty Insurance Company (Garrison) propose revisions to the
Homeowners Insurance premium rates with an overall effect of 5.1% to be effective 6/1/2025 for new business and renewal
business.
With this filing, we are adopting the North Carolina Rate Bureau Base Premiums in Circular P-25-1. We will also be preserving
our existing deviations for Windstorm or Hail Exclusion Credits and Wind Mitigation Credits. In addition, we are proposing
adjustments to the following rating deviations:
•Revise Territory Deviation Factors – Owners and Condos
With this filing, in order to meet the 6/1/2025 effective date, we have an internal deadline of 2/24/2022 to receive regulatory
approval. We understand the turnaround for this filing is shorter than expected but we are willing to meet with NC DOI at your
most convenient date and time, via teleconference, if there are any concerns or questions. This will help allow us to meet our
timeline and remain efficient in implementing our filing efforts.
Our rates will remain equal to or lower than North Carolina Rate Bureau.
Your approval is appreciated. If you have questions, please call me at (210) 265-7825 or email me at laura.tijerina@usaa.com.",,04.0 Homeowners,04.0003 Owner Occupied Homeowners,NC,200,[25941],3/10/2025,"Based on the information provided in the rate filing, here is a summary:

- Company: United Services Automobile Association (USAA)
- State: North Carolina
- Product: NC HO Deviation- USAA
- Filing Type: Deviations
- Effective Date Requested: 06/01/2025
- Overall Effect on Homeowners Insurance Premium Rates: 5.1% increase
- Description: USAA along with other insurance companies propose revisions to the Homeowners Insurance premium rates, adopting the North Carolina Rate Bureau Base Premiums with deviations for Windstorm or Hail Exclusion Credits, Wind Mitigation Credits, and adjustments to various rating factors such as Territory Deviation Factors, Additional Coverage, Deductible Credits, Loss History, Discounts, and more.
- Deviation Questionnaire: The impact of the aggregate deviation affects 100% of USAA's NC exposures with an annual premium difference of $3,712,978.
- Deviation Components: The filing includes various deviation components for Tier Factors, Deductible Credits, Windstorm or Hail Exclusion Credits, Loss History, Discounts, and more.
- Supporting Documents: Include Deviation Questionnaire, Deviation Pages, and Explanatory Memo.
- Disposition: The filing was approved by the North Carolina Department of Insurance on 02/21/2025, with an effective date of 06/01/2025.

This rate filing aims to implement changes to the premium rates for homeowners insurance",,,"Based on the filing, United Services Automobile Association (USAA) is proposing the following for their North Carolina homeowners insurance program:

1. They are adopting the North Carolina Rate Bureau (NCRB) base premiums from Circular P-25-1.

2. They are preserving their existing deviations for Windstorm or Hail Exclusion Credits and Wind Mitigation Credits.

3. They are proposing adjustments to the following rating deviations:
   - Revise Territory Deviation Factors for both Owners (HO 00 03) and Condominiums (HO 00 06)

4. The overall effect of the proposed changes is an increase of 5.1% for new and renewal business effective June 1, 2025.

5. USAA's rates will remain equal to or lower than the NCRB rates.

6. The filing is seeking regulatory approval by February 24, 2022 in order to meet the June 1, 2025 effective date.

In summary, USAA is making some adjustments to its rating factors while adopting the NCRB base rates, resulting in an overall 5.1% increase, with the goal of maintaining rates that are equal to or lower than the NCRB.",,
USAA-134418345,Deviations,2/14/2025,6/1/2025,6/1/2025,Closed-Approved,"United Services Automobile Association (USAA), USAA-Casualty Insurance Company (USAA-CIC), USAA-General Indemnity
Company (USAA-GIC), and Garrison Property and Casualty Insurance Company (Garrison) propose revisions to the
Homeowners Insurance premium rates with an overall effect of 5.1% to be effective 6/1/2025 for new business and renewal
business.
With this filing, we are adopting the North Carolina Rate Bureau Base Premiums in Circular P-25-1. We will also be preserving
our existing deviations for Windstorm or Hail Exclusion Credits and Wind Mitigation Credits. In addition, we are proposing
adjustments to the following rating deviations:
•Revise Territory Deviation Factors – Owners and Condos
With this filing, in order to meet the 6/1/2025 effective date, we have an internal deadline of 2/24/2022 to receive regulatory
approval. We understand the turnaround for this filing is shorter than expected but we are willing to meet with NC DOI at your
most convenient date and time, via teleconference, if there are any concerns or questions. This will help allow us to meet our
timeline and remain efficient in implementing our filing efforts.
Our rates will remain equal to or lower than North Carolina Rate Bureau.
Your approval is appreciated. If you have questions, please call me at (210) 265-7825 or email me at laura.tijerina@usaa.com.",,04.0 Homeowners,04.0003 Owner Occupied Homeowners,NC,200,[25968],3/10/2025,"The rate filing submitted by USAA Casualty Insurance Company pertains to North Carolina homeowners insurance. The filing requests a deviation from the North Carolina Rate Bureau's premium rates, with an overall effect of a 5.1% rate increase for both new and renewal business, effective June 1, 2025. The company aims to adopt the North Carolina Rate Bureau Base Premiums and maintain existing deviations for Windstorm or Hail Exclusion Credits and Wind Mitigation Credits. Additionally, adjustments are proposed for various rating deviations, such as revising Territory Deviation Factors for Owners and Condos.

The filing includes details of the company and contact information for Laura Tijerina, the State Filings Advisor at USAA. The filing was submitted on February 14, 2025, and received approval after review by Sharon Thornton-Hall on February 21, 2025. The effective date for the approved deviation is set for June 1, 2025. The company's information, including its domicile in Texas, is listed along with the tracking numbers and project details associated with the filing. The supporting documents, dispositions, filing fees, and correspondence summaries are also provided in the filing.",,,"Based on the filing, USAA Casualty Insurance Company is proposing the following for its North Carolina homeowners insurance program:

1. Adopting the North Carolina Rate Bureau's base premiums from Circular P-25-1, effective June 1, 2025 for new and renewal business.

2. Preserving existing deviations for Windstorm or Hail Exclusion Credits and Wind Mitigation Credits.

3. Revising the Territory Deviation Factors for both Owners (HO 00 03) and Condominiums (HO 00 06).

4. Proposing adjustments to various rating deviations, including tier factors, deductible credits, coverage limits, and various discounts.

5. The overall rate impact of the proposed changes is an increase of 5.1%.

6. USAA's rates will remain equal to or lower than the North Carolina Rate Bureau's rates.

The filing is requesting approval by February 24, 2022 in order to implement the changes by the June 1, 2025 effective date.",,
