SERFF#,State,Group_Code,Company_Code,Company_Code_all,Objection_letter_date,Objectionletter#,Objection#,Objection
NV_HART-133798836,NV,91,34690,[34690],03/26/2024,Objection_letter5,objection2,"Objection 2           - Rate Pages - Revised, R-1, R-2 (Rate)           - Filing Memorandum (Supporting Document)           - Rate Filing Data Summary (Supporting Document)           - Mark Up Pages (Supporting Document)           Comments: The company needs to revise the effective date for new and renewal business (i) via a Post-Submission update to the General Information tab, (ii) via a revision to the effective date identified in NV PC Form 1 - Part 2, (iii) via a revision to the Rating Manual (clean and marked-up), and (iv) via a revision to the Filing Memorandum. The effective date for renewal business needs to be at least 30 days after a reasonable future date of approval, to enable the company to send at least 30 days' notice of renewal to affected insureds, in compliance with NRS 687B.350."
NV_HART-133798836,NV,91,34690,[34690],11/27/2023,Objection_letter6,objection1,"Objection 1 response (Supporting Document)           Comments: Regarding the company's response to objections 5 and 9, please show the factor derivation of 13% for Condo, 14.5% for Building and 12.5% for Tenant."
NV_HART-133798836,NV,91,34690,[34690],11/27/2023,Objection_letter6,objection2,"Objection 2           - Rate Disruption (Supporting Document)           Comments: For all the rate disruption exhibits, please remove the ""INSERT NAME"" and associated values of ""0.0%"" and ""$0.0"" from the attribute tables."
NV_HART-133798836,NV,91,34690,[34690],11/27/2023,Objection_letter6,objection3,Objection 3           -
NV_HART-133798836,NV,91,34690,[34690],09/13/2023,Objection_letter7,objection1,Objection 1           - Rate Filing Data Summary (Supporting Document)           - Rate Disruption (Supporting Document)           - Exhibits (Supporting Document)           Comments: The documents in the Rate Filing Data Summary are Rate Disruption documents and as such should be included in the Rate Disruption section. The NV PC Forms for Home Insurance are attached to the Exhibits section instead of the Rate Filing Data Summary section. Please attach these documents to their corresponding sections.
NV_HART-133798836,NV,91,34690,[34690],09/13/2023,Objection_letter7,objection2,"Objection 2           - Profitability Report (home) (Supporting Document)           Comments: (i) Please provide a Profitability Report with experience through at least 7/31/2023 and through 8/31/2023 if possible. Currently the Profitability Report only extends through 12/31/2022, which is insufficiently recent to reflect current conditions. (ii) The expense ratios in the Profitability Report are the same by coverage for each year. This means that the company appears to be using an assumed a priori expense ratio instead of following the instructions of the Profitability Report, which state, ""Expenses should be actual dollar figures incurred in Nevada by coverage and by year, not based on an assumed a priori expense ratio."" Please follow these instructions and start with actual dollar expenses incurred in Nevada (column (F)), from which the ratios in column (G) should be derived. The dollar expenses should be primary and the ratios derived from them, not the other way around. By this approach, expenses should vary not only by year, but also by coverage. (iii) The Profitability Report shows 9.1% profitability for the Building Forms for the last 5 years with a large spike of 24% two years ago for the year 2021, and the company's proposed rate-level change for the Building Forms is 14.0%. Please justify why the company is proposing such a large rate change when the company is near double-digit 5-year profitability for these forms. Note that any adverse experience from the 2023 calendar year would be expressed with a more up-to-date Profitability Report. (iv) Regarding the company's comment on the Filing Memorandum that ""As we are barred from contemplating [wildfire risk] potential in our Profitability Report, there will be a disconnect between the unloaded/untrended prior profitability outlined in the Report and the loaded/trended permissible loss ratio contemplated in our indication"", it is unclear how this wildfire risk potential ties to the rate changes proposed, considering that this rate change proposal is applied evenly to the base rates for every peril, not just the wildfire peril. Please explain the connection between this wildfire risk model's results and the proposed base rate changes, and please explain why each peril is receiving the same base-rate change per form."
NV_HART-133798836,NV,91,34690,[34690],09/13/2023,Objection_letter7,objection3,"Objection 3           - Rate Filing Data Summary (Supporting Document)           - Coverage A (Dwelling) Exhibits (Supporting Document)           - Exhibits (Supporting Document)           Comments: For each entry of the Company Nevada ID Number, please put the correct Nevada License Number of 1608 SERFF Tracking #: HART-133798836 State Tracking #: 116080 Company Tracking #: FN.14.799/RWG.2023.02 State: Nevada Filing Company: Property and Casualty Insurance Company of Hartford TOI/Sub-TOI: 04.0 Homeowners/04.0000 Homeowners Sub-TOI Combinations Product Name: NV Home PLIC 2000 - PCIC Project Name/Number: NV Home PLIC 2000 - PCIC/FN.14.799/RWG.2023.02 PDF Pipeline for SERFF Tracking Number HART-133798836 Generated 08/07/2024 12:20 AM  instead of the NAIC ID 34690."
NV_HART-133798836,NV,91,34690,[34690],09/13/2023,Objection_letter7,objection4,"Objection 4           - Rate Filing Data Summary (Supporting Document)           Comments: (i) For NV PC Form 2, please edit the Nevada Tracking Number of Filing Containing Request for items 2 through 5 to match their entries in SERFF. These entries should be 73119, 61773, 53009, and respectively. (ii) For NV PC Form 2, for the rate change effective 3/18/2017, please change the Approved Percent Change and Dollar Premium Change to match the entries from the Rate/Rule Schedule tab of that SERFF filing. (iii) For NV PC Form 2, for the rate change effective 8/22/2015, please change the Approved Maximum Percent Change to an Individual Insured and Dollar Premium Change to match the entries from the Rate/Rule Schedule tab of that SERFF filing. (iv) For NV PC Form 4, thank you for your explanation for each claim in which the Loss Amount exceeded the Coverage A - Dwelling Limit. Some losses exceed the Coverage A limit by a large amount, up to $357,934. Please clarify whether for any of the claims, any of the amounts paid were of the nature of extra-contractual obligations, losses in excess of policy limits, or punitive damages. If so, they would need to be excluded from the companys ratemaking data. (v) On NV PC Form 3, the Division requires loss trend factors for Frequency and Severity separately. Your trend selections on the Actuarial Support document Exhibit 3 on pages 6 and 13 do not take into account Frequency nor Severity. Please provide calculations of frequency and severity trend factors for your analysis. Moreover, the trend assumptions within NV PC Form 3 need to be specifically filled out. A mere reference to external Actuarial Support documents is not sufficient to complete this form."
NV_HART-133798836,NV,91,34690,[34690],09/13/2023,Objection_letter7,objection5,"Objection 5           - Rate Disruption (Supporting Document)           Comments: (i) For the Rate Disruption document for All Forms and for Condos, the entry for Largest Percentage Increase has a base-rate % Impact of 18.4% for a Condo policy; however, the proposed increase in the base rate for Condos is 8.9% for each peril. Please explain this discrepancy and identify any other factors which may have caused this increase. Please also make any necessary corrections to any figures that may be in error. (ii) For the Rate Disruption document for All Forms and for Buildings, the entry for Largest Dollar Increase has a base-rate % Impact of 15.2% for a Building policy; however, the proposed increase in the base rate for Buildings is 14.0% for each peril. Please explain this discrepancy and identify any other factors which may have caused this increase. Please also make any necessary corrections to any figures that may be in error. (iii) For the Rate Disruption document for Buildings, the entry for Largest Percentage Increase has a base-rate % Impact of 15.4% for a Building policy; however, the proposed increase in the base rate for Buildings is 14.0% for each peril. Please explain this discrepancy and identify any other factors which may have caused this increase. Please also make any necessary corrections to any figures that may be in error. (iv) For the Rate Disruption document for Condos, the entry for Largest Dollar Increase has a base-rate % Impact of 16.3% for a Condo policy; however, the proposed increase in the base rate for Condos is 8.9% for each peril. Please explain this discrepancy and identify any other factors which may have caused this increase. Please also make any necessary corrections to any figures that may be in error. (v) For the Rate Disruption document for Tenants, the entry for Largest Percentage Increase has a base-rate % Impact of 14.3% for a Tenant policy, however, the proposed increase in the base rate for Tenants is 8.9% for each peril. Please explain this discrepancy and identify any other factors which may have caused this increase. Please also make any necessary corrections to any figures that may be in error. SERFF Tracking #: HART-133798836 State Tracking #: 116080 Company Tracking #: FN.14.799/RWG.2023.02 State: Nevada Filing Company: Property and Casualty Insurance Company of Hartford TOI/Sub-TOI: 04.0 Homeowners/04.0000 Homeowners Sub-TOI Combinations Product Name: NV Home PLIC 2000 - PCIC Project Name/Number: NV Home PLIC 2000 - PCIC/FN.14.799/RWG.2023.02 PDF Pipeline for SERFF Tracking Number HART-133798836 Generated 08/07/2024 12:20 AM  (vi) For your Rate Disruption document for Tenants, the entry for Largest Dollar Increase has a base-rate % Impact of 13.0% for a Tenant policy, however the proposed increase in the base rate for Tenants is 8.9% for each peril. Please explain this discrepancy and identify any other factors which may have caused this increase. Please also make any necessary corrections to any figures that may be in error."
NV_HART-133798836,NV,91,34690,[34690],09/13/2023,Objection_letter7,objection6,Objection 6           - Filing Memorandum (Supporting Document)           - Credit Scoring Statement (Supporting Document)           Comments: The company's response to item 6 references that there is no new business being written under this product. Please include this detail in the Filing Memorandum.
NV_HART-133798836,NV,91,34690,[34690],09/13/2023,Objection_letter7,objection7,"Objection 7           - Credit Scoring Statement (Supporting Document)           Comments: Regarding Item 9, the provided support data for the No-Hit/No-Score placement does not satisfy NRS 686A.680(1)(e)(2) in the determination of the Division. The S04 and S05 Insurance Score Tiers are both below the 30% percentile in their entirety based on the company's Insurance Score Group Assignment for each Percentile table, which ""is representative of the distribution of risks in the Nevada market."" The Nevada Division of Insurance requires a no-worse-than-neutral treatment of credit no- hits and thin files. Accordingly, please change the Insurance Score Tier assignments to at least the S02 tier so that No-Hit/No-Score applicants or policyholders are placed no worse than the median policyholder. The Division has not ""otherwise approved"" any worse-than-neutral treatment of credit no-hits and thin files since 2009, and will not make an exception in this case. A no-worse-than-neutral treatment, as required pursuant to NRS 686A.680(1)(e)(2), has been the consistent expectation across insurers."
NV_HART-133798836,NV,91,34690,[34690],09/13/2023,Objection_letter7,objection8,"Objection 8           - Notice Explaining Premium Increases (Supporting Document)           Comments: For item 1, please specify in the Notice Explaining Premium Increases whether or not claims from other insurers are included in the determination of the number of paid claims."
NV_HART-133798836,NV,91,34690,[34690],09/13/2023,Objection_letter7,objection9,"Objection 9           - Rate Pages - Revised, R-1, R-2 (Rate)           - Mark Up Pages (Supporting Document)           Comments: The rate increases for the Building and Tenant/Condo forms are listed in the filing memorandum as 14.0% and 8.9%, respectively. However, the company's proposed base rates on the rate pages show increases in the vicinity of 14.5% and 12.6%, respectively, for each territory. There is an excess of around $3-$4 for each territory rate compared to the company's proposed overall base-rate change. For example, the rate for territory 12 is proposed to be raised from $754 to $863 for Building, an increase of 14.46%, and from $96 to $108 for Tenant/Condo, an increase of 12.50%. A Building base rate of $859.56 would match the company's proposed 14.0% increase, $3.44 less than the proposed base rate $863. A Tenant/Condo base rate of $104.54 would match the company's proposed base-rate change of 8.9%, $3.46 less than the proposed base rate $108. Please explain the differences of these proposed base-rate changes by territory as compared to the proposed overall percentage base-rate changes proposed in the Filing Memorandum."
NV_HART-133798836,NV,91,34690,[34690],09/13/2023,Objection_letter7,objection10,"Objection 10           - Model Documentation (Supporting Document) SERFF Tracking #: HART-133798836 State Tracking #: 116080 Company Tracking #: FN.14.799/RWG.2023.02 State: Nevada Filing Company: Property and Casualty Insurance Company of Hartford TOI/Sub-TOI: 04.0 Homeowners/04.0000 Homeowners Sub-TOI Combinations Product Name: NV Home PLIC 2000 - PCIC Project Name/Number: NV Home PLIC 2000 - PCIC/FN.14.799/RWG.2023.02 PDF Pipeline for SERFF Tracking Number HART-133798836 Generated 08/07/2024 12:20 AM            Comments: Are any other models proposed to be used in any manner to establish the rates in this filing, besides the Verisk Wildfire Model? If so, the relevant information pertaining to those models would need to be provided in the Model Documentation section."
NV_HART-133798836,NV,91,34690,[34690],09/13/2023,Objection_letter7,objection11,"Objection 11           - Model Documentation (Supporting Document)           - Exhibits (Supporting Document)           Comments: The models referenced in Exhibit 6 are not provided or referenced elsewhere in this filing. Also, the Verisk Wildfire model is not referenced here. Please provide documentation for any model used within the Model Documentation section of the filing. For each model, please also indicate whether or not it has been filed and approved in Nevada in the past."
NV_HART-133798836,NV,91,34690,[34690],09/13/2023,Objection_letter7,objection12,"Objection 12           - Rate Disruption (Supporting Document)           Comments: The Maximum % Change and Minimum % Change figures in the Rate/Rule Schedule and Rate Disruption should be expressed with precision to three significant figures after the decimal point. For example, ""18.400%"" is not the correct maximum percentage change, which is calculated as 100%*(189/1030) = 18.350%. This needs to be reflected consistently in the Rate/Rule Schedule (via a Post-Submission Update) and the Rate Disruption."
NV_HART-133798836,NV,91,34690,[34690],09/13/2023,Objection_letter7,objection13,"Objection 13           - Underwriting Manual (Supporting Document)           Comments: The Underwriting Manual may not be bypassed with an ""N/A"" comment. The instructions state, ""Each company must submit a complete copy of its current underwriting manual if any of the rules in that manual pertain to rating in any manner, including tiering or decisions regarding company placement if multiple affiliated companies charge different premiums to similarly situated insureds."" If the company's underwriting manual does not pertain to rating (including company placement or tiering) in any manner, then the company's response to the ""Underwriting Manual"" schedule item should state so."
NY_HART-134078456,NY,91,29424,"[29424, 38288, 27120, 29459]",07/15/2024,Objection_letter1,objection2,Please provide the state tracking number under which the current methodology used to arrive at the reinsurance load was previously filed.
NY_HART-134078456,NY,91,29424,"[29424, 38288, 27120, 29459]",07/15/2024,Objection_letter1,objection3,"We note the company provided support for the overall indication of the program. As the proposed changes to each peril factor is different than the overall indicated amount, the company must provide numerical support and a detailed explanation for the each selected peril factor change. Please provide additional support for the proposed peril factors by using the appropriate Experience (EXP); Judgment (JDG); and/or Competition (CMP) exhibits, pursuant to the instructions for the Departments Rate Filing Sequence Checklist (RFSC)."
NY_HART-134078456,NY,91,29424,"[29424, 38288, 27120, 29459]",05/10/2024,Objection_letter2,objection1,"Objection 1           - Explanatory Memorandum (Supporting Document)           Comments: 1. Please provide a table that shows the impact of the proposed changes for the following counties: NYC, Brooklyn, Bronx, Queens, Staten Island, Nassau, Suffolk, Albany, Buffalo and Syracuse. It appears some territories are divided into sub territories under RT-3. Please include the total impact for each county for each company in this request under a separate attachment. 2. Please provide a separate Exhibit RT-2 for each filing company. 3. Please revise Exhibit RT-2 by submitting the step-by-step numerical derivation of the largest and smallest cumulative rate changes on a per policyholder basis using the companys current and proposed rating algorithms. 4. Please revise Exhibit RT-2 to clearly state a histogram that shows the annual written premium and number of policyholders affected by ranges of rate changes in increments of 10% (i.e. 10% to 20%, 0% to +10%, etc.). The ranges should clearly indicate each range so that policies will not be accounted for more than once."
NY_HART-134078456,NY,91,29424,"[29424, 38288, 27120, 29459]",05/10/2024,Objection_letter2,objection2,"Objection 2           - Exhibit RT-1 Rate Pages Revised MU (Supporting Document)           Comments: 5. Please revise Exhibit RT-1 to a three-column side-by-side comparison of ALL current and proposed rates, rating factors, debits, credits and other rating charges, including those contained in the companys rating rules, as well as the corresponding percentage change, for which a new or revised rate, rating factor, debit, credit or other rating charge is being proposed. Please review and revise the filing accordingly."
NY_HART-134193651,NY,91,37478,[37478],08/05/2024,Objection_letter1,objection1,Objection 1           - Rates and/or Rating Plans (Supporting Document)           Comments: 1.Has the methodology used to arrive at the reinsurance load in this filing changed compared to the previous filing? 2. Please provide the state tracking number under which the current methodology used to arrive at the reinsurance load was previously filed.
NY_HART-134193651,NY,91,37478,[37478],08/05/2024,Objection_letter1,objection2,"Objection 2           - Rule Pages - Revised, 511.1 (Rate)           Comments: 3. We note the company indicated the previous state filing number as ""Record not available d/t retention policy"". Please confirm that the only changes for Rule 511.1 are the changes as shown under the side by side comparison. In addition, please include a copy of the previously accepted rule 511.1 as reference under the supporting documentation tab."
OH_HART-134111535,OH,91,39608,[39608],05/30/2024,Objection_letter1,objection1,"RESPOND BY: 06/14/2024 In order for us to continue our review, please submit a complete response by the date shown above.      Objection 1           Comments: Provide risk-based evidence to support and document that the proposed rates/ premiums for each of the following is not excessive, inadequate, or unfairly discriminatory: - Unit-Owners Coverage C Special Coverage - Special Personal Property Coverage - Building Additions And Alterations  Increased Limit - Increased Amount of Insurance For Personal Property Located In A Self-Storage Facility - Coverage C Increased Special Limits of Liability - Structures Rented to Others  Residence Premises - Additional Insured  Student Living Away From the Residence Premises."
OH_HART-134111535,OH,91,39608,[39608],05/22/2024,Objection_letter2,objection1,"Objection 1           Comments: Has the corresponding form filing been submitted? If so, provide the SERFF Tracking #. If not, what is the anticipated submission date? We cannot complete our review of this filing submission without the corresponding filing."
OH_HART-134111535,OH,91,39608,[39608],05/22/2024,Objection_letter2,objection2,Objection 2           Comments: Confirm you are aware that this objection letter was sent as part of the intake process and that additional questions may be submitted in a separate letter.
OR_HART-134219552,OR,91,30104,"[30104, 27120, 22357, 19682]",No objections,No objections,No objections,No objections
OR_HART-134224128,OR,91,34690,[34690],No objections,No objections,No objections,No objections
PA_HART-134107948,PA,91,34690,[34690],08/10/2024,Objection_letter1,objection1,Please cap the policies in accordance with the max increase tolerance that you were already aware of.
PA_HART-134107948,PA,91,34690,[34690],06/22/2024,Objection_letter2,objection1,"As you are probably already aware, our highest tolerance for the max increase in personal lines filings is 1.25x the overall rate change.  As such, we have to ask that you find a way to lower the max increase to no more than 31%."
PA_HART-134107948,PA,91,34690,[34690],05/25/2024,Objection_letter3,objection1,Please show us the derivation of the regional complement and tell us which states it includes.
PA_HART-134108011,PA,91,38288,"[38288, 30104, 27120, 22357]",07/16/2024,Objection_letter1,objection1,"The filing has big increases. The selected prospective loss trends are too aggressive based on the data. Please lower the loss trends, the indications and the proposed rate increases accordingly."
PA_HART-134108011,PA,91,38288,"[38288, 30104, 27120, 22357]",07/16/2024,Objection_letter1,objection2,"Please provide the updated/lowered rate change information under Post Submission Updates via SERFF. Also, please provide the updated rate information in the manual. Upon your response with the above requested data, the Department will continue to review your filing. If you have any questions or difficulties in responding to the above data request, please call me at (717)783-0693."
PA_HART-134108011,PA,91,38288,"[38288, 30104, 27120, 22357]",06/04/2024,Objection_letter2,objection1,"Assuming you write more than one Homeowners program in the filed company in Pennsylvania, please provide the impact of the pending filing on his company’s total Pennsylvania Homeowners book of business."
PA_HART-134108011,PA,91,38288,"[38288, 30104, 27120, 22357]",06/04/2024,Objection_letter2,objection2,Please provide cumulative percentage change impact of the proposed changes based on the combined rate impact of all filings with renewal business effective dates within one year of this filing’s renewal business effective date.
PA_HART-134108011,PA,91,38288,"[38288, 30104, 27120, 22357]",06/04/2024,Objection_letter2,objection3,Please provide frequency distributions (histograms) showing the cumulative percentage change impact of the proposed changes based on the combined rate impact of all filings with renewal business effective dates within one year of this filing’s renewal business effective date. Also please report the maximum percentage increases any insured would receive as a cumulative result of all combined changes of the filings with renewal business effective dates within one year of this filing’s renewal business effective date.
PA_HART-134108011,PA,91,38288,"[38288, 30104, 27120, 22357]",06/04/2024,Objection_letter2,objection4,"Please provide both the PDF files and Excel spreadsheets (including but not limited to the detailed most recent Pennsylvania underlying data and derivation with cell formulas to support the on-level factors, cat. load, LDFs, expenses, premium trends, frequency, severity and loss trends) upon which you support the indications and EACH rate and factor change in the filing. Finally, if selected rating values do not equal to the indicated/competitor rating values, please provide the additional information upon which you support/explain each difference."
PA_HART-134108011,PA,91,38288,"[38288, 30104, 27120, 22357]",06/04/2024,Objection_letter2,objection5,"One of the ongoing impacts of the pandemic has been higher than normal increases in replacement cost estimates on dwellings. Insurance policies covering dwellings are commonly renewing at this time with higher than normal increases in their amounts of insurance.  In accordance with Department Notice 2021-04, please explain how the trended on-level premiums in your rate level indication(s) have been adjusted to reflect the increased premiums that are expected to result.  If the trended on-level premiums have not been adjusted, then please either adjust them or explain why adjustments are not necessary.  Please also provide quantitative support for any adjustments that have been made."
PA_HART-134108011,PA,91,38288,"[38288, 30104, 27120, 22357]",06/04/2024,Objection_letter2,objection6,"Please provide underlying data/link and derivation with cell formulas (instead of hard coded number) for the Trend Factor Calculation exhibits in the indication Excel spreadsheets. Upon your response with the above requested data, the Department will continue to review your filing. The Department is committed to an expeditious review of your filing. However, the review period of your filing has been extended an additional thirty (30) days in accordance with Section 4(d) of the Fire, Marine and Inland Marine Rate Regulatory Act in the event additional time is required to complete the review of your filing. If you have any questions or difficulties in responding to the above data request, please call me at (717)783-0693."
SC_HART-134128740,SC,91,27120,"[27120, 29459, 22357, 19682]",09/20/2024,Objection_letter1,objection1,"The Department believes that the historical trend experience should at least reflect the number of years used in the data. Having reviewed the state, countrywide, and industry data, the Department finds some of the trends to be excessive. When more reasonable trends are applied, the Department does not foresee approving a 8.7% change for Builders and 3% for Tenant. The proposal for Condo is unaffected. Please revise the filing accordingly."
SC_HART-134128740,SC,91,27120,"[27120, 29459, 22357, 19682]",09/04/2024,Objection_letter2,objection1,"Please provide the calculations for the Projected Accident Year Incurred Losses column in the RLI. If this calculation does not use the excess ratio, please provide where and how the excess ratio is used."
SC_HART-134128740,SC,91,27120,"[27120, 29459, 22357, 19682]",08/07/2024,Objection_letter3,objection1,"Please provide at least 24 quarters of pure premium trend data for the Department to review. Additionally more recent experience should be added, as recent as possible but no less than q4 2023 since it is already past q2 of 2024."
SC_HART-134128740,SC,91,27120,"[27120, 29459, 22357, 19682]",08/07/2024,Objection_letter3,objection2,The  highly favorable underwriting results even including reinsurance do not appear to support the high rate ask by the Company.
SC_HART-134128740,SC,91,27120,"[27120, 29459, 22357, 19682]",08/07/2024,Objection_letter3,objection3,The Department has recently updated the display of all currently approved cat models and when they are due to expire at https://www.doi.sc.gov/432/Property-Casualty. Please review the approved version and if the Company is not using one of the approved versions it will need to provide the information requested in the Hurricane Models Approved for Use in South Carolina section.=.
SC_HART-134128740,SC,91,27120,"[27120, 29459, 22357, 19682]",07/15/2024,Objection_letter4,objection1,Please defend using 12 pt influences in the historical trending which seems rather short termed for identifying historical trend patterns.
SC_HART-134128740,SC,91,27120,"[27120, 29459, 22357, 19682]",06/18/2024,Objection_letter5,objection1,Please provide more detail on the reasoning behind the condo/tenant loss trend selections
SC_HART-134128740,SC,91,27120,"[27120, 29459, 22357, 19682]",06/18/2024,Objection_letter5,objection2,Where is the 15 years of loss experience used to derive the Excess Ratio located?
SC_HART-134128740,SC,91,27120,"[27120, 29459, 22357, 19682]",06/18/2024,Objection_letter5,objection3,What is the threshold for excess losses?
SD_HART-134155279,SD,91,39608,[39608],No objections,No objections,No objections,No objections
TN_HART-134091253,TN,91,38261,[38261],No objections,No objections,No objections,No objections
TX_HART-131828284,TX,91,27120,"[27120, 29459, 22357, 19682]",04/25/2019,Objection_letter1,objection1,"Objection 1           Comments: Please refer to Filing Exhibit 18A on page 17 of the ""Addl Sup"" supporting document when responding to the questions below. This narrative makes mention of many different models in passing but does not provide the detail needed to perform any meaningful review. Note that the definition of actuarial support in 28 TAC 5.9332: ""This type of support consists of sufficient documentation and analysis to allow a qualified actuary to understand and evaluate the rates, each component used in developing the rates, and the appropriateness of each material assumption."" a) It appears that the x-CAT relativity modeling and the CAT relativities were developed separately and later combined. If this is the case, please reorganize the memo and the supporting exhibits described below to make this more clear. b) Describe the exact model form of each model used.  The form should specify the target variable, all explanatory variables with definitions, all coefficients and any other selection or assumptions the model relies on. Where any model input depends on the output of another model in the process, make this clear. c) Where the explanatory variables are selected from a larger set of candidate variables, provide a complete description of the variable selection process. d) Describe the model validation process used for each model, including supporting statistics or graphics where relevant."
TX_HART-131828284,TX,91,27120,"[27120, 29459, 22357, 19682]",04/25/2019,Objection_letter1,objection2,"Objection 2           Comments: According to the previous response, the impact to policyholders of the changes proposed in this filing are affected by renewal capping.  Please provide a copy of the capping rule and capping factors that result in the min/max % impact."
TX_HART-131828284,TX,91,27120,"[27120, 29459, 22357, 19682]",04/25/2019,Objection_letter1,objection3,"Objection 3           Comments: Please complete the impact histograms in the indication template, or else provide the same data on company exhibits. Company Exhibit 19 appears to be a simplified format that lacks some of the required information.  It is also not clear how the capped and uncapped distributions are equivalent."
TX_HART-131828284,TX,91,27120,"[27120, 29459, 22357, 19682]",03/21/2019,Objection_letter2,objection1,"Objection 1           Comments: Please confirm the minimum and maximum % change values shown in the company rate information in SERFF.  If any of the values are incorrect, please revise in a post-submission update. If these values are all correct, provide a narrative describing how the changes proposed in the filing  (territory, base rates, coverage A factors) will result in zero rate impact for all policyholders in 3 companies, and only small impacts in the fourth company."
TX_HART-131828284,TX,91,27120,"[27120, 29459, 22357, 19682]",02/20/2019,Objection_letter3,objection1,"Objection 1           - Rate Pages, Base Rate 1-2; Territory 172-336; Coverage A 1-8; Coverage A HO 3 Rent 1-8 (Rate)           Comments: Thank you for your reply. The above rate pages are not in sequence as listed on the Rate/Rule Schedule Rule#/Page#. The current PDF shows:  Base Rate-2, Territory 172-336, Coverage A Limit- 5-8, Coverage A Limit HO3-Rent 5-8, Base Rate-1, Coverage A Limit-1-4, Coverage A Limit HO3-Rent 1-4. Is this the order you wish to submit the rate pages?   Please revise the PDF for the sequence of pages listed on Rule#/Page#  on the Rate/Rule Schedule."
TX_HART-131828284,TX,91,27120,"[27120, 29459, 22357, 19682]",02/20/2019,Objection_letter3,objection2,"Objection 2           - Rate Pages, Base Rate 1-2; Territory 172-336; Coverage A 1-8; Coverage A HO 3 Rent 1-8 (Rate)           Comments: The previous rate pages did not contain company name(s).  Only one company name in this filing was added to the above rate pages. Please add all four company names or The Hartford Insurance Group to the rate pages. If you leave the pages as is, please furnish a statement on why the PDF lists only one company's name."
TX_HART-131828284,TX,91,27120,"[27120, 29459, 22357, 19682]",02/19/2019,Objection_letter4,objection1,"Objection 1           - Rate Pages, Base Rate 1-2; Territory 172-336; Coverage A 1-8; Coverage A HO 3 Rent 1-8 (Rate)           - Filing Memorandum (Rates/Rules) (Supporting Document)           Comments: For Item #5 on the State Specific tab, please provide in writing the previously accepted TDI file number. You provided SERFF Tracking # HART-131666726 / TDI File # S659482 is pending and has not been accepted."
TX_HART-131828284,TX,91,27120,"[27120, 29459, 22357, 19682]",02/19/2019,Objection_letter4,objection2,"Objection 2           - Rate Pages, Base Rate 1-2; Territory 172-336; Coverage A 1-8; Coverage A HO 3 Rent 1-8 (Rate)           Comments: Please add the accepted replacement TDI File number to the Rate/Rule Schedule under ""Previous State Filing Number."""
TX_HART-131828284,TX,91,27120,"[27120, 29459, 22357, 19682]",02/19/2019,Objection_letter4,objection3,"Objection 3           - Rate Pages, Base Rate 1-2; Territory 172-336; Coverage A 1-8; Coverage A HO 3 Rent 1-8 (Rate)           Comments: The above rate pages are not in sequence as listed on the Rate/Rule Schedule Rule#/Page#. Please revise the PDF or revise the sequence of pages listed on Rule#/Page#. Base Rate page 1 (pg 418), Coverage A Limit 1-4 (419-422), and Coverage A Limit HO3-Rent 1-4 (pg 423-426) are located at the end of the PDF."
TX_HART-132168824,TX,91,27120,"[27120, 29459, 22357, 19682]",No objections,No objections,No objections,No objections
UT_HART-134278025,UT,91,37478,[37478],No objections,No objections,No objections,No objections
VA_HART-134048952,VA,91,30104,"[30104, 27120, 29459, 19682]",05/16/2024,Objection_letter1,objection1,"Thank you for your time and objection response. However, the following issues will require your attention.      Objection 1           - Rule Pages- Revised , null (Rate)           Comments: Pursuant to Chapter 345 of Title 14 of the Virginia Administrative code, each source of renewals must be clearly stated in the rule filing. Please refer to Rule 847. Remove ""this rule applies to policies converting from a non-Hartford company that are a part of an approved acquisition or book of business transfer or for existing Hartford policies for which a new rate plan is being introduced."" Any time the company wishes to use this process, it must complete and certify a separate filing when the book transfer ""group"" is different. The current phrasing implies that the company will use the rate capping program on other policies. Please refer to Rule 897. Chapter 345 states ""B. A rate stabilization plan shall be unambiguous and applied uniformly and fairly to all renewal policies affected by such plan."" As such, having two different procedures for the phasing out of the rate capping program is unacceptable. Ensure that there is only one rate capping procedure, regardless of renewal date. Additionally, the rate capping program must have a specified beginning and end date - it is not acceptable to consistently cap policies anytime a rate increases. It would be acceptable for the company to begin rate capping starting 6/1/24 and concluding 6/1/29. The beginning and end date for these rate caps must be clearly stated in the rules. All policies must have the same rate cap applied beginning at the same point in time."
VA_HART-134048952,VA,91,30104,"[30104, 27120, 29459, 19682]",04/15/2024,Objection_letter2,objection1,"Objection 1           - Rate Pages- Revised , null (Rate)           - Rule Pages- Revised , null (Rate)           Comments: As stated in HART-133662326, each company with any different rules, rates or forms will need to submit a separate rule and rate manual. Submit separate and complete rule and rate manuals for all companies unless a company has identical rules, rates and forms."
