SERFF Tr Num,Filing Type,Date Submitted,Effective Date Requested (New),Effective Date Requested (Renewal),SERFF Status,Filing Description,Filing Method,TOI,Group_Code,Company_Codes,week_date,gpt_3_5_summary,o1_mini_summary,xai_summary
LEMO-134374428,Form,02/06/2025,05/15/2025,05/16/2025,Closed-Approved,"A revision to Lemonade’s homeowners insurance program is hereby submitted for the State’s review. Lemonade is introducing
a new optional coverage, Refrigerated Property Coverage. The Company respectfully requests that this filing apply to all new
business policies written on or after May 15, 2025 and to all renewal business effective on or after May 16, 2025.
Please refer to the Explanatory Memorandum for additional details.
We look forward to your review.",,04.0 Homeowners,5032,[16023],2025-03-03,"Based on the filing information provided for Lemonade Insurance Company's rate filing for homeowners insurance in Georgia, the primary update is the introduction of a new optional coverage named Refrigerated Property Coverage. This coverage is added as an endorsement to Lemonade's existing homeowners, renters, and condominium insurance forms in Georgia.

The Refrigerated Property Coverage endorsement provides coverage for up to $500 for property stored in freezers or refrigerators on the insured's residence premises. It covers direct losses caused by interruptions of electrical service to the refrigeration unit or mechanical failures of the unit storing the property, provided the refrigeration unit was maintained in proper working condition before the loss. The coverage comes with a special deductible where the insurer pays only the part of the loss that exceeds $100, with no other deductible applying to this coverage.

The rate filing includes the necessary form revisions and additional supporting documents, such as a Readability Certification confirming compliance with Georgia's readability standards. The submission was successfully approved and the effective date for the new coverage is requested to be May 15, 2025, for new business policies and May 16, 2025, for renewal business policies. Lemonade Insurance Company has paid the required state fees for the filing.

Overall, the rate filing focuses on introducing a new optional coverage tailored towards providing additional protection for perishable items stored in freezers or refrigerators on the insured's property.",,
LEMO-134376013,Rate/Rule other than PPA,02/06/2025,05/15/2025,05/16/2025,Closed-Acknowledged,"A revision to Lemonade’s homeowners insurance program is hereby submitted for the State’s review. Lemonade is introducing
a new optional coverage, Refrigerated Property Coverage. The Company respectfully requests that this filing apply to all new
business policies written on or after May 15, 2025 and to all renewal business effective on or after May 16, 2025.
Please refer to the Explanatory Memorandum for additional details.
We look forward to your review.",,04.0 Homeowners,5032,[16023],2025-03-03,"Based on the filing information provided, Lemonade Insurance Company has introduced a new optional coverage called Refrigerated Property Coverage for their Homeowners program in Georgia. The requested effective dates for this new coverage are May 15, 2025, for new business policies and May 16, 2025, for renewal business policies. The filing includes rate tables and rules specifically related to Refrigerated Property Coverage, with available coverage limits of $100, $250, and $500.

Furthermore, the Rate Order of Calculation has been updated to include rating variables related to Refrigerated Property Coverage. The actuarial memorandum states that there will be no rate impact due to the introduction of this new coverage. The supporting documents include an Explanatory Memorandum, Actuarial Memo, and exhibits detailing the proposed changes in the filing.

Lemonade Insurance Company has paid the required filing fee of $75.00 for this rate filing in Georgia. The company's compliance certification and transmittal forms have been submitted as part of the filing documentation. The filing has been acknowledged and the effective dates for the changes requested in the filing have been confirmed by the regulator.",,
TRVD-G134360540,Rate/Rule other than PPA,12/24/2024,03/01/2025,03/01/2025,Closed-Acknowledged,With this filing we are amending our Quantum Home 2.0 product as detailed in the attached memo.,,04.0 Homeowners,3548,[38130],2025-03-03,"The rate filing submitted by Travelers Personal Insurance Company for their Quantum Home 2.0 product in Georgia involves amendments to the Windstorm Mitigation Discount table. The filing includes updates to provide premium discounts to eligible policyholders in compliance with Georgia House Bill 279. The overall impact of the filing is indicated as +0.0%.

The proposed changes apply to both new business issued and effective on or after 2/28/2025, and to renewal business issued on or after 2/28/2025 with an effective date on or after 4/19/2025. The Explanatory Memorandum outlines the changes made to the Windstorm Mitigation Discount factors and the expected impact on policyholders.

The filing also includes information on the dwelling, tenant, condo, landlord dwelling, and landlord condo categories, showing the rate changes over a 3-year history in various aspects of the policy.

Overall, the rate filing demonstrates Travelers' commitment to complying with regulatory requirements and enhancing their product offerings for policyholders in Georgia.",,
TRVD-G134400530,Rate/Rule other than PPA,02/03/2025,,02/28/2025,Closed-Acknowledged,"With this filing we are making revisions to our Quantum Home, Quantum High Value Home, Homeowners, and High Value
Homeowners programs as detailed in the attached memo.",,04.0 Homeowners,3548,"[27998, 36137, 19070, 19038, 25658, 36161, 25623, 19062, 25615, 25666, 28188, 25674]",2025-03-03,"The rate filing submitted by The Travelers Home and Marine Insurance Company in Georgia involves revisions to their Quantum Home, Quantum High Value Home, Homeowners, and High Value Homeowners programs. The filing introduces Windstorm Mitigation Discounts for various property types, with specific eligibility criteria and premium credit factors outlined for each type. The effective date requested for these changes is 02/28/2025. The company has also provided supporting documents, correspondence with the Department of Insurance, and explanations for the rate changes. Additionally, the filing includes information on the companies involved, project details, contact information, and compliance with state-specific fee requirements.",,
AMSI-134274777,Rate/Rule,10/10/2024,11/13/2024,11/13/2024,Closed-Approved,"American Strategic Insurance Corp. (ASIC) respectfully submits for your review a revision to our Homeowners program.
Please refer to Explanatory Memorandum and attached exhibits for further details.
If you have any questions or comments, please do not hesitate to contact me at 440-459-6293 or via email at
Hakeem_B_Yusuff@Progressive.com
Sincerely,
Hakeem Yusuff
Product Manager, State of Iowa",,04.0 Homeowners,155,[10872],2025-03-03,"The rate filing is a submission made by American Strategic Insurance Corp (ASIC) for their Iowa Homeowners program. The filing includes revisions to their Homeowners program, specifically related to rates and rules within the homeowners insurance product. The filing was submitted on 10/10/2024 and approved with an effective date of 11/13/2024.

Key details of the rate filing include:
- Filing Type: Rate/Rule
- Product Name: IA Homeowners
- State: Iowa
- Tracks the SERFF number: AMSI-134274777
- Tracks state-related, company-related tracking numbers (IA.HO3.2024.Q3)
- Primary Authors: Michael Heinz, Hakeem Yusuff, Cristin Weaver-Nason
- Reviewer(s): Travis Grassel (primary), Wayne Lacher
- Filtering Company: American Strategic Insurance Corp

The filing involved modifications to rate-related documents such as the Rate Order of Calculation (ROC) and the HOH Rule Manual. The rate filing was part of the American Strategic Insurance Corp's efforts to update their homeowners insurance program for the State of Iowa, leading to the removal of rate capping rules and related documents from their program materials.

Furthermore, the rate filing included a breakdown of how premiums are calculated, specific criteria and factors that affect the premium calculation, fees associated with the filing, and details on the minimum earned premium and rounding off premium amounts. Additionally, the rate filing outlines measures for rate increases and",,
HART-134383807,Rule,01/22/2025,,08/30/2025,Closed-Filed,"The purpose of this filing is to consolidate home products into our newest home rate plan via an Affiliate Transfer process.
Agency Rate Plans written in Sentinel Insurance Company will be consolidated into Hartford Accident and Indemnity
Company.
Policyholders may experience a change because some coverage options and limits offered in the older products are not
available in the newest home product.  Where coverage options and limits have been eliminated, policyholders will be moved
into the closest match available where possible.  Policyholders can always contact us to discuss their coverage options and
limits.
The transfer will take place at renewal (no interruption in coverage) and will begin with renewals effective August 30, 2025 and
last one year.  We will communicate with the policyholders by sending a notice of transfer that complies with 215 ILCS
5/143.11b at least 60 days prior to the transfer.  This communication will advise policyholders that they can contact us to
discuss their coverage options and limits.",,04.0 Homeowners,91,"[11000, 22357]",2025-03-03,"Based on the filing information provided, it appears that the insurance company, Sentinel Insurance Company, Ltd., in collaboration with Hartford Accident and Indemnity Company, is undergoing a transfer process for Homeowners Insurance policies in Illinois. The filing involves consolidating home products into a new home rate plan through an Affiliate Transfer process.

Key points regarding the rate filing include:

1. **Purpose**: The filing aims to transfer Agency Rate Plans from Sentinel Insurance Company to Hartford Accident and Indemnity Company. This consolidation process is designed to provide enhanced features and benefits to policyholders.

2. **Policyholder Impact**: Policyholders may experience changes in coverage options and limits as some features offered in older products may not be available in the new home product. Policyholders will be transitioned to the closest match available where possible.

3. **Transition Process**: The transfer will occur seamlessly at renewal, with no interruption in coverage. It is scheduled to begin with policy renewals effective August 30, 2025, and will last for one year. Policyholders will be notified in advance through a transfer notice as required by regulatory standards.

4. **Communication**: The insurance company plans to communicate with policyholders to discuss their coverage options and limits, ensuring they are informed and can address any queries they may have.

5. **Company Contacts**: The filing was prepared by Deveroux Myers, Assistant Director of Product Management, and Lisa Curra, Pricing Analyst, with designated contact information provided for further inquiries.

Overall,",,
LEMO-134419957,Rule,02/19/2025,03/18/2025,05/17/2025,Closed-Filed,"Lemonade submits this Benefits Endorsement rule filing effective March 18, 2025 on new business and May 17, 2025 on
renewal.
We look forward to your review.",,04.0 Homeowners,5032,[16023],2025-03-03,"Based on the information provided in the filing, Lemonade Insurance Company submitted a Benefits Endorsement rule filing for their Homeowners insurance product in the state of Illinois. The filing was submitted on 02/19/2025 and the effective date requested is 03/18/2025 for new business and 05/17/2025 for renewals.

The Benefits Endorsement introduces rule changes aimed at enhancing the safety, value, usability, and protection of the insured's assets by providing various benefits such as subscriptions, goods, services, devices, or other rewards. The rule filing includes the addition of Rule 32 - Benefits Endorsement to the Homeowners insurance program. Additionally, Lemonade Insurance Company included supporting documents such as an Explanatory Memorandum and a detailed Manual outlining the rules and coverage details associated with the Benefits Endorsement.

The filing process was completed with a disposition date of 02/24/2025, where the filing status was marked as ""Filed."" The filing qualifies for public access, and the rate/rule schedules have been updated to reflect the changes made in the filing. Lemonade Insurance Company looks forward to the review and implementation of the Benefits Endorsement rule changes in their Homeowners insurance program in Illinois.",,
GMMX-134433936,Form,02/25/2025,04/14/2025,05/21/2025,Closed-Approved and Filed,Encompass Indemnity Company is submitting for your approval a new supplemental application for our C360 program.,,04.0 Homeowners,8,[15130],2025-03-03,"Based on the filing information provided, Encompass Indemnity Company submitted a new supplemental application under the name ""KS EIC C360_Form Filing"" for their Custom360 Property program to the Kansas Department of Insurance. The filing included various forms and supporting documents, such as the Custom360 Property Supplemental Application (A15816KS), Explanatory Memo - Forms, and Forms List Template. The effective dates requested for the new supplemental application were 04/14/2025 for new business and 05/21/2025 for renewals. The filing was designated for the homeowners insurance line of business, specifically targeting owner-occupied homeowners.

The submission was given a disposition of ""Approved and Filed"" by Josh Carlson on 03/03/2025, and the status was confirmed as closed and approved in SERFF. The filing included a detailed list of forms and endorsements associated with the Custom360 program, outlining optional and mandatory elements for different coverage types in various situations, such as for primary residences, condos, renters, and premier clients.

In summary, Encompass Indemnity Company's rate filing for the KS EIC C360_Form Filing supplemental application for homeowners insurance in Kansas was successfully approved and is set to be effective from 04/14/2025 for new policies and 05/21/2025 for renewals.",,
LBPM-134379791,Rate,01/16/2025,,04/26/2025,Closed-Filed,"Safeco Insurance Company of America is requesting approval to revise its rates and rules for Homeowners effective April 26,
2025, for renewal business.  Proposed changes are as follows:
-Base Unities for Home
-Base Unities for Condo
-Roof Age Factors for Home
-Rate Stabilization Factors for Condo
This filing has a 0.0% overall uncapped impact.
We appreciate your review of this filing and look forward to your acknowledgement.  Please feel free to contact us with any
questions or concerns.",,04.0 Homeowners,111,[24740],2025-03-03,"The rate filing from Safeco Insurance Company of America pertains to the Kansas homeowners insurance segment. The filing proposes revisions to rates and rules that would be effective on April 26, 2025, specifically for renewal business. The key changes outlined in the filing include adjustments to base rates for homes and condos, new roof age factors for homes, and rate stabilization factors for condos. Overall, the filing indicates a 0.0% overall uncapped impact.

The narrative in the filing elaborates on the detailed analysis undertaken by Safeco Insurance to arrive at the proposed rate revisions. It includes a review of past and prospective loss experience within and outside the state, consideration of catastrophe hazards, insurer operating expenses, and the rationale behind the selected profit margin. Additionally, the filing certifies compliance with the requirements of the Kansas Insurance Department.

Furthermore, the rate filing discloses the impact on customers, with an average uncapped decrease of -0.2% for existing home customers and an average uncapped increase of +23.7% for existing condo customers. The filing also includes a certification by an Associate of the Casualty Actuarial Society, Laura Nees, attesting to the adequacy and non-discriminatory nature of the proposed rates.

In summary, the rate filing seeks approval for rate revisions in the homeowners segment in Kansas effective April 26, 2025, with a focus on renewal business and adjustments to base rates, roof age factors, and rate stabilization factors.",,
LBPM-134409706,Form,02/11/2025,,06/23/2025,Closed-Approved and Filed,"In accordance with Kansas’ filing provision, we respectfully submit the following revisions for our Homeowners program.
The information below provides a list of forms submitted with this filing.  In addition, it also provides a summary of the major
coverage or policies differences from our currently approved homeowner policy.
Our company would like to have the option of reformatting text or moving boxes, where applicable, to accommodate marketing
requirements and printing of forms. The format of the forms may vary depending on the needs of our clients (e.g. paper size,
electronic distribution, etc.). The language will remain the same as approved by your Division and any font requirements will be
maintained.
We appreciate your review of this filing. Should you have any questions or concerns, please do not hesitate to contact me
directly.
This form will be used for renewal business only as we no longer write new business in these companies.
The following provides a summary for each form submitted with this filing.
•New Form: FMHO 1182 01 25/Replaced Form: FMHO 1182
•New Form: FMHO 547 01 25/Replaced Form: FMHO 547 05 91
•New Form: FMHO 1199 01 25/Replaced Form: FMHO 1199
  o  Additions:
    -    Matching of siding, “roof surfacing” or windows excluded
  o  Modifications:
    -    We also took this opportunity to update the old forms to follow our standards of placing defined terms in quotation marks
and bolding section titles.",,04.0 Homeowners,111,"[42404, 23035, 33600]",2025-03-03,"The rate filing mentioned in the provided information pertains to Homeowners insurance products offered by Liberty Insurance Corporation, Liberty Mutual Fire Insurance Company, and LM Insurance Corporation in the state of Kansas. The filing included three new endorsements: Expanded Replacement Cost Endorsement (FMHO 1182), Optional Loss Settlement Endorsement (FMHO 547), and Homeprotector Plus Endorsement (FMHO 1199).

Some key points related to the rate filing include:
- The Effective Date requested for the new endorsements is set for June 23, 2025.
- The companies involved in the filing are part of the Liberty Mutual Group of insurance companies.
- The state of Kansas is the regulatory jurisdiction for this filing.
- The rate filing seeks to introduce revisions and updates to the Homeowners program in accordance with Kansas filing provisions.
- The filing includes the addition of coverage provisions related to Replacement Cost, Loss Settlement, and Increased Special Limits for certain personal property items.
- The filing was submitted and approved, with a disposition date of February 26, 2025.
- The forms included in the filing were for renewal business only, as the companies no longer write new business for these forms.",,
ALSE-134398573,Rule,01/31/2025,04/21/2025,07/05/2025,Closed-Acknowledged,"With this filing, Allstate is proposing changes to the Installment Fees for the Allstate Insurance Company (AIC) Mobilehome
(MBH) program in the state of Kentucky.
Further information regarding these changes can be found in the enclosed attachments.
This change will apply to new business written on or after 4/21/2025 and for renewals effective on or after 7/5/2025.
This filing company is closed to new business. Allstate has, however, supplied a new business effective date for special
business cases. For example, to accommodate a new business policy in the same company to a policyholder that has been
reinstated, or if a cancel/re-write is necessary.",,04.0 Homeowners,8,[19232],2025-03-03,"The rate filing is a proposal by Allstate Insurance Company to increase the installment fees for its AIC Mobilehome program in the state of Kentucky. The changes involve adjusting the installment fees for different payment methods, specifically increasing fees for electronic fund transfers and other payment methods, excluding payroll deductions. The effective date for new business is requested to be 04/21/2025 and for renewals is requested to be 07/05/2025. The filing status is acknowledged, and the SERFF tracking number is ALSE-134398573. The filing includes various attachments such as the revised manual pages, explanatory memorandum, and summary of manual changes. The filing also notes that the company is closed to new business but allows exceptions for special cases.",,
ALSE-134398945,Rule,01/31/2025,04/21/2025,07/05/2025,Closed-Acknowledged,"With this filing, Allstate is proposing changes to the Installment Fees for the Allstate Property and Casualty Insurance
Company (APC) Homeowners – Owner Occupied Homeowners (HO) program in the state of Kentucky.
Further information regarding these changes can be found in the enclosed attachments.
This change will apply to new business written on or after 4/21/2025 and for renewals effective on or after 7/5/2025.
This filing company is closed to new business. Allstate has, however, supplied a new business effective date for special
business cases. For example, to accommodate a new business policy in the same company to a policyholder that has been
reinstated, or if a cancel/re-write is necessary.",,04.0 Homeowners,8,[17230],2025-03-03,"The rate filing submitted by Allstate Property and Casualty Insurance Company in Kentucky proposes changes to the installment fees for their Homeowners - Owner Occupied Homeowners program. The changes include increasing installment fees for electronic fund transfers and other payment methods, while maintaining no fees for Allstate Payroll Deductions. The effective date for these changes for new business is requested as 04/21/2025 and for renewals as 07/05/2025. The filing status is acknowledged, and the disposition was received on 02/25/2025. The filing includes updated manual pages and supporting documents, such as an Actuarial Memorandum and a Tracked Version of the Manual. The filing also indicates the submitted fee amount of $5.00 and lists the company contact information for any inquiries.",,
USAA-134421819,Form,02/19/2025,10/27/2025,10/27/2025,Closed-Approved,"USAA is introducing the Insurance Institute for Business & Home Safety (IBHS) Special Roof Endorsement, form number HO-
IBHS. This endorsement provides up to $20,000 for policyholders to replace their roofs with an IBHS Fortified Roof in case of a
roof replacement event.",,04.0 Homeowners,200,"[21253, 25941, 25968, 18600]",2025-03-03,"In the rate filing for the insurance product ""Homeowners"" by Garrison Property and Casualty Insurance Company and related companies, the Special Roof Coverage endorsement (HO-IBHS) was introduced to provide up to $20,000 for policyholders to replace their roofs with an IBHS Fortified Roof in case of a roof replacement event. The filing was submitted on 02/19/2025 in Kentucky and was approved with an effective date requested for 10/27/2025. The filing included an overall rate impact of 0.000% on written premiums, indicating no change in rates for policyholders. Additionally, the filing incurred a state fee of $20.00, split equally among the four company entities involved in the filing.",,
LBPM-134284450,Rule,10/15/2024,11/16/2024,,Closed-Meets Requirements,"In reference to recently approved filing LBPM-134260451, we noticed a clerical error in our filing that we would like to amend.
Please see attached an updated copy of page 18 (Loss Settlement Type) that corrects an erroneous reference to “greater
than” in the Replacement Cost section. This has been updated to correctly reflect the “less than or equal to” condition that has
always applied to Replacement Cost.",,04.0 Homeowners,111,[24740],2025-03-03,"Based on the filing with the Department of Insurance (DOI) from Safeco Insurance Company of America, the company has made amendments to its Homeowners insurance product in Louisiana. The filing includes updated documents related to rates, rules, compliance, and operational procedures. Here are some key points from the filing:

1. **Effective Date:** The effective date for the amended Homeowners product is requested to be November 16, 2024.
  
2. **Compliance:** The Louisiana Department of Insurance reviewed and acknowledged the filing, confirming that it meets statutory and regulatory requirements.

3. **Attachments:** Various documents were attached to the filing, including Last Action Letters, Manual Pages, Rule Rates, and Statements of Compliance.

4. **Policy Details:** The filing includes detailed information on Loss Settlement Types, Roof Settlement Types, Replacement Cost options, and specific conditions for coverage, such as for windstorm or hail damage.

5. **Schedule Items:** The filing includes Supporting Document Schedules, such as Last Action Letters, Statements of Compliance, and Manual Pages, all in compliance with regulatory guidelines.

6. **Correspondence:** The filing includes objection letters, response letters, and notes to filers indicating the interaction and communication between Safeco Insurance and the Louisiana Department of Insurance.

7. **License and Registration:** Safeco Insurance Company of America is licensed in Louisiana and operates as a Property & Casualty insurance provider.

This summary of the filing provides an overview of the changes made by Safeco Insurance in its",,
ALSE-134422885,Rate,02/18/2025,03/31/2025,05/15/2025,Closed-Filed,"With this filing, Allstate is proposing an overall 2.2% rate level change to the Allstate Indemnity Company (AI) Homeowners -
Manufactured Home (MFH) program in the state of Michigan.
The overall rate level change has been achieved through revision of the Rate Adjustment Factor. Further information regarding
these changes can be found in the enclosed attachments.
This change will apply to new business written on or after March 31, 2025 and for renewals effective on or after May 15, 2025.",,04.0 Homeowners,8,[19240],2025-03-03,"Based on the information provided in the filing from Allstate Indemnity Company for the Michigan Manufactured Homeowners Insurance program, the rate change proposal involves an overall 2.2% increase to the rates. This rate level change is achieved through the revision of the Rate Adjustment Factor. The effective date for this rate change is requested to be March 31, 2025, for new business written on or after this date and for renewals effective on or after May 15, 2025.

The filing includes various supporting documents such as actuarial or explanatory memorandums, actuarial support/exhibits, policyholder impact documentation, and information about impacts to policyholders. The filing was submitted on February 18, 2025, and the disposition status is listed as Filed with a disposition date of March 3, 2025. The primary author of the filing is Jennifer Olson, and the reviewer is Mandi Whinnie.

For further details on specific rule changes, factors, and other relevant information, it would be necessary to review the detailed contents of the attachments and filings provided by Allstate Indemnity Company as part of this rate change proposal.",,
ALSE-134443416,Rate/Rule,03/03/2025,07/01/2025,,Submitted to State,"This filing details the introduction of the Allstate North American Insurance Company (ANAIC) Homeowners program in the
state of Michigan.
Further information can be found in the enclosed attachments.",,04.0 Homeowners,8,[11110],2025-03-03,"This filing details the introduction of the Allstate North American Insurance Company (ANAIC) Homeowners program in the state of Michigan. The product name is ANAIC HO, and the filing company is Allstate North American Insurance Company. The TOI/Sub-TOI is 04.0 Homeowners/04.0003 Owner Occupied Homeowners.

Key Information:
- Filing Type: Rate/Rule
- Date Submitted: 03/03/2025
- Effective Date Requested (New): 07/01/2025
- Filing Company: Allstate North American Insurance Company
- Product Name: ANAIC HO
- Project Name/Number: Introduction of ANAIC Homeowners/RITM06473713

Rate Information:
- Rate data applies to filing method: File and Wait
- Overall Percentage of Last Rate Revision: % (not disclosed)
- Company Name: Allstate North American Insurance Company
- Overall % Indicated Change: %
- Overall % Rate Impact: %
- Written Premium Change for this Program: %
- Number of Policyholders Affected for this Program: Not disclosed
- Written Premium for this Program: Not disclosed
- Maximum % Change: (where required): Not disclosed
- Minimum % Change (where required): Not disclosed

Rate/Rule Schedule:
1. Rule Manual - Entire Manual - New
   Document: 11. MI HO ANAIC R57738 Rules Manual.pdf
2. Rate Manual",,
LBPM-134437577,Form,02/27/2025,06/23/2025,07/28/2025,Submitted to State,"In accordance with Michigan’s filing provision, we respectfully submit the following revisions for our Legacy, Elements, and
Simple Renters program.
The table below provides a list of form(s) submitted with this filing.  In addition, it also provides a summary of the major
coverage or policies differences from our currently approved Homeowners, Condo, Renters, and Simple Renters policies.
Our company would like to have the option of reformatting text or moving boxes, where applicable, to accommodate marketing
requirements and printing of forms. The format of the forms may vary depending on the needs of our clients (e.g. paper size,
electronic distribution, etc.). The language will remain the same as approved by your Division and any font requirements will be
maintained. Please note each form provided with this filing includes a bracketed placeholder [LOGO] for our Liberty Mutual
logo and a bracketed placeholder [Company Name] for our underwriting company.
We appreciate your review of this filing. Should you have any questions or concerns, please do not hesitate to contact me
directly.
POLICY FORMS AND ENDORSEMENTS
FORM NUMBER: FMHO 3047 10 24
REPLACED FORM: FMHO 3047 05 16
FORM TITLE/Updates : POLICY DECLARATIONS - Adding variable text clarifying the policy period on the Declarations Page.",,04.0 Homeowners,111,"[42404, 23035, 23043, 33600, 12484]",2025-03-03,"The rate filing pertains to a property and casualty insurance company, specifically Liberty Mutual, for their Homeowners insurance product in the state of Michigan. The filing includes revisions for their Legacy, Elements, and Simple Renters program. The key changes include updates to the Policy Declarations form (FMHO 3047) by adding variable text to clarify the policy period on the Declarations Page. The filing also allows for flexibility in reformatting text or moving boxes to accommodate marketing requirements, while maintaining approved language and font requirements. The effective date requested for the new policy is 06/23/2025, and for renewal is 07/28/2025. The filing was submitted on 02/27/2025 and is currently in a 'Submitted to State' status via SERFF Tracking #: LBPM-134437577. The company behind the filing is Liberty Insurance Corporation, part of the Liberty Mutual Group.",,
LBPM-134437587,Form,02/27/2025,06/23/2025,07/28/2025,Submitted to State,"In accordance with Michigan’s filing provision, we respectfully submit the following revisions for our Simple Renters program.
The table below provides a list of form(s) submitted with this filing.  In addition, it also provides a summary of the major
coverage or policies differences from our currently approved Simple Renters policy.
Our company would like to have the option of reformatting text or moving boxes, where applicable, to accommodate marketing
requirements and printing of forms. The format of the forms may vary depending on the needs of our clients (e.g. paper size,
electronic distribution, etc.). The language will remain the same as approved by your Division and any font requirements will be
maintained. Please note each form provided with this filing includes a bracketed placeholder [LOGO] for our Liberty Mutual
logo and a bracketed placeholder <Company Name> for our underwriting company.
We appreciate your review of this filing. Should you have any questions or concerns, please do not hesitate to contact us
directly.
POLICY FORMS AND ENDORSEMENTS
FORM NUMBER: LMHO 2100MI 03 25
REPLACED FORM: LMHO 2100MI 03 19
FORM TITLE/Updates: SPECIAL PROVISIONS – MICHIGAN
•The policy period provision under Sections I and Section II – Conditions has been updated, now referring to the Declarations
Page for the effective time of the policy.
•Applies to:
  o  Liberty Mutual Insurance Company
  o  Liberty Mutual Personal Insurance Company
•Prior SERFF Tracking# LBPM-131808396 (for the forms this endorsement is amending)",,04.0 Homeowners,111,"[23043, 12484]",2025-03-03,"The rate filing submitted by Liberty Mutual Insurance Company for their Simple Renters program in Michigan includes revisions to the policy forms and endorsements. The amendments mainly focus on updating the policy period provision under Sections I and II – Conditions to refer to the Declarations Page for the effective time of the policy. The changes apply to both Liberty Mutual Insurance Company and Liberty Mutual Personal Insurance Company. The filing also includes new definitions related to policy holders, modifications to the duties after a loss, cancellation terms, appraisals, and other policy conditions for property and liability coverages.

Overall, the rate filing seeks to enhance and clarify policy provisions while addressing requirements specific to Michigan regulations. It is aimed at improving the customer experience and ensuring compliance with state guidelines.",,
ALSE-134409609,Rate,02/07/2025,02/17/2025,04/03/2025,Closed-Rates and/or Rules Accepted (10),"With this filing, Allstate is proposing an overall 1.8% rate level change to the Allstate Insurance Company (AIC) Homeowners -
Owner Occupied Homeowners (HO) program in the state of Minnesota.
Allstate is proposing revisions to the following rating plans: Max Deductible Credits. The overall rate level change has been
achieved through revision of the Rate Adjustment Factors. Further information regarding these changes can be found in the
enclosed attachments.
This change will apply to new business written on or after 2/17/2025 and for renewals effective on or after 4/3/2025.",,04.0 Homeowners,8,[19232],2025-03-03,"Based on the information provided in the filing, it appears that Allstate Insurance Company has submitted a rate change (1.8%) for its Allstate Insurance Company (AIC) Homeowners - Owner Occupied Homeowners (HO) program in the state of Minnesota. Here are the key details:

1. **Rate Change:** Allstate is proposing an overall 1.8% rate level change to the AIC Homeowners program in Minnesota.
2. **Effective Dates:** The rate change will apply to new business written on or after 02/17/2025 and for renewals effective on or after 04/03/2025.
3. **Filing Type:** Rate filing
4. **Company Contact:** Adriana Cahue is the contact person for this filing, with contact details provided.
5. **Product Information:** TOI/Sub-TOI: 04.0 Homeowners/04.0003 Owner Occupied Homeowners, Product Name: AIC HO
6. **Filing Fees:** A fee of $125.00 was required for this filing and was processed on 02/07/2025.

Additionally, the filing includes details on the reinsurance program, the methodology used for adjustments to premiums, explanations of various terms such as multi-year contracts, per occurrence agreements, and aggregate excess contracts related to reinsurance arrangements.

If you need more specific details or analysis on any particular aspect of this filing or require further information, feel free to ask",,
ALSE-134409640,Rate,02/10/2025,02/17/2025,04/03/2025,Closed-Rates and/or Rules Accepted (10),"With this filing, Allstate is proposing an overall 1.9% rate level change to the Allstate Vehicle and Property Insurance Company
(AVPIC) Homeowners - Owner Occupied Homeowners (HO) program in the state of Minnesota.
Allstate is proposing revisions to the following rating plans: Rate Adjustment Factors, Fixed Expense Base Premium and
Additive Fixed Expense Amount. The overall rate level change has been achieved through revision of the Rate Level Factors.
Further information regarding these changes can be found in the enclosed attachments.
This change will apply to new business written on or after 2/17/2025 and for renewals effective on or after 4/3/2025.",,04.0 Homeowners,8,[37907],2025-03-03,"In summary, the rate filing by Allstate Vehicle and Property Insurance Company in Minnesota proposes an overall 1.9% rate level change to the AVPIC HO program for Owner Occupied Homeowners. The filing includes revisions to rating plans such as Rate Adjustment Factors, Fixed Expense Base Premium, and Additive Fixed Expense Amount, achieved through the modification of Rate Level Factors. The rate change will apply to new business written on or after 2/17/2025 and for renewals effective on or after 4/3/2025.

Key details of the filing include:
- Company: Allstate Vehicle and Property Insurance Company
- Product Name: AVPIC HO
- State: Minnesota
- Type of Insurance: Homeowners
- Filing Type: Rate Change
- Date Submitted: 02/10/2025
- Effective Date Requested: 02/17/2025 for new business and 04/03/2025 for renewals
- Rate Change: 1.9%
- Contact Person: Adriana Cahue
- Contact Information: acahu@allstate.com, 847-402-7877

The filing includes various attachments such as P & C Actuarial Memorandum and Data, Filing Certification Forms, Price Optimization Attestation, and Side-by-Sides. The filing fees include a required fee of $125.00, which was paid by Allstate Vehicle and Property Insurance Company on 02/10/202",,
